timestamp,is_walking,fsr,x_acc,y_acc,z_acc
16459,0,1,0.00,0.00,0.00
16474,0,1,0.00,0.00,0.00
16494,0,1,-0.15,-0.00,0.99
16515,0,1,-0.15,-0.00,0.99
16535,0,1,-0.15,-0.00,0.99
16556,0,1,-0.15,-0.00,0.99
16576,0,1,-0.15,-0.00,0.99
16596,0,1,-0.15,-0.00,0.99
16617,0,1,-0.15,-0.00,0.99
16637,0,1,-0.15,-0.00,0.99
16657,0,1,-0.15,-0.00,0.99
16677,0,1,-0.15,-0.00,0.99
16697,0,1,-0.15,-0.00,0.99
16717,0,1,-0.15,-0.00,0.99
16737,0,1,-0.15,-0.00,0.99
16757,0,1,-0.15,-0.00,0.99
16777,0,1,-0.15,-0.00,0.99
16798,0,1,-0.15,-0.00,0.99
16818,0,1,-0.15,-0.00,0.99
16838,0,1,-0.15,-0.00,0.99
16859,0,1,-0.15,-0.00,0.99
16879,0,1,-0.15,-0.00,0.99
16900,0,1,-0.15,-0.00,0.99
16920,0,1,-0.15,-0.00,0.99
16941,0,1,-0.15,-0.00,0.99
16956,0,1,-0.15,-0.00,0.99
16976,0,1,-0.15,-0.00,0.99
16996,0,1,-0.15,-0.00,0.99
17016,0,1,-0.15,-0.00,0.99
17036,0,1,-0.15,-0.00,0.99
17056,0,1,-0.15,-0.00,0.99
17076,0,1,-0.15,-0.00,0.99
17096,0,1,-0.15,-0.00,0.99
17116,0,1,-0.15,-0.00,0.99
17136,0,1,-0.15,-0.00,0.99
17157,0,1,-0.15,-0.00,0.99
17178,0,1,-0.15,-0.00,0.99
17199,0,1,-0.15,-0.00,0.99
17219,0,1,-0.15,-0.00,0.99
17240,0,1,-0.15,-0.00,0.99
17260,0,1,-0.15,-0.00,0.99
17281,0,1,-0.15,-0.00,0.99
17301,0,1,-0.15,-0.00,0.99
17321,0,1,-0.15,-0.00,0.99
17342,0,1,-0.15,-0.00,0.99
17362,0,1,-0.15,-0.00,0.99
17382,0,47,-0.15,-0.00,0.99
17402,0,99,-0.15,-0.00,0.99
17422,0,131,-0.15,-0.00,0.99
17437,0,161,-0.15,-0.00,0.99
17457,0,184,-0.14,0.00,0.99
17477,0,203,-0.14,0.00,0.99
17498,0,221,-0.14,0.00,0.99
17518,0,246,-0.14,0.00,0.99
17540,0,260,-0.14,0.00,0.99
17560,0,253,-0.14,0.00,0.99
17581,0,258,-0.14,0.00,0.99
17601,0,263,-0.14,0.00,0.99
17622,0,254,-0.14,0.00,0.99
17642,0,238,-0.14,0.00,0.99
17662,0,221,-0.14,0.00,0.99
17683,0,205,-0.14,0.00,0.99
17703,0,186,-0.14,0.00,0.99
17723,0,182,-0.14,0.00,0.99
17743,0,182,-0.14,0.00,0.99
17763,0,179,-0.14,0.00,0.99
17783,0,173,-0.14,0.00,0.99
17803,0,166,-0.14,0.00,0.99
17823,0,164,-0.14,0.00,0.99
17843,0,160,-0.14,0.00,0.99
17863,0,156,-0.14,0.00,0.99
17884,0,156,-0.14,0.00,0.99
17904,0,155,-0.11,-0.11,1.24
17920,0,152,-0.11,-0.11,1.24
17935,0,147,-0.11,-0.11,1.24
17955,0,145,-0.14,0.01,0.99
17975,0,138,-0.14,0.01,0.99
17995,0,138,-0.14,0.01,0.99
18015,0,133,-0.14,0.01,0.99
18035,0,130,-0.14,0.00,0.99
18055,0,129,-0.14,0.00,0.99
18075,0,132,-0.14,0.00,0.99
18096,0,127,-0.14,0.00,0.99
18116,0,122,-0.14,0.00,0.99
18137,0,115,-0.14,0.00,0.99
18157,0,108,-0.14,0.01,0.99
