timestamp,is_walking,fsr,x_acc,y_acc,z_acc
6394,0,3,-0.16,-0.00,0.99
6414,0,3,-0.16,-0.00,0.99
6434,0,3,-0.16,-0.00,0.99
6454,0,3,-0.16,-0.00,0.99
6474,0,3,-0.16,-0.00,0.99
6494,0,2,-0.16,-0.00,0.99
6514,0,3,-0.16,-0.00,0.99
6534,0,2,-0.16,-0.00,0.99
6554,0,2,-0.16,-0.00,0.99
6575,0,3,-0.16,-0.00,0.99
6595,0,2,-0.16,-0.00,0.99
6616,0,2,-0.16,-0.00,0.99
6636,0,3,-0.16,-0.00,0.99
6657,0,3,-0.16,-0.00,0.99
6677,0,3,-0.16,-0.00,0.99
6697,0,2,-0.16,-0.00,0.99
6718,0,2,-0.16,-0.00,0.99
6738,0,3,-0.16,-0.00,0.99
6759,0,3,-0.16,-0.00,0.99
6779,0,2,-0.16,-0.00,0.99
6799,0,3,-0.16,-0.00,0.99
6814,0,2,-0.16,-0.00,0.99
6829,0,2,-0.16,-0.00,0.99
6849,0,3,-0.16,-0.00,0.99
6870,0,3,-0.16,-0.00,0.99
6890,0,3,-0.16,-0.00,0.99
6910,0,3,-0.16,-0.00,0.99
6931,0,2,-0.16,-0.00,0.99
6951,0,2,-0.16,-0.00,0.99
6971,0,2,-0.16,-0.00,0.99
6991,0,2,-0.16,-0.00,0.99
7011,0,3,-0.16,-0.00,0.99
7031,0,2,-0.16,-0.00,0.99
7051,0,2,-0.16,-0.00,0.99
7071,0,2,-0.16,-0.00,0.99
7091,0,2,-0.16,-0.00,0.99
7111,0,3,-0.16,-0.00,0.99
7132,0,2,-0.16,-0.00,0.99
7152,0,2,-0.16,-0.00,0.99
7173,0,3,-0.16,-0.00,0.99
7193,0,2,-0.16,-0.00,0.99
7214,0,2,-0.16,-0.00,0.99
7234,0,2,-0.16,-0.00,0.99
7255,0,2,-0.16,-0.00,0.99
7275,0,2,-0.16,-0.00,0.99
7296,0,3,-0.16,-0.00,0.99
7311,0,2,-0.16,-0.00,0.99
7331,0,2,-0.16,-0.00,0.99
7351,0,3,-0.16,-0.00,0.99
7371,0,2,-0.16,-0.00,0.99
7391,0,3,-0.16,-0.00,0.99
7411,0,2,-0.16,-0.00,0.99
7431,0,3,-0.16,-0.00,0.99
