timestamp,is_walking,fsr,x_acc,y_acc,z_acc
6919,0,3,-0.17,0.01,0.99
6939,0,3,-0.17,0.01,0.99
6960,0,3,-0.17,0.01,0.99
6980,0,3,-0.17,0.01,0.99
7001,0,3,-0.17,0.01,0.99
7021,0,3,-0.17,0.01,0.99
7042,0,3,-0.17,0.01,0.99
7062,0,3,-0.17,0.01,0.99
7083,0,3,-0.17,0.01,0.99
7103,0,3,-0.17,0.01,0.99
7118,0,3,-0.17,0.01,0.99
7138,0,3,-0.16,0.01,0.99
7158,0,3,-0.16,0.01,0.99
7178,0,3,-0.16,0.01,0.99
7198,0,3,-0.16,0.01,0.99
7218,0,3,-0.16,0.01,0.99
7238,0,3,-0.16,0.01,0.99
7259,0,3,-0.16,0.01,0.99
7280,0,3,-0.16,0.01,0.99
7301,0,3,-0.16,0.01,0.99
7321,0,3,-0.16,0.01,0.99
7342,0,3,-0.16,0.01,0.99
7362,0,3,-0.16,0.01,0.99
7383,0,3,-0.16,0.01,0.99
7403,0,3,-0.16,0.01,0.99
7424,0,3,-0.16,0.01,0.99
7444,0,3,-0.16,0.01,0.99
7464,0,3,-0.16,0.01,0.99
7484,0,3,-0.16,0.01,0.99
7504,0,3,-0.16,0.01,0.99
7524,0,3,-0.16,0.01,0.99
7544,0,3,-0.16,0.01,0.99
7564,0,3,-0.16,0.01,0.99
7584,0,3,-0.16,0.01,0.99
7599,0,3,-0.16,0.01,0.99
7619,0,3,-0.16,0.01,0.99
7640,0,3,-0.16,0.01,0.99
7660,0,3,-0.16,0.01,0.99
7682,0,3,-0.16,0.01,0.99
7702,0,3,-0.16,0.01,0.99
7723,0,3,-0.16,0.01,0.99
7743,0,3,-0.16,0.01,0.99
7763,0,3,-0.16,0.01,0.99
7783,0,3,-0.16,0.01,0.99
7803,0,3,-0.16,0.01,0.99
7823,0,3,-0.16,0.01,0.99
7843,0,3,-0.16,0.01,0.99
7863,0,3,-0.16,0.01,0.99
7883,0,3,-0.16,0.01,0.99
7903,0,3,-0.16,0.01,0.99
7923,0,3,-0.16,0.01,0.99
7943,0,3,-0.16,0.01,0.99
7963,0,3,-0.16,0.01,0.99
7984,0,3,-0.16,0.01,0.99
8004,0,3,-0.16,0.01,0.99
8025,0,3,-0.16,0.01,0.99
8045,1,6,-0.16,0.01,0.99
8066,1,6,-0.16,0.01,0.99
8082,1,6,-0.16,0.01,0.99
8102,1,6,-0.16,0.01,0.99
8122,1,6,-0.16,0.01,0.99
8142,1,6,-0.16,0.01,0.99
8162,1,6,-0.16,0.01,0.99
8182,1,6,-0.16,0.01,0.99
8202,1,6,-0.16,0.01,0.99
8222,1,6,-0.16,0.01,0.99
8242,1,6,-0.16,0.01,0.99
8262,1,6,-0.16,0.01,0.99
8283,1,6,-0.16,0.01,0.99
8303,1,6,-0.16,0.01,0.99
8324,1,6,-0.16,0.01,0.99
8344,1,6,-0.16,0.01,0.99
8365,1,6,-0.16,0.01,0.99
8385,1,6,-0.16,0.01,0.99
8406,1,67,-0.16,0.01,0.99
8426,1,143,-0.16,0.01,0.99
8446,1,180,-0.16,0.01,0.99
8468,1,196,-0.16,0.01,0.99
8488,1,211,-0.16,0.01,0.99
8508,1,216,-0.16,0.01,0.99
8528,1,225,-0.16,0.01,0.99
8548,1,226,-0.16,0.01,0.99
8563,1,231,-0.16,0.01,0.99
8583,1,234,-0.16,0.01,0.99
8603,1,230,-0.16,0.01,0.99
8624,1,223,-0.16,0.01,0.99
8644,1,225,-0.16,0.01,0.99
8665,1,226,-0.16,0.01,0.99
8685,1,230,-0.16,0.01,0.99
8706,1,228,-0.16,0.01,0.99
8726,1,225,-0.16,0.01,0.99
8747,1,226,-0.16,0.01,0.99
8767,1,220,-0.16,0.01,0.99
8787,1,212,-0.16,0.01,0.99
8807,1,209,-0.16,0.01,0.99
8827,1,204,-0.16,0.01,0.99
8848,1,204,-0.16,0.01,0.99
8868,1,209,-0.16,0.00,0.99
8888,1,198,0.03,3.56,-0.87
8908,1,195,0.03,3.09,-0.70
8928,1,190,0.05,2.76,-0.27
8948,1,183,0.06,2.60,-0.15
8968,1,184,0.05,2.25,-0.02
8988,1,185,0.05,2.43,-0.52
9009,1,178,0.03,0.87,-0.26
9024,1,175,0.03,0.87,-0.26
9039,1,175,0.03,0.87,-0.26
9059,1,169,-0.16,0.01,0.99
9079,1,167,-0.16,0.01,0.99
9099,1,169,-0.16,0.01,0.99
9119,1,161,-0.16,0.01,0.99
9139,1,161,-0.16,0.01,0.99
9159,1,157,-0.16,0.01,0.99
9180,1,157,-0.16,0.01,0.99
9201,1,160,-0.16,0.01,0.99
9222,1,164,-0.16,0.01,0.99
9242,1,165,-0.16,0.01,0.99
9263,1,166,-0.16,0.01,0.99
9283,1,166,-0.16,0.01,0.99
9304,1,168,-0.16,0.01,0.99
9324,1,165,-0.16,0.01,0.99
9345,1,161,-0.16,0.01,0.99
9365,1,151,-0.16,0.01,0.99
9385,1,148,-0.16,0.01,0.99
9406,1,149,-0.16,0.01,0.99
9426,1,147,-0.16,0.01,0.99
9446,1,147,-0.16,0.01,0.99
9466,1,150,-0.16,0.01,0.99
9486,1,151,-0.16,0.01,0.99
9506,1,153,-0.16,0.01,0.99
9521,1,154,-0.16,0.01,0.99
9541,1,153,-0.15,0.01,0.99
9563,1,139,-0.15,0.01,0.99
9583,1,131,-0.15,0.01,0.99
9604,1,134,-0.15,0.01,0.99
9624,1,136,-0.15,0.01,0.99
9645,1,134,-0.15,0.01,0.99
9665,1,126,-0.15,0.01,0.99
9686,1,125,-0.15,0.01,0.99
9706,1,124,-0.15,0.01,0.99
9726,1,125,-0.15,0.01,0.99
9747,1,124,-0.15,0.01,0.99
9767,1,120,-0.15,0.01,0.99
9787,1,121,-0.15,0.01,0.99
9807,1,121,-0.15,0.01,0.99
9827,1,121,-0.15,0.01,0.99
9847,1,113,-0.15,0.01,0.99
9867,1,104,-0.15,0.01,0.99
9887,1,103,-0.15,0.01,0.99
9907,1,95,-0.15,0.01,0.99
9927,1,91,-0.15,0.01,0.99
9948,1,88,-0.15,0.01,0.99
9968,1,95,-0.15,0.01,0.99
9989,1,96,-0.15,0.01,0.99
10004,1,93,-0.15,0.01,0.99
10024,1,89,-0.16,0.01,0.99
10044,1,87,-0.16,0.01,0.99
10064,1,98,-0.16,0.01,0.99
10084,1,108,-0.16,0.01,0.99
10104,1,107,-0.16,0.01,0.99
10124,1,104,-0.16,0.01,0.99
10144,1,103,-0.16,0.01,0.99
10164,1,113,-0.16,0.01,0.99
10184,1,117,-0.16,0.01,0.99
10204,1,116,-0.16,0.01,0.99
10224,1,116,-0.16,0.01,0.99
10245,1,115,-0.16,0.01,0.99
10265,1,114,-0.16,0.01,0.99
10286,1,116,-0.16,0.01,0.99
10307,1,111,-0.16,0.01,0.99
10328,1,109,-0.15,0.01,0.99
10348,1,110,-0.15,0.01,0.99
10369,1,105,-0.15,0.01,0.99
10389,1,106,-0.15,0.01,0.99
10409,1,106,-0.16,0.01,0.99
10430,1,102,-0.16,0.01,0.99
10450,1,105,-0.16,0.01,0.99
10470,1,107,-3.86,-9.89,-1.58
10485,1,107,-3.86,-9.89,-1.58
10500,1,108,-3.86,-9.89,-1.58
10520,1,107,-0.16,0.01,0.99
10541,1,106,-0.16,0.01,0.99
10561,1,104,-0.16,0.01,0.99
10582,1,106,-0.16,0.01,0.99
10602,1,102,-0.16,0.01,0.99
10622,1,103,-0.16,0.01,0.99
10644,1,104,-0.16,0.01,0.99
10664,1,102,-0.16,0.01,0.99
10684,1,102,-0.17,0.01,0.99
10704,1,97,-0.17,0.01,0.99
10724,1,97,-0.17,0.01,0.99
10744,1,98,-0.16,0.01,0.99
10764,1,101,-0.17,0.01,0.99
10784,1,99,-0.17,0.01,0.99
10804,1,94,-0.17,0.01,0.99
10824,1,92,-0.17,0.01,0.99
10844,1,92,-0.17,0.01,0.99
10864,1,90,-0.17,0.01,0.99
10885,1,86,-0.17,0.01,0.99
10905,1,79,-0.17,0.01,0.99
10926,1,80,-0.17,0.01,0.99
10946,1,81,-0.17,0.01,0.99
10967,1,89,-0.17,0.01,0.99
10982,1,89,-0.17,0.01,0.99
11004,1,87,-0.17,0.01,0.99
11024,1,87,-0.17,0.01,0.99
11044,1,87,-0.17,0.01,0.99
11064,1,89,-0.17,0.01,0.99
11084,1,86,-0.17,0.01,0.99
11104,1,83,-0.17,0.01,0.99
11124,1,83,-0.17,0.01,0.99
11144,1,86,-0.17,0.01,0.99
11164,1,87,-0.17,0.01,0.99
11185,1,85,-0.17,0.01,0.99
11205,1,83,-0.17,0.01,0.99
11226,1,81,-0.17,0.01,0.99
11246,1,73,-0.17,0.01,0.99
11267,1,82,-0.17,0.01,0.99
11287,1,86,-0.17,0.01,0.99
11308,1,84,-0.17,0.01,0.99
11328,1,82,-0.17,0.01,0.99
11348,1,76,-0.17,0.01,0.99
11370,1,72,-0.17,0.01,0.99
11390,1,72,-0.17,0.01,0.99
11411,1,75,-0.17,0.01,0.99
11431,1,67,-0.17,0.01,0.99
11451,1,70,1.95,-7.13,1.09
11466,1,69,1.95,-7.13,1.09
11481,1,67,1.95,-7.13,1.09
11501,1,67,-0.16,0.01,0.99
11522,1,65,-0.16,0.01,0.99
11542,1,68,-0.16,0.01,0.99
11563,1,61,-0.16,0.01,0.99
11583,1,71,-0.16,0.01,0.99
11603,1,91,-0.16,0.01,0.99
11623,1,99,-0.16,0.01,0.99
11643,1,103,-0.16,0.01,0.99
11663,1,109,-0.16,0.01,0.99
11683,1,120,-0.16,0.01,0.99
11703,1,132,-0.16,0.01,0.99
11723,1,140,-0.16,0.01,0.99
11744,1,149,-0.16,0.01,0.99
11764,1,155,-0.16,0.01,0.99
11784,1,161,-0.16,0.01,0.99
11804,1,163,-0.16,0.01,0.99
11825,1,162,-0.16,0.01,0.99
11845,1,162,-0.16,0.01,0.99
11866,1,164,-0.16,0.01,0.99
11886,1,165,-0.16,0.01,0.99
11907,1,164,-0.16,0.01,0.99
11927,1,145,-0.16,0.01,0.99
11948,1,140,-0.16,0.01,0.99
11963,1,136,-0.16,0.01,0.99
11983,1,137,-0.16,0.01,0.99
12003,1,142,-0.16,0.01,0.99
12023,1,134,-0.16,0.01,0.99
12043,1,120,-0.16,0.01,0.99
12063,1,123,-0.16,0.01,0.99
12084,1,113,-0.16,0.01,0.99
12104,1,121,-0.16,0.01,0.99
12124,1,124,-0.16,0.01,0.99
12144,1,131,-0.16,0.01,0.99
12165,1,129,-0.16,0.01,0.99
12185,1,127,-0.16,0.01,0.99
12206,1,126,-0.16,0.01,0.99
12226,1,125,-0.16,0.01,0.99
12247,1,122,-0.16,0.01,0.99
12267,1,114,-0.16,0.01,0.99
12288,1,110,-0.16,0.01,0.99
12308,1,111,-0.16,0.01,0.99
12328,1,113,-0.16,0.01,0.99
12348,1,110,-0.16,0.01,0.99
12368,1,112,-0.16,0.01,0.99
12388,1,113,-0.16,0.01,0.99
12408,1,108,-0.16,0.01,0.99
12428,1,113,-0.16,0.01,0.99
12444,1,107,-0.16,0.01,0.99
12465,1,112,-0.16,0.01,0.99
12485,1,109,-0.16,0.01,0.99
12506,1,104,-0.16,0.01,0.99
12526,1,106,-0.16,0.01,0.99
12547,1,99,-0.16,0.01,0.99
12567,1,93,-0.16,0.01,0.99
12588,1,88,-0.16,0.01,0.99
12608,1,89,-0.16,0.01,0.99
12628,1,91,-0.16,0.01,0.99
12649,1,93,-0.16,0.01,0.99
12669,1,89,-0.16,0.01,0.99
12689,1,97,-0.16,0.01,0.99
12709,1,100,-0.16,0.01,0.99
12729,1,97,-0.16,0.01,0.99
12749,1,95,-0.16,0.01,0.99
12769,1,98,-0.16,0.01,0.99
12789,1,102,-0.16,0.01,0.99
12810,1,104,-0.16,0.01,0.99
12830,1,102,-0.16,0.01,0.99
12850,1,95,-0.16,0.01,0.99
12870,1,91,-0.16,0.01,0.99
12891,1,97,-0.16,0.01,0.99
12911,1,97,0.52,6.52,-4.45
12926,1,96,0.52,6.52,-4.45
12942,1,97,0.52,6.52,-4.45
12962,1,103,-0.16,0.01,0.99
12982,1,103,-0.16,0.01,0.99
13002,1,103,-0.16,0.01,0.99
13022,1,101,-0.16,0.01,0.99
13042,1,101,-0.16,0.01,0.99
13062,1,99,-0.16,0.01,0.99
13082,1,99,-0.16,0.01,0.99
13103,1,95,-0.16,0.01,0.99
13123,1,96,-0.16,0.01,0.99
13144,1,97,-0.16,0.01,0.99
13165,1,97,-0.16,0.01,0.99
13186,1,98,-0.16,0.01,0.99
13206,1,98,-0.16,0.01,0.99
13227,1,100,-0.16,0.01,0.99
13247,1,97,-0.16,0.01,0.99
13267,1,97,-0.16,0.01,0.99
13287,1,98,-0.16,0.01,0.99
13307,1,99,-0.16,0.01,0.99
13327,1,99,-0.16,0.01,0.99
13347,1,94,-0.16,0.01,0.99
13367,1,99,-0.16,0.01,0.99
13387,1,95,-0.16,0.01,0.99
13407,1,92,-0.16,0.01,0.99
13422,1,85,-0.16,0.01,0.99
13443,1,85,-0.16,0.01,0.99
13463,1,82,-0.16,0.01,0.99
13484,1,82,-0.16,0.01,0.99
13504,1,78,-0.16,0.01,0.99
13526,1,77,-0.16,0.01,0.99
13546,1,85,-0.16,0.01,0.99
13566,1,85,-0.16,0.01,0.99
13587,1,87,-0.16,0.01,0.99
13607,1,86,-0.16,0.01,0.99
13627,1,85,-0.16,0.01,0.99
13647,1,83,-0.16,0.01,0.99
13667,1,82,-0.16,0.01,0.99
13687,1,76,-0.16,0.01,0.99
13707,1,85,-0.16,0.01,0.99
13727,1,84,-0.16,0.01,0.99
13747,1,85,-0.16,0.01,0.99
13767,1,86,-0.16,0.01,0.99
13788,1,79,-0.16,0.01,0.99
13808,1,83,-0.16,0.01,0.99
13829,1,81,-0.16,0.01,0.99
13849,1,85,-0.16,0.01,0.99
13870,1,85,-0.16,0.01,0.99
13890,1,74,-0.16,0.01,0.99
13906,1,66,-0.16,0.01,0.99
13921,1,64,-0.16,0.01,0.99
13941,1,73,-0.16,0.01,0.99
13961,1,73,-0.16,0.01,0.99
13981,1,72,-0.16,0.01,0.99
14001,1,67,-0.16,0.01,0.99
14021,1,64,-0.16,0.01,0.99
14042,1,61,-0.16,0.01,0.99
14062,1,59,-0.16,0.01,0.99
14083,1,47,-0.16,0.01,0.99
14103,1,54,-0.16,0.01,0.99
14124,1,56,-0.16,0.01,0.99
14144,1,53,-0.16,0.01,0.99
14164,1,52,-0.16,0.01,0.99
14185,1,53,-0.16,0.01,0.99
14205,1,52,-0.16,0.01,0.99
14225,1,55,-0.16,0.01,0.99
14245,1,52,-0.16,0.01,0.99
14266,1,47,-0.16,0.01,0.99
14286,1,50,-0.17,0.01,0.99
14306,1,54,-0.16,0.01,0.99
14326,1,54,-0.16,0.01,0.99
14346,1,43,-0.16,0.01,0.99
14366,1,36,-0.16,0.01,0.99
14386,1,27,-0.16,0.01,0.99
14401,1,26,-0.16,0.01,0.99
14422,1,30,-0.17,0.01,0.99
14442,1,28,-0.17,0.01,0.99
14462,1,8,-0.17,0.01,0.99
14483,1,6,-0.17,0.00,0.99
14503,1,6,-0.17,0.00,0.99
14523,1,6,-0.17,0.00,0.99
14543,1,6,-0.17,0.00,0.99
14563,1,6,-0.17,0.00,0.99
14583,1,8,-0.17,0.01,0.99
14603,1,6,-0.17,0.01,0.99
14624,1,6,-0.17,0.01,0.99
14644,1,7,-0.17,0.00,0.99
14664,1,17,-0.17,0.00,0.99
14684,1,16,-0.17,0.00,0.99
14704,1,16,-0.17,0.00,0.99
14725,1,18,-0.17,0.00,0.99
14745,1,16,-0.17,0.00,0.99
14766,1,16,-0.17,0.00,0.99
14786,1,20,-0.17,0.00,0.99
