timestamp,is_walking,fsr,x_acc,y_acc,z_acc
147230,0,1,-0.14,0.01,0.99
147250,0,1,-0.15,0.00,0.99
147270,0,1,-0.15,0.00,0.99
147291,0,1,-0.15,0.00,0.99
147311,0,1,-0.15,0.00,0.99
147332,0,1,-0.15,0.00,0.99
147352,0,1,-0.15,0.00,0.99
147373,0,1,-0.15,0.00,0.99
147393,0,1,-0.15,0.00,0.99
147414,0,1,-0.15,0.00,0.99
147434,0,1,-0.15,0.00,0.99
147454,0,1,-0.15,0.00,0.99
147475,0,1,-0.15,0.00,0.99
147495,0,1,-0.15,0.00,0.99
147515,0,1,-0.15,0.00,0.99
147535,0,1,-0.15,0.00,0.99
147555,0,1,-0.15,0.00,0.99
147577,0,1,-0.15,0.00,0.99
147597,0,1,-0.15,0.00,0.99
147617,0,1,-0.15,0.00,0.99
147637,0,1,-0.15,0.00,0.99
147657,0,1,-0.15,0.00,0.99
147677,0,1,-0.15,0.00,0.99
147697,0,1,-0.04,0.52,-0.28
147713,0,1,-0.04,0.52,-0.28
147728,0,1,-0.04,0.52,-0.28
147748,0,1,-0.15,0.00,0.99
147768,0,1,-0.15,0.00,0.99
147788,0,1,-0.15,0.00,0.99
147808,0,1,-0.15,0.00,0.99
147828,0,1,-0.15,0.00,0.99
147848,0,1,-0.15,0.00,0.99
147868,0,1,-0.15,0.00,0.99
147889,0,1,-0.15,0.00,0.99
147909,0,1,-0.15,0.00,0.99
147932,0,1,-0.15,0.00,0.99
147952,0,1,-0.15,0.00,0.99
147973,0,1,-0.15,0.00,0.99
147993,0,1,-0.15,0.00,0.99
148014,0,1,-0.15,0.00,0.99
148034,0,1,-0.15,0.00,0.99
148055,0,1,-0.15,0.00,0.99
148075,0,1,-0.15,0.00,0.99
148096,0,1,-0.15,0.00,0.99
148116,0,1,-0.15,0.00,0.99
148136,0,1,-0.15,0.00,0.99
148156,0,1,-0.15,0.00,0.99
148176,0,1,-0.15,0.00,0.99
148196,0,1,-0.15,0.00,0.99
148211,0,1,-0.15,0.00,0.99
148231,0,1,-0.15,0.00,0.99
148251,0,1,-0.15,0.00,0.99
148272,0,1,-0.15,0.00,0.99
148292,0,1,-0.15,0.00,0.99
148315,0,1,-0.15,0.00,0.99
148335,0,1,-0.15,0.00,0.99
148356,0,1,-0.15,0.00,0.99
148376,0,1,-0.15,0.00,0.99
148397,0,1,-0.15,0.00,0.99
148417,0,1,-0.15,0.00,0.99
148438,0,1,-0.15,0.00,0.99
148458,0,1,-0.15,0.00,0.99
148478,0,1,-0.15,0.00,0.99
148499,0,1,-0.15,0.00,0.99
