is_walking,fsr_bottom,fsr_outside,top_x,top_y,top_z
0,0,0,0.065444946,0.036392212,-0.999023438
0,0,0,0.066146851,0.035934448,-1.000411987
0,0,-0.0013498,0.06451416,0.035873413,-1.000610352
0,0,-0.0084073,0.065368652,0.035842896,-1.001235962
0,0,-0.0032378,0.064315796,0.036514282,-1.000579834
0,-0.0060872,0.000082647,0.066162109,0.036468506,-1.000106812
0,-0.0076018,-0.0020061,0.064605713,0.036300659,-0.999938965
0,0.0055638,-0.0059692,0.065109253,0.038879395,-0.999084473
0,0.013978,-0.01695,0.064971924,0.036361694,-0.999313355
0,-1.68E-17,-6.88E-18,0.065856934,0.036880493,-0.999588013
0,-0.022287,-0.0064753,0.06388855,0.035873413,-1.00076294
0,-0.014248,-0.008044,0.064727783,0.037704468,-1.000396729
0,0.024609,-0.027393,0.06427002,0.037826538,-1.001312256
0,0.03648,-0.052235,0.063796997,0.035995483,-1.001251221
0,-0.027952,-0.0095346,0.063980103,0.037750244,-0.999847412
0,-0.15303,-0.077814,0.064666748,0.03666687,-0.999328613
0,-0.054298,-0.034064,0.065170288,0.037704468,-1.000808716
0,0.09209,0.10777,0.064971924,0.037811279,-1.001541138
0,0.071313,0.1195,0.063644409,0.038528442,-0.999588013
0,-0.12442,-0.12091,0.063735962,0.036132813,-1.000961304
1,-0.31324,-0.29975,0.063934326,0.037185669,-1.000137329
1,9.54E-17,4.01E-16,0.065643311,0.036331177,-0.999450684
1,0.31638,0.39142,0.065216065,0.035720825,-1.001571655
1,0.18896,0.19819,0.063476563,0.035461426,-0.998794556
1,-0.47202,-0.16829,0.064865112,0.036178589,-1.000442505
1,-0.801,1.0996,0.064147949,0.037155151,-0.99887085
1,0.30521,4.8761,0.06439209,0.036758423,-1.001647949
1,2.216,8.8442,0.065383911,0.037078857,-0.999023438
1,3.8101,10.103,0.065231323,0.035690308,-1.00088501
1,4.0017,9.181,0.065994263,0.035964966,-0.998550415
1,3.3236,10.277,0.064575195,0.036636353,-1.001541138
1,2.7435,15.326,0.064727783,0.035995483,-1.000183106
1,1.8533,20.264,0.06413269,0.035858154,-0.99961853
1,-1.33E-16,21,0.063476563,0.036071777,-0.999023438
1,-2.5222,21.636,0.064376831,0.037506104,-1.000717163
1,-2.1125,33.033,0.064834595,0.037658691,-0.99987793
1,5.9183,58.858,0.065063477,0.037017822,-1.000976563
1,23.885,86.382,0.064910889,0.036224365,-1.000610352
1,49.396,95.72,0.06362915,0.037399292,-1.000747681
1,75.656,79.039,0.063491821,0.036300659,-1.001098633
1,96.007,48.827,0.063034058,0.038192749,-1.000137329
1,107.02,24.614,0.064697266,0.037261963,-0.997802734
1,110.14,15.301,0.065002441,0.035079956,-1.001556397
1,109.6,15.655,0.064147949,0.03817749,-1.000808716
1,109.35,17.543,0.066345215,0.038238525,-1.000656128
1,112,20,0.064331055,0.037124634,-1.003433228
1,118.28,26.162,0.063552856,0.036682129,-1.000305176
1,128.24,36.508,0.064437866,0.03642273,-1.000137329
1,140.32,47.08,0.063446045,0.034286499,-1.001190186
1,151.51,54.679,0.068206787,0.040390015,-1.001083374
1,159.16,59.926,0.059814453,0.044326782,-0.999526978
1,162.49,64.066,0.069793701,0.030181885,-0.999450684
1,163.07,66.756,0.060394287,0.036453247,-1.001464844
1,161.98,66.694,0.067428589,0.034347534,-0.99987793
1,158.6,64.527,0.052322388,0.039932251,-1.00201416
1,151.86,61.939,0.084976196,0.030197144,-0.99961853
1,142.42,59.172,0.051071167,0.032165527,-1.001571655
1,133,56,0.071533203,0.050964356,-0.999435425
1,125.45,53.645,0.055603027,0.040466309,-1.001907349
1,119.85,55.609,0.073745728,0.038421631,-0.999816895
1,115.62,62.668,0.063949585,0.027603149,-1.000198364
1,113.19,70.641,0.057876587,0.040176392,-1.000671387
1,113.15,74.176,0.075714111,0.031997681,-0.99961853
1,114.23,72.616,0.057418823,0.04788208,-0.998504639
1,113.55,71.616,0.067749023,0.036743164,-0.999313355
1,109.46,75.709,0.061248779,0.039657593,-0.999023438
1,104.48,84.001,0.07434082,0.033416748,-1.002212524
1,103.12,91.617,0.058990479,0.03503418,-1.001968384
1,107.93,95.807,0.071105957,0.029098511,-1.001831055
1,116,99,0.062271118,0.040374756,-0.999710083
1,120.44,103.13,0.075683594,0.047790527,-0.99798584
1,116.68,107.16,0.055862427,0.027786255,-1.000915527
1,106.21,107.72,0.063323975,0.029968262,-1.000274658
1,95.825,104.31,0.063247681,0.043701172,-0.999755859
1,90.232,100.25,0.061004639,0.031555176,-0.99937439
1,87.636,97.938,0.068405151,0.031860352,-1.000854492
1,83.289,97.833,0.062957764,0.040222168,-1.000091553
1,76.173,98.968,0.069946289,0.030792236,-0.999801636
1,71.701,102.36,0.063049316,0.04208374,-0.999771118
1,73.033,108.82,0.060974121,0.034225464,-1.000366211
1,74.605,115.96,0.074050903,0.03201294,-0.999862671
1,66,120,0.05519104,0.043457031,-0.999710083
1,43.641,119.32,0.072479248,0.042999268,-1.000152588
1,17.389,117.76,0.055831909,0.033752441,-1.001586914
1,0.46637,119.55,0.062484741,0.033676148,-1.002197266
1,-2.743,124.99,0.06930542,0.039901733,-0.997665405
1,0.69618,131.1,0.062561035,0.037414551,-1.000030518
1,2.2433,136.27,0.064163208,0.034805298,-1.001998901
1,1.1584,143.82,0.063903809,0.036209106,-1.00050354
1,1.5141,157.18,0.068130493,0.032989502,-1.002578735
1,5.3203,175.72,0.058807373,0.044937134,-1.000411987
1,9.2465,193.48,0.064697266,0.035369873,-1.001815796
1,9.852,204.26,0.07194519,0.037475586,-0.998428345
1,8,207,0.053573608,0.035720825,-1.001358032
1,6.7479,204.81,0.075073242,0.037033081,-0.998138428
1,8.0234,202.5,0.055206299,0.035552979,-1.000915527
1,10.432,201.16,0.071640015,0.035766602,-1.001190186
1,12.537,198.65,0.058654785,0.038223267,-1.001708984
1,14.355,192.27,0.070358276,0.037155151,-1.000442505
1,16.728,181.15,0.061340332,0.036621094,-0.999206543
1,20.211,168.39,0.069503784,0.036224365,-1.002807617
1,24.168,157.6,0.060806274,0.039855957,-1.000015259
1,28.347,151.46,0.067962647,0.035751343,-1.000717163
1,32.811,149.49,0.063064575,0.037460327,-1.000961304
1,37.795,149.1,0.066757202,0.036834717,-0.999404907
1,43,148,0.064224243,0.037658691,-1.001373291
1,47.186,144.2,0.067428589,0.037384033,-1.000854492
1,49.569,138.41,0.062072754,0.035415649,-1.000335693
1,50.262,132.71,0.066802979,0.037155151,-1.000717163
1,50.723,130.63,0.062973023,0.038299561,-0.999938965
1,52.474,133.98,0.066360474,0.036026001,-0.999908447
1,55.385,140.08,0.063476563,0.037704468,-1.002655029
1,57.761,144.59,0.064849854,0.036117554,-1.002059937
1,57.878,144.64,0.064468384,0.035400391,-0.999130249
1,55.738,142.94,0.063949585,0.03793335,-1.000320435
1,52.867,143.66,0.063217163,0.03918457,-1.000671387
1,50.616,148.35,0.065216065,0.036849976,-1
1,49,156,0.063659668,0.037368774,-1.000366211
1,47.016,164.7,0.066085815,0.038269043,-1.000991821
1,44.219,174.93,0.06427002,0.036209106,-1.000946045
1,41.291,183.66,0.065246582,0.037628174,-1.001937866
1,39.42,185.15,0.063552856,0.036972046,-1.000640869
1,38.996,176.53,0.065551758,0.036911011,-1.000213623
1,39.079,163.77,0.064422607,0.034545898,-1.000839233
1,38.324,159.27,0.065292358,0.037445068,-1.001083374
1,36.16,166.81,0.063705444,0.036712647,-1.000457764
1,33.412,177.23,0.063964844,0.039398193,-1.000671387
1,31.241,176.99,0.064819336,0.036834717,-1.000976563
1,29.998,163.71,0.065979004,0.035568237,-1.001571655
1,29,149,0.065765381,0.035324097,-0.999053955
1,27.473,143.48,0.062850952,0.034759522,-0.999938965
1,25.66,147.98,0.064743042,0.0362854,-1
1,24.155,155.17,0.065383911,0.035507202,-0.998275757
1,23.327,161.68,0.064956665,0.038009644,-1.000091553
1,22.926,169.73,0.066238403,0.037857056,-1.000869751
1,22.756,178.8,0.064834595,0.038848877,-1.00138855
1,22.943,184.59,0.063735962,0.035766602,-0.999389648
1,23.018,184.27,0.063720703,0.036148071,-1.000717163
1,22.18,183.91,0.064102173,0.037658691,-1.000396729
1,19.953,190.42,0.064559937,0.036727905,-1.002304077
1,17.363,201.1,0.064559937,0.037536621,-0.999328613
1,16,206,0.063613892,0.035385132,-0.999557495
1,15.846,199.58,0.064941406,0.037780762,-0.999435425
1,15.5,190.49,0.065185547,0.036804199,-1.001434326
1,13.85,190.15,0.064697266,0.038131714,-0.999969482
1,12.1,200.28,0.0652771,0.038162231,-1.000305176
1,12.178,211.84,0.064254761,0.037353516,-1.00038147
1,13.754,216.73,0.066070557,0.035171509,-0.999160767
1,14.258,217.67,0.065063477,0.038513184,-0.999969482
1,11.593,220.46,0.064193726,0.036010742,-1.000289917
1,7.146,225.83,0.063598633,0.036483765,-1.000167847
1,4.084,228.04,0.06552124,0.035949707,-1.000839233
1,3.8343,224.07,0.065353394,0.03717041,-0.999282837
1,5,219,0.064102173,0.034362793,-1.000732422
1,5.382,219.03,0.063781738,0.038040161,-1.000518799
1,5.0321,225.66,0.064849854,0.036132813,-1.000595093
1,5.2268,232.97,0.065338135,0.036911011,-1.003128052
1,6.5351,235.28,0.065231323,0.034973145,-1.00012207
1,8.3533,231.92,0.064163208,0.036376953,-0.999725342
1,10.282,225.86,0.064346314,0.03855896,-1.001068115
1,13.227,221.47,0.064559937,0.038208008,-1.001800537
1,17.424,220.22,0.066101074,0.036361694,-1.000442505
1,21.472,222.2,0.063079834,0.037796021,-0.999633789
1,23.479,224.73,0.064865112,0.036621094,-1.00076294
1,23.546,224.13,0.066329956,0.036148071,-1.000854492
1,24,219,0.0650177,0.035369873,-1.001693726
1,26.285,210.98,0.063400269,0.035629273,-1.00138855
1,29.714,205.63,0.065109253,0.03678894,-1.001205444
1,32.547,205.22,0.06427002,0.038009644,-1.000396729
1,34.471,207.26,0.064941406,0.036514282,-1.002716065
1,36.394,206.23,0.065673828,0.03616333,-1.000198364
1,38.219,198.7,0.064376831,0.036743164,-1.000579834
1,39,188,0.064437866,0.036148071,-1.000991821
1,38.795,179.48,0.064987183,0.037292481,-1.000823975
1,39.862,177.37,0.064437866,0.037261963,-1.000244141
1,43.989,180.57,0.0650177,0.036743164,-1.000427246
1,49.579,185.29,0.064941406,0.037582398,-0.998855591
1,53,189,0.063369751,0.037948608,-1.000946045
1,52.644,190.17,0.063491821,0.036880493,-0.998443604
1,51.095,190.61,0.064407349,0.037185669,-0.998855591
1,51.75,191.72,0.064117432,0.034439087,-0.999923706
1,54.534,194.78,0.064147949,0.037368774,-1.002609253
1,56.019,198.51,0.063522339,0.036895752,-1.00189209
1,53.765,198.47,0.065658569,0.036346436,-1.000396729
1,49.653,192.7,0.064117432,0.03717041,-1.001373291
1,48.013,183.46,0.063049316,0.038650513,-1.001083374
1,50.954,178.24,0.064865112,0.037353516,-0.999801636
1,55.915,180.57,0.065231323,0.03553772,-0.998855591
1,58.283,185.81,0.064208984,0.036392212,-1.00050354
1,56,187,0.062988281,0.037597656,-1.000656128
1,51.48,182.31,0.064361572,0.036209106,-0.998565674
1,48.974,179.78,0.064544678,0.036300659,-1.00050354
1,49.821,184.85,0.063995361,0.038604736,-1.002029419
1,51.18,193.65,0.064620972,0.037994385,-1.000915527
1,49.265,196.72,0.06489563,0.03793335,-0.99899292
1,43.865,190.44,0.064483643,0.0362854,-1.001953125
1,38.67,183.49,0.065032959,0.037963867,-0.99987793
1,36.858,185.04,0.065353394,0.036636353,-1.000671387
1,37.702,195.72,0.064193726,0.03855896,-1.001464844
1,37.674,206.67,0.065307617,0.038421631,-0.999771118
1,34.954,210.89,0.065612793,0.038375855,-1.001281738
1,31,211,0.064987183,0.036727905,-1.001663208
1,27.688,213,0.064758301,0.037078857,-1.000427246
1,24.641,220.27,0.065414429,0.037338257,-1.000564575
1,19.727,229.04,0.065261841,0.036270142,-0.998962402
1,12.667,235.22,0.064682007,0.039123535,-1.000869751
1,5.7566,238.39,0.064498901,0.039108276,-1.000900269
1,1.4454,240.38,0.065216065,0.036819458,-1.000991821
1,0.060571,243.99,0.064544678,0.036865234,-1.001861572
1,-0.050456,249.44,0.064697266,0.038009644,-1.001647949
1,-0.014851,256.59,0.066040039,0.036376953,-0.999771118
1,-0.0036151,263.32,0.065765381,0.035736084,-1.000564575
1,0.083357,266.32,0.064056397,0.037033081,-1.000015259
1,-2.74E-16,264,0.063751221,0.037445068,-0.999298096
1,-0.37571,257.06,0.065551758,0.038726807,-1.000061035
1,-0.28602,250.55,0.065032959,0.037002564,-1.001495361
1,0.61301,247.69,0.064071655,0.03591919,-0.999572754
1,1.7342,248.28,0.063980103,0.036437988,-0.999908447
1,1.9145,248.79,0.065948486,0.036712647,-1.00076294
1,0.93698,245.25,0.064071655,0.03704834,-1.00088501
1,0.046143,238.45,0.064422607,0.037521362,-1.001174927
1,0.3851,231.54,0.06413269,0.035736084,-0.999465942
1,1.9498,228.63,0.064178467,0.037017822,-1.001312256
1,3.5676,229.39,0.06300354,0.037643433,-1.001907349
1,4.4642,229.66,0.065887451,0.037231445,-1.00138855
1,5,227,0.064331055,0.037277222,-1.000015259
1,6.0197,222.95,0.06388855,0.035568237,-1.001296997
1,8.0037,223.24,0.063964844,0.037872315,-0.999282837
1,10.574,228.23,0.06489563,0.038040161,-0.999404907
1,13.18,232.09,0.063735962,0.035293579,-1.000991821
1,15.393,228.51,0.065078735,0.035888672,-0.999282837
1,16.848,218.64,0.064331055,0.037765503,-1.001739502
1,17.12,212.16,0.065307617,0.037307739,-1.001464844
1,15.93,214.96,0.063659668,0.037658691,-1.000274658
1,13.584,224.17,0.064865112,0.036499023,-1.000015259
1,11.009,230.64,0.063278198,0.036148071,-1.001937866
1,9.273,230.44,0.065414429,0.038421631,-0.999664307
1,9,229,0.066040039,0.037796021,-1.001403809
1,9.6796,231.34,0.065872192,0.03503418,-1.001998901
1,10.669,237.7,0.064682007,0.036972046,-1.00163269
1,11.179,241.44,0.064407349,0.037582398,-1.000946045
1,10.778,239.62,0.063812256,0.037063599,-1.001907349
1,9.7428,236.45,0.064712524,0.036437988,-0.999954224
1,8.3908,237.39,0.064926148,0.035583496,-0.999664307
1,7.2133,244.32,0.064224243,0.037460327,-1.000671387
1,5.9801,250.9,0.065307617,0.037277222,-1.000396729
1,4.2528,250.67,0.065139771,0.036010742,-1.00151062
1,2.117,240.83,0.065460205,0.03565979,-0.999969482
1,0.39208,224.49,0.064605713,0.036483765,-0.999908447
1,3.36E-16,209,0.06451416,0.036193848,-0.999313355
1,0.35073,198.7,0.064056397,0.0362854,-1.000076294
1,0.26366,195.68,0.064178467,0.036331177,-0.999893189
1,-0.53446,196.81,0.063415527,0.037338257,-1.001403809
1,-0.79052,198.46,0.065856934,0.03642273,-0.999465942
1,0.25325,198.86,0.065368652,0.036178589,-0.999694824
1,1.0011,198.43,0.063217163,0.035964966,-1.001144409
1,0.17696,201.55,0.065002441,0.036697388,-1.002197266
1,0.87397,212.02,0.064987183,0.036224365,-1.001296997
1,10.565,232.6,0.065414429,0.037658691,-1.000274658
1,33.863,260.48,0.063964844,0.035644531,-0.999908447
1,65.756,288.22,0.066009522,0.035705566,-1.000595093
1,94,309,0.065979004,0.035644531,-0.998504639
1,108.98,319.94,0.063537598,0.037979126,-1.000686646
1,110.67,325.32,0.065338135,0.03742981,-0.999343872
1,105.18,329.14,0.064620972,0.037307739,-1.001098633
1,97,332.36,0.06590271,0.036972046,-0.999237061
1,86.774,332.59,0.064987183,0.036880493,-0.999343872
1,75.235,328.41,0.064758301,0.035446167,-1.001052856
1,66.165,324.27,0.065673828,0.038085938,-1.000427246
1,62.673,325.49,0.064819336,0.037780762,-1.002151489
1,63.369,334.28,0.064208984,0.036712647,-1.00189209
1,64.015,344.42,0.065292358,0.036880493,-1.001525879
1,62.665,345.84,0.063720703,0.036514282,-1.000564575
1,61,334,0.063583374,0.037582398,-1.001068115
1,59.817,313.25,0.066009522,0.036575317,-1.000305176
1,57.063,295.45,0.064025879,0.037124634,-1.001525879
1,50.889,286.84,0.064987183,0.037261963,-1.001571655
1,43.851,284.17,0.065032959,0.036743164,-0.999893189
1,40.817,279.55,0.064697266,0.038101196,-1.001693726
1,42.119,269.45,0.063903809,0.037078857,-0.998901367
1,42.555,258.75,0.066238403,0.037689209,-0.999832153
1,36.926,250.98,0.06427002,0.035125732,-1.000930786
1,26.652,244.13,0.065536499,0.036437988,-0.999832153
1,18.249,232.3,0.065567017,0.036026001,-1.001037598
1,16.286,215,0.066299439,0.035949707,-0.999908447
1,20,200,0.064331055,0.037399292,-1.001205444
1,25.814,193.97,0.064956665,0.03742981,-1.001251221
1,32.266,197.98,0.064804077,0.037002564,-1.000534058
1,39.066,205.09,0.06477356,0.037033081,-1.000656128
1,45.199,210.28,0.06401062,0.038787842,-1.000442505
1,48.234,213.43,0.064056397,0.036102295,-1.002655029
1,47.143,216.05,0.065124512,0.036773682,-1.001708984
1,44.428,219.37,0.065429688,0.037109375,-1.00227356
1,43.203,221.57,0.066635132,0.03503418,-0.999984741
1,44.882,223.73,0.065368652,0.037490845,-0.999984741
1,48.673,227.83,0.064987183,0.035873413,-0.999572754
1,54.096,234.9,0.064880371,0.037750244,-1.000778198
1,62,243,0.065002441,0.037200928,-1.001419067
1,72.367,246.21,0.064285278,0.036682129,-1.001113892
1,83.264,242.81,0.064758301,0.036697388,-0.998748779
1,91.265,234.89,0.065063477,0.036010742,-1.001678467
1,94.509,229.29,0.06401062,0.036102295,-1.000366211
1,93.519,230.71,0.064483643,0.035964966,-1.000793457
1,89.733,236.32,0.065734863,0.037826538,-1.00038147
1,84.258,240,0.065551758,0.036300659,-1.001739502
1,77.468,236.78,0.065582275,0.036254883,-0.999862671
1,70.183,229.98,0.064300537,0.036972046,-1.001953125
1,63.357,225.87,0.064468384,0.035446167,-1.000198364
1,57.537,227.62,0.065704346,0.038848877,-1.000915527
1,53,234,0.066116333,0.037521362,-1.001586914
1,50.088,241.21,0.062423706,0.037796021,-1.000976563
1,49.55,248.92,0.063735962,0.038024902,-0.998718262
1,51.078,255.71,0.065139771,0.036697388,-1.000640869
1,53.091,258.46,0.064941406,0.03616333,-1.000183106
1,54.075,254.64,0.064407349,0.036254883,-1.001419067
1,54.167,246.69,0.065109253,0.035934448,-1.001937866
1,54.784,243.46,0.065124512,0.037765503,-1.001251221
1,55.62,249.75,0.063827515,0.03717041,-0.998840332
1,54.46,262.37,0.064834595,0.036849976,-1.000030518
1,49.636,271.55,0.065567017,0.036773682,-1.000488281
1,43.049,271.44,0.065155029,0.035827637,-1.000671387
1,39,266,0.065567017,0.038604736,-0.999847412
1,39.264,262.31,0.066101074,0.035705566,-0.998641968
1,41.512,264.89,0.064971924,0.035568237,-1.000946045
1,41.633,269.43,0.065261841,0.035507202,-1.001190186
1,38.767,269.38,0.065093994,0.03591919,-0.998245239
1,35.402,261.85,0.065475464,0.03591919,-1.000152588
1,33.813,249.26,0.06451416,0.037353516,-0.999725342
1,33.926,238.48,0.064849854,0.036499023,-0.999328613
1,34.046,233.28,0.064666748,0.035888672,-1.00112915
1,34.275,234.11,0.065505981,0.035949707,-1.000946045
1,35.776,236.87,0.063873291,0.035858154,-1.000778198
1,38.617,237.23,0.064544678,0.037322998,-0.998733521
1,41,235,0.0650177,0.038085938,-0.999725342
1,41.013,232.35,0.064590454,0.0362854,-1.000839233
1,39.492,233.9,0.065261841,0.035812378,-1.003555298
1,38.779,239.82,0.064865112,0.036254883,-1.00100708
1,40.44,247.04,0.06477356,0.037567139,-1.001235962
1,43.64,251.36,0.0650177,0.037963867,-1.000015259
1,46.213,250.37,0.063705444,0.037353516,-1.000289917
1,47.04,246.73,0.065597534,0.034790039,-0.999053955
1,46.33,243.28,0.063781738,0.036468506,-1
1,45.333,242.82,0.066665649,0.035690308,-1.000839233
1,44.897,244.78,0.065979004,0.03767395,-1.001373291
1,45.225,247.05,0.064239502,0.037597656,-1.000549316
1,46,249,0.0650177,0.03591919,-1.000427246
1,46.463,250.11,0.064041138,0.036727905,-0.999771118
1,46.262,252.55,0.0650177,0.03604126,-0.99911499
1,45.468,255.97,0.065338135,0.037490845,-1.000656128
1,44.858,259.5,0.065063477,0.036224365,-0.999786377
1,45.116,262.37,0.064056397,0.038604736,-0.999389648
1,46.076,264.07,0.064956665,0.038772583,-1.000488281
1,46.933,266.42,0.064804077,0.036514282,-1.001296997
1,46.696,268.7,0.06376648,0.037841797,-1.000854492
1,45.253,270.08,0.063461304,0.037506104,-1.000564575
1,43.047,269.15,0.064804077,0.035736084,-0.999801636
1,40.706,266.19,0.065200806,0.037887573,-1.000274658
1,39,264,0.065124512,0.037811279,-1.000076294
1,38.643,263.27,0.063598633,0.037994385,-0.999801636
1,40.103,264.4,0.066192627,0.036819458,-1.000091553
1,42.194,265.29,0.063430786,0.037765503,-1.003631592
1,42.691,265.72,0.065353394,0.037002564,-1.000488281
1,40.299,267.4,0.065170288,0.037155151,-1.001464844
1,36.267,271.22,0.065582275,0.038009644,-0.999450684
1,33.329,277.59,0.065414429,0.036743164,-1.001754761
1,32.181,283.81,0.065612793,0.036331177,-1.000534058
1,30.86,288.73,0.064346314,0.038406372,-1.000305176
1,27.229,291.99,0.063796997,0.036834717,-1.002151489
1,22.395,294.41,0.065811157,0.035705566,-1.002029419
1,20,298,0.064193726,0.036239624,-1.001831055
1,21.633,303.22,0.066207886,0.038131714,-0.999786377
1,25.058,311.29,0.06439209,0.036712647,-1.001525879
1,26.337,319.93,0.065139771,0.03704834,-0.999267578
1,24.621,326.07,0.065597534,0.03678894,-1.000396729
1,22.779,327.91,0.06413269,0.036300659,-0.999557495
1,23.717,326.23,0.063552856,0.03678894,-0.999862671
1,27.247,325.03,0.064453125,0.037277222,-0.999710083
1,30.133,324.56,0.066864014,0.037460327,-1.000427246
1,30.137,322.82,0.063476563,0.039428711,-0.998962402
1,28.07,316.96,0.065536499,0.037078857,-1.00289917
1,26.76,308.09,0.065109253,0.036849976,-1.000137329
1,28,301,0.064926148,0.037536621,-0.999328613
1,30.398,296.9,0.064834595,0.035949707,-1.002059937
1,31.374,294.86,0.064208984,0.038299561,-0.999099731
1,29.668,292.03,0.065643311,0.037124634,-1.000946045
1,26.976,289.64,0.06602478,0.038085938,-0.999740601
1,26.006,290.22,0.065505981,0.035751343,-0.999954224
1,27.56,291.45,0.065261841,0.038650513,-1.00038147
1,30.422,288.49,0.065612793,0.037322998,-1.000778198
1,33.095,277.59,0.065933228,0.037094116,-1.000686646
1,35.892,264.23,0.065765381,0.038146973,-1.001434326
1,39.517,257.29,0.064605713,0.03465271,-0.999389648
1,42.972,260.82,0.064056397,0.036026001,-0.999710083
