,fsr1,fsr2,x,y,z
87,0,201.0,0.06666564900000001,0.030990601,-0.999649048
88,0,194.27,0.066497803,0.031112671,-1.0000457759999999
89,0,186.55,0.063690186,0.034606934,-0.997192383
90,0,184.72,0.067718506,0.029373168999999998,-0.9987030029999999
91,0,188.89,0.065307617,0.029800415,-1.002441406
92,0,192.15,0.066268921,0.030639648,-0.9998626709999999
93,0,189.53,0.066879272,0.030136107999999998,-1.001464844
94,0,185.36,0.06880188,0.033477783,-1.000442505
95,0,186.08,0.066085815,0.036178589,-0.998077393
96,0,193.6,0.062438965,0.040039063,-0.9967803959999999
97,0,201.6,0.06413269,0.042266846,-0.999847412
98,0,203.37,0.067276001,0.039215087999999995,-1.000274658
99,0,199.0,0.070281982,0.03729248,-1.003875732
100,0,193.05,0.066955566,0.034469604,-1.004989624
101,0,191.32,0.067214966,0.03302002,-0.998214722
102,0,193.52,0.065628052,0.0340271,-0.998336792
103,0,196.59,0.065261841,0.029541016,-1.000396729
104,0,198.03,0.069137573,0.030426025,-1.001968384
105,0,197.94,0.065948486,0.02973938,-0.998825073
106,0,199.39,0.065826416,0.031188965,-0.999908447
107,0,202.75,0.06678772,0.031784058,-1.001495361
108,0,206.61,0.06854248,0.03237915,-1.001495361
109,0,207.97,0.066757202,0.028579712,-1.001724243
110,0,205.71,0.066574097,0.029373168999999998,-0.998825073
111,0,202.0,0.066299438,0.030578612999999998,-1.000091553
112,0,198.03,0.06568908700000001,0.033081055,-1.0015258790000001
113,0,194.54,0.06614685099999999,0.030044556,-1.0012817379999999
114,0,189.92,0.066329956,0.030166626000000002,-1.00112915
115,0,184.36,0.062850952,0.041122437000000005,-1.0011901859999999
116,0,180.37,0.063323975,0.042556763,-0.997558594
117,0,179.83,0.065704346,0.040405273,-1.002822876
118,0,183.11,0.06932067900000001,0.036972046,-1.006332397
119,0,187.01,0.066970825,0.033660889,-1.0033569340000001
120,0,189.43,0.068130493,0.035171509,-0.99861145
121,0,189.92,0.065185547,0.031356812000000005,-1.001464844
122,0,189.99,0.066177368,0.032058716,-0.9997558590000001
123,0,192.0,0.067825317,0.02911377,-1.001846313
124,0,196.39,0.066131592,0.031311035,-0.9999847409999999
125,0,203.63,0.067199707,0.029769897000000003,-0.9994812009999999
126,0,211.72,0.06671142599999999,0.038162231,-1.00378418
127,0,218.7,0.066757202,0.033279419,-1.003997803
128,0,223.79,0.068847656,0.033248901000000004,-1.0036163329999999
129,0,227.57,0.067947388,0.037368774,-0.9979095459999999
130,0,232.03,0.062652588,0.03868103,-0.996856689
131,0,236.04,0.065124512,0.032196045,-0.999572754
132,0,237.96,0.067153931,0.02935791,-1.000823975
133,0,237.6,0.068649292,0.028701782000000002,-1.000823975
134,0,238.0,0.065872192,0.030883789,-0.999649048
135,0,242.0,0.065460205,0.030899048,-0.9982604979999999
136,0,245.3,0.068008423,0.037857056,-0.999176025
137,0,241.4,0.066131592,0.031188965,-0.999816895
138,0,227.77,0.06809997599999999,0.030960083,-1.000442505
139,0,212.27,0.067352295,0.030929565,-1.0002899170000001
140,0,205.51,0.067047119,0.030487061,-1.001220703
141,0,208.41,0.066009521,0.030227661,-0.999389648
142,0,212.13,0.06791687,0.031936646,-1.00050354
143,0,206.94,0.066345215,0.030593872,-0.999938965
144,0,195.04,0.06463623,0.034927368,-0.9980621340000001
145,0,186.46,0.066467285,0.029907227,-0.9999542240000001
146,0,187.49,0.064849854,0.027877807999999997,-1.00163269
147,0,195.0,0.06860351599999999,0.032302856,-1.000320435
148,0,200.56,0.067886353,0.035369872999999996,-0.9987030029999999
149,0,202.45,0.063034058,0.036727905,-0.997268677
150,0,204.25,0.06384277299999999,0.04246521,-0.9957885740000001
151,0,210.02,0.064376831,0.04222106900000001,-0.998397827
152,0,218.62,0.06980896,0.028671265,-0.999435425
153,0,224.99,0.066116333,0.029434204,-1.002044678
154,0,227.06,0.066680908,0.032562256,-1.000106812
155,0,225.33,0.06678772,0.030105591,-1.0000457759999999
156,0,223.31,0.066925049,0.032180786,-1.001754761
157,0,222.94,0.063781738,0.037033081,-0.9980316159999999
158,0,224.14,0.064590454,0.04347229,-0.99772644
159,0,226.0,0.06439209,0.040985107,-1.001419067
160,0,225.73,0.06666564900000001,0.040100098,-1.004653931
161,0,223.34,0.070297241,0.034713745,-1.00340271
162,0,219.55,0.066253662,0.037368774,-1.0032653809999998
163,0,217.21,0.065002441,0.032623291,-1.0
164,0,218.41,0.06597900400000001,0.028961182000000002,-0.999588013
165,0,221.79,0.066421509,0.030822753999999997,-1.003601074
166,0,225.45,0.066375732,0.030517577999999997,-1.001556396
167,0,226.79,0.065887451,0.028533936,-1.001708984
168,0,226.76,0.063674927,0.031799316,-1.000595093
169,0,227.21,0.06544494599999999,0.029327392999999997,-1.001296997
170,0,229.24,0.06671142599999999,0.031158447000000002,-1.000442505
171,0,233.0,0.067382813,0.029006958,-1.0008087159999999
172,0,236.52,0.06614685099999999,0.029876708999999998,-0.999221802
173,0,239.78,0.066925049,0.027786255,-1.001968384
174,0,242.33,0.067810059,0.029418945,-1.000198364
175,0,244.43,0.064743042,0.031188965,-1.001068115
176,0,246.23,0.066864014,0.030044556,-0.999740601
177,0,247.5,0.065704346,0.030883789,-0.998809814
178,0,249.48,0.06379699700000001,0.036941528,-0.995620728
179,0,251.9,0.063293457,0.042785645,-0.997268677
180,0,254.96,0.065475464,0.041732788,-1.0016632079999999
181,0,258.17,0.068435669,0.039749146,-1.002426147
182,0,261.6,0.06930542,0.037902832000000004,-1.004592896
183,0,266.0,0.067733765,0.033920288,-1.001647949
184,0,270.27,0.068008423,0.033859253,-0.997177124
185,0,273.94,0.065322876,0.036193848,-0.997024536
186,0,275.74,0.065582275,0.031936646,-1.000076294
187,0,276.36,0.067230225,0.028884887999999997,-1.000595093
188,0,277.09,0.066558838,0.029464722000000002,-1.002166748
189,0,277.67,0.06712341299999999,0.030029297000000003,-0.999526978
190,0,277.35,0.065917969,0.030014038,-1.000442505
191,0,273.83,0.06616210900000001,0.032455444,-1.0
192,0,267.44,0.06628418,0.030166626000000002,-1.000061035
193,0,259.86,0.067321777,0.030914307000000002,-1.0011901859999999
194,0,253.34,0.06541442900000001,0.03036499,-1.000274658
195,0,249.0,0.066482544,0.030654907000000002,-0.999771118
196,0,244.79,0.06671142599999999,0.030059814,-0.9994049070000001
197,0,240.49,0.066467285,0.029891967999999998,-1.0012817379999999
198,0,237.24,0.06764221200000001,0.031234741,-1.000274658
199,0,238.39,0.071105957,0.032211303999999996,-1.0023803709999999
200,0,244.24,0.069839478,0.034790039,-1.0032348629999999
201,0,248.54,0.066848755,0.034606934,-0.996871948
202,0,243.58,0.063262939,0.038360596000000004,-0.9966125490000001
203,0,225.37,0.063827515,0.042266846,-0.9949646000000001
204,0,200.42,0.065139771,0.042938232,-1.00227356
205,0,179.8,0.067337036,0.037567139,-1.004043579
206,0,171.33,0.067611694,0.028198242000000002,-0.9983215329999999
207,0,175.0,0.065719604,0.029174805,-1.001327515
208,0,183.86,0.065811157,0.031097412,-1.000030518
209,0,192.92,0.060333252000000004,0.034011841,-1.000991821
210,0,199.56,0.065856934,0.031066895,-1.000137329
211,0,204.35,0.06579589799999999,0.030578612999999998,-0.999176025
212,0,207.26,0.066513062,0.031539917,-0.99961853
213,0,206.61,0.066726685,0.030395507999999998,-1.000305176
214,0,202.94,0.06811523400000001,0.029647827,-0.99987793
215,0,197.91,0.062088013,0.03352356,-1.001739502
216,0,195.85,0.067687988,0.03074646,-1.001617432
217,0,198.29,0.067047119,0.030014038,-1.0014038090000001
218,0,202.97,0.064926147,0.029067992999999997,-0.9998931879999999
219,0,207.0,0.066207886,0.031173706000000002,-1.000778198
220,0,208.39,0.07131958,0.032424927,-1.000350952
221,0,209.94,0.06965637200000001,0.036331177,-0.9989624020000001
222,0,212.37,0.064651489,0.040863037000000005,-0.995559692
223,0,213.68,0.065139771,0.043960571,-0.9973602290000001
224,0,210.95,0.06506347700000001,0.042541504,-1.000854492
225,0,204.09,0.068466187,0.030883789,-1.003250122
226,0,198.55,0.066925049,0.029312134,-1.001571655
227,0,197.19,0.066543579,0.029922485,-0.999557495
228,0,199.04,0.06860351599999999,0.031890869,-0.99911499
229,0,199.86,0.06610107400000001,0.029052734,-1.002746582
230,0,198.41,0.070220947,0.030731201,-1.00088501
231,0,199.0,0.0703125,0.033691406,-1.0016632079999999
232,0,204.16,0.0675354,0.03503418,-0.998580933
233,0,213.26,0.06568908700000001,0.039886475,-0.997161865
234,0,221.49,0.06439209,0.042617798,-0.99520874
235,0,226.95,0.064453125,0.041442871,-1.000442505
236,0,232.06,0.068313599,0.030166626000000002,-1.00138855
237,0,239.33,0.067001343,0.031692505,-1.00201416
238,0,249.05,0.065673828,0.030792236,-0.999969482
239,0,257.22,0.064743042,0.029785156,-0.99961853
