timestamp,fsr0,fsr1,fsr2,fsr3
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:35,0,0,0,0
2017-11-15T17:47:37,0,0,0,0
2017-11-15T17:47:37,0,0,0,0
2017-11-15T17:47:37,0,0,0,0
2017-11-15T17:47:37,0,0,0,0
2017-11-15T17:47:37,0,0,0,0
2017-11-15T17:47:37,0,0,0,0
2017-11-15T17:47:38,0,0,0,0
2017-11-15T17:47:38,0,0,0,0
2017-11-15T17:47:38,0,0,0,0
2017-11-15T17:47:38,0,0,0,0
2017-11-15T17:47:38,0,0,0,0
2017-11-15T17:47:38,0,0,0,0
2017-11-15T17:47:38,0,0,0,0
2017-11-15T17:47:38,0,0,0,0
2017-11-15T17:47:38,0,0,0,0
2017-11-15T17:47:38,0,0,0,0
2017-11-15T17:47:39,0,0,0,0
2017-11-15T17:47:39,0,0,0,0
2017-11-15T17:47:39,0,0,0,0
2017-11-15T17:47:39,0,0,0,0
2017-11-15T17:47:39,0,0,0,0
2017-11-15T17:47:39,0,0,0,0
2017-11-15T17:47:39,0,0,0,0
2017-11-15T17:47:39,0,0,0,0
2017-11-15T17:47:39,0,0,0,0
2017-11-15T17:47:39,0,0,0,0
2017-11-15T17:47:40,0,0,0,0
2017-11-15T17:47:40,0,0,0,0
2017-11-15T17:47:40,0,0,0,0
2017-11-15T17:47:40,0,0,0,0
2017-11-15T17:47:40,0,0,0,0
2017-11-15T17:47:40,0,0,0,0
2017-11-15T17:47:40,0,0,0,0
2017-11-15T17:47:40,0,0,0,0
2017-11-15T17:47:40,0,0,0,0
2017-11-15T17:47:40,0,0,0,0
2017-11-15T17:47:41,0,0,0,0
2017-11-15T17:47:41,0,0,0,0
2017-11-15T17:47:41,0,0,0,0
2017-11-15T17:47:41,0,0,0,0
2017-11-15T17:47:41,0,0,0,0
2017-11-15T17:47:41,0,0,0,0
2017-11-15T17:47:41,0,0,0,0
2017-11-15T17:47:41,0,0,0,0
2017-11-15T17:47:41,0,0,0,0
2017-11-15T17:47:41,0,0,0,0
2017-11-15T17:47:42,0,0,0,0
2017-11-15T17:47:42,0,0,0,0
2017-11-15T17:47:42,0,0,0,0
2017-11-15T17:47:42,0,0,0,0
2017-11-15T17:47:42,0,0,0,0
2017-11-15T17:47:42,0,0,0,0
2017-11-15T17:47:42,0,0,0,0
2017-11-15T17:47:42,0,0,0,0
2017-11-15T17:47:42,0,0,0,0
2017-11-15T17:47:42,0,0,0,0
2017-11-15T17:47:43,0,0,0,0
2017-11-15T17:47:43,0,0,0,0
2017-11-15T17:47:43,0,0,0,0
2017-11-15T17:47:43,0,0,0,0
2017-11-15T17:47:43,0,0,0,0
2017-11-15T17:47:43,0,0,0,0
2017-11-15T17:47:43,0,0,0,0
2017-11-15T17:47:43,0,0,0,0
2017-11-15T17:47:43,0,0,0,0
2017-11-15T17:47:43,0,0,0,0
2017-11-15T17:47:44,0,0,0,0
2017-11-15T17:47:44,0,0,0,0
2017-11-15T17:47:44,0,0,0,0
2017-11-15T17:47:44,0,0,0,0
2017-11-15T17:47:44,0,0,0,0
2017-11-15T17:47:44,0,0,0,0
2017-11-15T17:47:44,0,0,0,0
2017-11-15T17:47:44,0,0,0,0
2017-11-15T17:47:44,0,0,0,0
2017-11-15T17:47:44,0,0,0,0
2017-11-15T17:47:45,0,0,0,0
2017-11-15T17:47:45,0,0,0,0
2017-11-15T17:47:45,0,0,0,0
2017-11-15T17:47:45,0,0,0,0
2017-11-15T17:47:45,0,0,0,0
2017-11-15T17:47:45,0,0,0,0
2017-11-15T17:47:45,0,0,0,0
2017-11-15T17:47:45,0,0,0,0
