0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,-0.0013498,0
0,0,-0.0084073,0
0,0,-0.0032378,0
0,-0.0060872,8.2647e-05,0
0,-0.0076018,-0.0020061,0
0,0.0055638,-0.0059692,0
0,0.013978,-0.01695,0
0,-1.6819e-17,-6.8836e-18,0
0,-0.022287,-0.0064753,0
0,-0.014248,-0.008044,0
0,0.024609,-0.027393,0
0,0.03648,-0.052235,0
0,-0.027952,-0.0095346,0
0,-0.15303,-0.077814,0
0,-0.054298,-0.034064,0
0,0.09209,0.10777,0
0,0.071313,0.1195,0
0,-0.12442,-0.12091,0
0,-0.31324,-0.29975,0
0,9.5381e-17,4.0107e-16,0
0,0.31638,0.39142,0
0,0.18896,0.19819,0
0,-0.47202,-0.16829,0
0,-0.801,1.0996,0
0,0.30521,4.8761,0
0,2.216,8.8442,0
