fsr0,fsr1,fsr2,fsr3
0,-0.28608,78.155,0
0,2.4807e-16,79.053,0
0,0.27397,79.781,0
0,0.1718,80.073,0
0,-0.44777,79.744,0
0,-0.71794,79.554,0
0,0.26315,80.195,0
0,1.2693,80.915,0
0,0.40542,81.088,0
0,-1.6705,80.733,0
0,-1.6579,81.241,0
0,1.4085,82.434,0
0,3.2676,81.838,0
0,-2.0319e-15,78.052,0
0,-4.7052,73.314,0
0,-2.919,72.244,0
0,4.9182,74.464,0
0,7.1793,73.751,0
0,-2.4904,66.067,0
0,-8.7232,58.47,0
0,15.99,67.197,0
0,79.806,101.69,0
0,155.8,153.64,0
0,204.52,200.95,0
0,210.8,224.61,0
0,192.13,221.15,0
0,171.41,199.35,0
0,151.01,171.24,0
0,118.73,144.32,0
0,72.682,122.91,0
0,29.726,110.33,0
0,7.7402,107.66,0
0,6.867,111.98,0
0,12.559,115.72,0
0,13.174,112.26,0
0,9.4126,100.62,0
0,8.0233,86.657,0
0,12.008,79.053,0
0,19.008,81.583,0
0,25.767,91.54,0
0,30.77,101.92,0
0,33.294,108.09,0
0,32.618,110.24,0
0,28.949,110.46,0
0,23.976,110.88,0
0,19.687,112.15,0
0,17.005,115.28,0
0,15.387,119.9,0
0,14.016,123.39,0
0,12.008,123.08,0
0,8.7811,119,0
0,5.2954,116.12,0
0,2.2541,116.82,0
0,0.50645,118.93,0
0,-0.057452,118.73,0
0,-0.089632,116.58,0
0,-0.009877,118.03,0
0,0.0090056,124.78,0
0,0.0029144,131.8,0
0,-0.0062809,132.08,0
0,-0.0069266,125.74,0
0,6.1007e-18,121.08,0
0,-0.004913,123.92,0
0,-0.00058375,132.55,0
0,-0.017202,140.07,0
0,-0.011356,143.53,0
0,-0.0075842,145.43,0
0,-0.017106,147.18,0
0,-0.0020352,146.75,0
0,-0.012971,141.2,0
0,-0.0066998,133.67,0
0,-0.0046805,130.78,0
0,-0.0041194,135.89,0
0,-2.3475e-18,146.1,0
0,-0.0088447,155.17,0
0,-0.0028956,161.23,0
0,0,165.53,0
0,0,169.99,0
0,0,175.13,0
0,0,180.82,0
0,0,188.39,0
0,0,196.83,0
0,0,203.05,0
0,0,203.31,0
0,0,197.34,0
0,0,189.13,0
0,0,181.71,0
0,0,177.07,0
0,0,175.51,0
0,0,177.95,0
0,0,183.03,0
0,0,184.27,0
0,0,175.96,0
0,0,159.5,0
0,0,146.41,0
0,0,147.26,0
0,0,160.75,0
0,0,175.12,0
0,0,179.11,0
0,0,174.32,0
0,0,170.19,0
0,0,173.81,0
0,0,182.94,0
0,0,189.69,0
0,0,190.52,0
0,0,187.63,0
0,0,186.69,0
0,0,189.47,0
0,0,193.41,0
0,0,196.13,0
0,0,197.7,0
0,0,201.69,0
0,0,207.74,0
0,0,211.02,0
0,0,206.46,0
0,0,195.05,0
0,0,185.21,0
0,0,182.89,0
0,0,187.11,0
0,0,191.32,0
0,0,191.77,0
0,0,191.13,0
0,0,191.75,0
0,0,193.14,0
0,0,191.76,0
0,0,187.98,0
0,0,185.95,0
0,0,187.66,0
0,0,191.48,0
0,0,193.1,0
0,0,192.12,0
0,0,190.22,0
0,0,187.56,0
0,0,182.12,0
0,0,171.69,0
0,0,160.34,0
0,0,154.63,0
0,0,159.69,0
0,0,174.49,0
0,0,192.3,0
0,0,206.96,0
0,0,214.7,0
0,0,217,0
0,0,216.88,0
0,0,216.63,0
0,0,217.15,0
0,0,217.05,0
0,0,216.48,0
0,0,215.22,0
0,0,213.65,0
0,0,211.56,0
0,0,208.11,0
0,0,204.64,0
0,0,203.07,0
0,0,206.13,0
0,-0.0028956,213.04,0
0,-0.0088447,219.48,0
0,1.0541e-17,221.15,0
0,0.012628,216.27,0
0,0.0083892,209.28,0
0,-0.014949,205.08,0
0,-0.022729,205.96,0
0,0.0083306,209.89,0
0,0.039089,212.49,0
0,0.012192,211.75,0
0,-0.048873,206.84,0
0,-0.047619,199.57,0
0,0.040105,192.22,0
0,0.092306,187.6,0
0,-4.2997e-17,188.13,0
0,-0.13262,191.77,0
0,-0.083401,195.46,0
0,0.14563,195.59,0
0,0.22564,192.88,0
0,-0.088524,190.81,0
0,-0.47578,191.09,0
0,-0.18885,193.57,0
0,1.1722,195.59,0
0,3.0767,197.05,0
0,4.3844,198.74,0
0,4.3004,200.7,0
0,3.002,202.14,0
0,1.3762,200.99,0
0,0.24233,198.78,0
0,-0.16481,197.48,0
0,-0.11437,199.44,0
0,0.021552,205.56,0
0,0.057017,214.43,0
0,0.010826,225.01,0
0,-0.028186,234.71,0
0,-0.018802,242.16,0
0,0.011288,246.29,0
0,0.019046,247.54,0
0,-4.1319e-20,248.17,0
0,-0.015267,248.92,0
0,-0.0071526,250.05,0
0,0.0091577,249.19,0
0,0.010118,245.25,0
0,-0.0027101,240.14,0
0,-0.0092987,237.64,0
0,-0.0021128,241.62,0
0,0.0061214,250.1,0
0,0.0042573,257.6,0
0,-0.0043566,258.4,0
0,-0.0055823,252.22,0
0,-4.296e-18,245.16,0
0,0,243.3,0
0,0,248.88,0
0,0,256.28,0
0,0,258.06,0
0,0,251.08,0
0,0,238.78,0
0,0,228.56,0
0,0,222.95,0
0,0,219.35,0
0,0,213,0
0,0,203.86,0
0,0,197.13,0
0,0,196,0
0,0,200.51,0
0,0,207,0
0,0,213.89,0
0,0,220.1,0
0,0,221.44,0
0,0,213.83,0
0,0,197.48,0
0,0,181.49,0
0,0,174.52,0
0,0,176.37,0
0,0,179.12,0
0,0,175.83,0
0,0,170.27,0
0,0,169.14,0
0,0,174.23,0
0,0,179.82,0
0,0,179.89,0
0,0,176.64,0
0,0,175.46,0
0,0,179.89,0
0,0,186.54,0
0,0,189.97,0
0,0,189.13,0
0,0,186.33,0
0,0,186.19,0
0,0,188.71,0
0,0,191.07,0
0,0,190.68,0
0,0,187.52,0
0,0,185.94,0
0,0,188.18,0
0,0,193.77,0
0,0,198.48,0
0,0,198.64,0
0,0,195.13,0
0,0,190.56,0
0,0,189.25,0
0,0,192.57,0
0,0,200.16,0
0,0,210.03,0
0,0,218.2,0
0,0,222.71,0
0,0,223.45,0
0,0,224.52,0
0,0,229.71,0
0,0,239.37,0
0,0,251.17,0
0,0,261.18,0
0,0,269.27,0
0,0,275.98,0
0,0,281.79,0
0,0,285.59,0
0,0,285.19,0
0,0,281.24,0
0,0,275.23,0
0,0,270.13,0
0,0,267.01,0
0,0,265.09,0
0,0,264.18,0
0,0,264.06,0
0,0,266.5,0
0,0,270.71,0
0,0,274.35,0
0,0,274.88,0
0,0,271.49,0
0,0,266.98,0
0,0,263.18,0
0,0,260.71,0
0,0,257.61,0
0,0,252.59,0
0,0,247.17,0
0,0,243.11,0
0,0,242.57,0
0,0,244.08,0
0,0,246.12,0
0,0,248.68,0
0,0,253.04,0
0,0,260.55,0
0,0,266.83,0
0,0,265.92,0
0,0,253.96,0
0,0,234.54,0
0,0,217.15,0
0,0,207.65,0
0,0,206.46,0
0,0,207.79,0
0,0,207.69,0
0,0,205.37,0
0,0,200.13,0
0,0,192.06,0
0,0,181.47,0
0,0,173.46,0
0,0,172.59,0
0,0,178.57,0
0,0,187.13,0
0,0,193.24,0
0,0,198.04,0
0,0,203.23,0
0,0,209.21,0
0,0,215.25,0
0,0,221.99,0
0,0,232.61,0
0,0,244.58,0
0,0,250.91,0
0,0,245.32,0
0,0,231.49,0
0,0,222.15,0
0,0,225.82,0
0,0,241.11,0
0,0,257.16,0
0,0,266.04,0
0,0,268.22,0
0,0,268.47,0
0,0,270.59,0
0,0,272.87,0
0,0,273.17,0
0,0,270.97,0
0,0,267.9,0
0,0,266.18,0
0,0,265.15,0
0,0,264.44,0
0,0,263.61,0
0,0,264.12,0
0,0,266.68,0
0,0,268.47,0
0,0,266.28,0
0,0,258.4,0
0,0,248.74,0
0,0,241.64,0
0,0,237.68,0
0,0,234.16,0
0,0,227.77,0
0,0,220.58,0
0,0,214.84,0
0,0,210.98,0
0,0,207.2,0
0,0,202.52,0
0,0,200.12,0
0,0,201.21,0
0,0,204.29,0
0,0,204.41,0
0,0,199.34,0
0,0,193.13,0
0,0,191.09,0
0,0,197.07,0
0,0,207.21,0
0,0,215.28,0
0,0,218.26,0
0,0,218.29,0
0,0,221.09,0
0,0,226.56,0
0,0,230.5,0
0,0,228.35,0
0,0,221.99,0
0,0,219.15,0
0,0,222.86,0
0,0,230.51,0
0,0,235.28,0
0,0,235.8,0
0,0,236.4,0
0,0,239.84,0
0,0,245.21,0
0,0,248.36,0
0,0,249.73,0
0,0,252.49,0
0,0,258.16,0
0,0,265.18,0
0,0,269.88,0
0,0,272.94,0
0,0,276.02,0
0,0,280.31,0
0,0,284.98,0
0,0,288.53,0
0,0,292.29,0
0,0,296.91,0
0,0,302.44,0
0,0,306.07,0
0,0,305.02,0
0,0,300.2,0
0,0,294.55,0
0,0,292.25,0
0,0,291.7,0
0,0,288.08,0
0,0,278.91,0
0,0,268.11,0
0,0,263.93,0
0,0,267,0
0,0,270.07,0
0,0,264.67,0
0,0,252.21,0
0,0,243.16,0
0,0,243.03,0
0,0,247.99,0
0,0,248.29,0
0,0,242.13,0
0,0,236.26,0
0,0,235.85,0
0,0,239.51,0
0,0,240.65,0
0,0,238.49,0
0,0,236.4,0
0,0,236.48,0
0,0,237.16,0
0,0,235.12,0
0,0,233.12,0
0,0,233.94,0
0,0,237.81,0
0,0,241.65,0
0,0,242.99,0
0,0,243.92,0
0,0,244.2,0
0,0,241.79,0
0,0,234.66,0
0,0,226.49,0
0,0,225.15,0
0,0,231.93,0
0,0,241.52,0
0,0,245.3,0
0,0,242.25,0
0,0,238.58,0
0,0,238.88,0
0,0,243.16,0
0,0,247.31,0
0,0,251.5,0
0,0,257.98,0
0,0,266.62,0
0,0,274.18,0
0,0,276.57,0
0,0,276.16,0
0,0,276.64,0
0,0,280.08,0
0,0,285.09,0
0,0,289.41,0
0,0,294.14,0
0,0,299.01,0
0,0,303,0
0,0,304.16,0
0,0,303.38,0
0,0,304.2,0
0,0,306.17,0
0,0,306.46,0
0,0,301.22,0
0,0,292.26,0
0,0,284.96,0
0,0,281.71,0
0,0,281.27,0
0,0,279.67,0
0,0,277.16,0
0,0,275.61,0
0,0,275.19,0
0,0,274.18,0
0,0,270.3,0
0,0,266.7,0
0,0,266.29,0
0,0,269.45,0
0,0,272.38,0
0,0,270.43,0
0,0,264.52,0
0,0,257.83,0
0,0,254.82,0
0,0,255.65,0
0,0,257.49,0
0,0,258.17,0
0,0,256.17,0
0,0,254.34,0
0,0,254.26,0
0,0,256.84,0
0,0,260.83,0
0,0,263.3,0
0,0,264.15,0
0,0,263.55,0
0,0,263.96,0
0,0,265.93,0
0,0,268.24,0
0,0,270.18,0
0,0,270.59,0
0,0,271.49,0
0,0,272.99,0
0,0,274.53,0
0,0,275.03,0
0,0,273.77,0
0,0,273.09,0
0,0,273.83,0
0,0,276.4,0
0,0,278.85,0
0,0,279.61,0
0,0,280.19,0
0,0,282.39,0
0,0,289.22,0
0,0,299.44,0
0,0,309.88,0
0,0,317.2,0
0,0,319.64,0
0,0,319.39,0
0,0,317.93,0
0,0,316.81,0
0,0,315.39,0
0,0,312.75,0
0,0,309.21,0
0,0,304.01,0
0,0,298.38,0
0,0,292.84,0
0,0,289.41,0
0,0,289.28,0
0,0,290.59,0
0,0,291.31,0
0,0,289.23,0
0,0,286.29,0
0,0,284.53,0
0,0,283.8,0
0,0,282.19,0
0,0,276.81,0
0,0,269.75,0
0,0,263.73,0
0,0,261.14,0
0,0,261.11,0
0,0,260.34,0
0,0,257.87,0
0,0,253.43,0
0,0,249.56,0
0,0,247.28,0
0,0,246.27,0
0,0,246.17,0
0,0,245.45,0
0,0,245.64,0
0,0,247.02,0
0,0,249.99,0
0,0,253.8,0
0,0,256.61,0
0,0,258.79,0
0,0,259.98,0
0,0,261.31,0
0,0,262.28,0
0,0,261.68,0
0,0,259.17,0
0,0,253.73,0
0,0,247.94,0
0,0,244.15,0
0,0,245.24,0
0,0,251.62,0
0,0,259.6,0
0,0,266.2,0
0,0,269.5,0
0,0,272.05,0
0,0,275.47,0
0,0,278.07,0
0,0,277.19,0
0,0,271.24,0
0,0,265.25,0
0,0,264.29,0
0,0,270.31,0
0,0,280.04,0
0,0,287.71,0
0,0,291.74,0
0,0,292.96,0
0,0,294.58,0
0,0,297.06,0
0,0,298.74,0
0,0,299.2,0
0,0,299.1,0
0,0,302.01,0
0,0,307.63,0
0,0,312.53,0
0,0,312.63,0
0,0,306.95,0
0,0,300.25,0
0,0,295.94,0
0,0,295.02,0
0,0,294.96,0
0,0,294.09,0
0,0,293.2,0
0,0,290.77,0
0,0,285.46,0
0,0,275.86,0
0,0,265.71,0
0,0,260.58,0
0,0,261.24,0
0,0,263.94,0
0,0,262.54,0
0,0,257.28,0
0,0,252.46,0
0,0,252.05,0
0,0,256.17,0
0,0,260.11,0
0,0,262.01,0
0,0,261.6,0
0,0,261.25,0
0,0,262.35,0
0,0,263.43,0
0,0,264.11,0
0,0,263.78,0
0,0,264.66,0
0,0,267.05,0
0,0,268.95,0
0,0,269.18,0
0,0,267.84,0
0,0,269.39,0
0,0,273.96,0
0,0,277.17,0
0,0,273.72,0
0,0,263.33,0
0,0,254.14,0
0,0,252.34,0
0,0,258.28,0
0,0,265.78,0
0,0,270.16,0
0,0,273.18,0
0,0,277.17,0
0,0,283.53,0
0,0,289.22,0
0,0,292.81,0
0,0,295.68,0
0,0,298.93,0
0,0,303.31,0
0,0,306.86,0
0,0,309.99,0
0,0,313.61,0
0,0,318.09,0
0,0,323.22,0
0,0,326.84,0
0,0,329.46,0
0,0,330.5,0
0,0,329.85,0
0,0,327.51,0
0,0,323.86,0
0,0,321.46,0
0,0,320.2,0
0,0,319.3,0
0,0,316.77,0
0,0,312.32,0
0,0,308.21,0
0,0,304.85,0
0,0,302.87,0
0,0,300.64,0
0,0,298.31,0
0,0,296.86,0
0,0,295.57,0
0,0,293.76,0
0,0,289.6,0
0,0,284.65,0
0,0,280.55,0
0,0,277.81,0
0,0,276.19,0
0,0,274.11,0
0,0,273.62,0
0,0,275.37,0
0,0,279.38,0
0,0,283.87,0
0,0,286.45,0
0,0,287.94,0
0,0,288.57,0
0,0,289.57,0
0,0,290.08,0
0,0,289.21,0
0,0,288.19,0
0,0,287.45,0
0,0,288.57,0
0,0,289.1,0
0,0,286.29,0
0,0,279.43,0
0,0,270.77,0
0,0,266.26,0
0,0,267.84,0
0,0,274.12,0
0,0,279.99,0
0,0,282.01,0
0,0,282.19,0
0,0,283.48,0
0,0,289.1,0
0,0,296.26,0
0,0,300.5,0
0,0,299.46,0
0,0,294.44,0
0,0,291.25,0
0,0,292.48,0
0,0,298.1,0
0,0,304.34,0
0,0,308.14,0
0,0,310.21,0
0,0,311.48,0
0,0,314.51,0
0,0,318.5,0
0,0,322.46,0
0,0,325.62,0
0,0,326.96,0
0,0,327.28,0
0,0,325.93,0
0,0,324.06,0
0,0,322.55,0
0,0,322.12,0
0,0,323.22,0
0,0,323.5,0
0,0,322.76,0
0,0,320.95,0
0,0,320.42,0
0,0,322.74,0
0,0,325.84,0
0,0,327.33,0
0,0,324.81,0
0,0,320.82,0
0,0,318.37,0
0,0,318.11,0
0,0,318.21,0
0,0,314.88,0
0,0,309.37,0
0,0,304.15,0
0,0,302.23,0
0,0,303.42,0
0,0,304.12,0
0,0,302.75,0
0,0,298.92,0
0,0,295.85,0
0,0,294.85,0
0,0,294.56,0
0,0,293.2,0
0,0,289.45,0
0,0,286.58,0
0,0,285.98,0
0,0,286.98,0
0,0,286.84,0
0,0,284.02,0
0,0,281.41,0
0,0,281.19,0
0,0,284.08,0
0,0,287.07,0
0,0,287.7,0
0,0,286.19,0
0,0,283.74,0
0,0,282.45,0
0,0,281.62,0
0,0,280.85,0
0,0,279.92,0
0,0,278.92,0
0,0,277.67,0
0,0,273.57,0
0,0,265.52,0
0,0,254.64,0
0,0,245.65,0
0,0,242.16,0
0,0,241.54,0
0,0,238.29,0
0,0,228.33,0
0,0,215.13,0
0,0,204.15,0
0,0,195.04,0
0,0,181.17,0
0,0,155.69,0
0,0,121.92,0
0,0,90.342,0
0,0,70.573,0
0,0,64.043,0
0,0,64.089,0
0,0,64.62,0
0,0,61.808,0
0,0,55.951,0
0,0,48.364,0
0,0,40.609,0
0,0,35.538,0
0,0,34.593,0
0,0,38.746,0
0,0,46.026,0
0,0,53.673,0
0,0,60.04,0
0,0,64.464,0
0,0,68.973,0
0,0,74.165,0
0,0,79.871,0
0,0,84.873,0
0,0,88.328,0
0,0,91.415,0
0,0,94.454,0
0,0,97.532,0
0,0,99.745,0
0,0,101.08,0
0,0,103.07,0
0,0,106.13,0
0,0,109.8,0
0,0,112.3,0
0,0,113,0
0,0,113.07,0
0,0,113.65,0
0,0,115.57,0
0,0,117.92,0
0,0,119.98,0
0,0,121.66,0
0,0,123.17,0
0,0,125.08,0
0,0,126.7,0
0,0,127.83,0
0,0,127.99,0
0,0,127.42,0
0,0,126.98,0
0,0,126.96,0
0,0,127.84,0
0,0,128.67,0
0,0,129.02,0
0,0,128.94,0
0,0,129.12,0
0,0,131.09,0
0,0,134.42,0
0,0,139.01,0
0,0,144.09,0
0,0,149.83,0
0,0,156.33,0
0,0,161.67,0
0,0,164.77,0
0,0,165.5,0
0,0,166.85,0
0,0,170.99,0
0,0,176.43,0
0,0,180.12,0
0,0,179.79,0
0,0,178.25,0
0,0,178.46,0
0,0,181.12,0
0,0,184.79,0
0,0,188.43,0
0,0,194.45,0
0,0,203.97,0
0,0,215.63,0
0,0,225.64,0
0,0,231.86,0
0,0,236.16,0
0,0,240.45,0
0,0,245.93,0
0,0,250.86,0
0,0,254.19,0
0,0,256.52,0
0,0,258.05,0
0,0,258.43,0
0,0,255.06,0
0,0,247.6,0
0,0,238.49,0
0,0,232.23,0
0,0,232.16,0
0,0,235.95,0
0,0,239.13,0
0,0,237.15,0
0,0,230.36,0
0,0,222.63,0
0,0,216.63,0
0,0,212.82,0
0,0,208.78,0
0,0,204.63,0
0,0,202.73,0
0,0,205.84,0
0,0,214.14,0
0,0,222.84,0
0,0,227.78,0
0,0,226.81,0
0,0,222.52,0
0,0,218.28,0
0,0,214.28,0
0,0,209.36,0
0,0,202.33,0
0,0,196.52,0
0,0,194.97,0
0,0,197.26,0
0,0,200.13,0
0,0,200.14,0
0,0,199.18,0
0,0,199.28,0
0,0,200.59,0
0,0,200.93,0
0,0,199.03,0
0,0,197.99,0
0,0,199.4,0
0,0,202.29,0
0,0,202.55,0
0,0,197.97,0
0,0,191.13,0
0,0,184.53,0
0,0,180.3,0
0,0,177.21,0
0,0,175.32,0
0,0,176.61,0
0,0,182,0
0,0,191.15,0
0,0,199.84,0
0,0,205.44,0
0,0,207.46,0
0,0,207.73,0
0,0,209.14,0
0,0,211.51,0
0,0,214.78,0
0,0,217.81,0
0,0,221.65,0
0,0,228.86,0
0,0,240.39,0
0,0,255.22,0
0,0,267.89,0
0,0,274.37,0
0,0,274.7,0
0,0,274.01,0
0,0,278.19,0
0,0,286.27,0
0,0,293.61,0
0,0,295.53,0
0,0,293.77,0
0,0,293.24,0
0,0,294.64,0
0,0,294.71,0
0,0,289.8,0
0,0,282.9,0
0,0,279.16,0
0,0,279.57,0
0,0,280.19,0
0,0,276.35,0
0,0,270.25,0
0,0,265.66,0
0,0,263.5,0
0,0,260.06,0
0,0,251.66,0
0,0,241.05,0
0,0,233.34,0
0,0,232.67,0
0,0,237.09,0
0,0,241.65,0
0,0,243.16,0
0,0,240.53,0
0,0,236.65,0
0,0,232.63,0
0,0,228.92,0
0,0,225.32,0
0,0,221.84,0
0,0,220.25,0
0,0,219.37,0
0,0,217.84,0
0,0,214.47,0
0,0,211.27,0
0,0,212.14,0
0,0,216.09,0
0,0,219.78,0
0,0,218.76,0
0,0,214.48,0
0,0,211.78,0
0,0,212.19,0
0,0,213.95,0
0,0,213.5,0
0,0,212.84,0
0,0,215.72,0
0,0,222.6,0
0,0,230.15,0
0,0,233.84,0
0,0,235.36,0
0,0,237.67,0
0,0,242.4,0
0,0,248.2,0
0,0,253.23,0
0,0,258.89,0
0,0,264.98,0
0,0,269.89,0
0,0,270.95,0
0,0,268.86,0
0,0,268.18,0
0,0,270.69,0
0,0,275.45,0
0,0,278.75,0
0,0,280.35,0
0,0,282.71,0
0,0,286.22,0
0,0,289.02,0
0,0,287.58,0
0,0,282.6,0
0,0,276.82,0
0,0,272.02,0
0,0,268.18,0
0,0,263.69,0
0,0,260.08,0
0,0,257.97,0
0,0,256.75,0
0,0,254.43,0
0,0,249.82,0
0,0,245.68,0
0,0,244.01,0
0,0,245.6,0
0,0,247.73,0
0,0,247.77,0
0,0,246.17,0
0,0,244.22,0
0,0,244.52,0
0,0,245.72,0
0,0,245.44,0
0,0,242.16,0
0,0,236.6,0
0,0,232.58,0
0,0,231.11,0
0,0,231.71,0
0,0,231.92,0
0,0,230.86,0
0,0,230.15,0
0,0,229.48,0
0,0,228.75,0
0,0,226.44,0
0,0,224.03,0
0,0,224.41,0
0,0,227.66,0
0,0,231.66,0
0,0,231.57,0
0,0,226.89,0
0,0,220.49,0
0,0,216.52,0
0,0,218.15,0
0,0,223.87,0
0,0,232.47,0
0,0,240.89,0
0,0,247.41,0
0,0,251.74,0
0,0,253.82,0
0,0,255.73,0
0,0,257.42,0
0,0,259.49,0
0,0,262.24,0
0,0,266.42,0
0,0,273.18,0
0,0,280.06,0
0,0,285.09,0
0,0,286.52,0
0,0,286.74,0
0,0,290.19,0
0,0,298.67,0
0,0,311.45,0
0,0,324.31,0
0,0,335.06,0
0,0,342.85,0
0,0,347.68,0
0,0,350.23,0
0,0,350.18,0
