is_walking,fsr_med,x_mean,y_mean,z_mean,x_var,y_var,z_var,x_energy,y_energy,z_energy
0.0,0.1119324181626188,-0.4596826776787627,-0.22064445658110365,0.7785971223021567,0.03431153869584379,0.0680851668756035,0.36129222016923185,0.034310920694304116,0.06808567197636418,0.3650169818485334
1.0,0.6272439281942978,-0.44425124972831637,-0.21135991261605744,0.7785971223021567,0.03459557925018778,0.0682672840963137,0.36129222016923185,0.03459479122449347,0.06826810156677807,0.36501698184853354
1.0,0.7729672650475184,-0.19256683329710653,-0.006280720917531623,0.868525179856114,0.05173629271627182,0.000255307401929742,0.012802908311826554,0.05173396380047211,0.00025528435366258857,0.012934862697640694
1.0,0.6927138331573389,-0.15627037600521326,0.17258328782086307,0.8767086330935251,0.058521697988113894,0.0549369837571266,0.015582076673023419,0.05858531014460126,0.05492504284481967,0.015723011744054396
1.0,0.6990496304118268,-0.3062377743968665,0.17804478427089054,0.8971223021582739,0.007669511044069551,0.05461954925057991,0.00248913486301228,0.007668930837824626,0.0546198238616274,0.002513832108217547
1.0,0.665258711721225,-0.33210171701803576,-0.24522119060622666,0.779856115107914,0.00906192275623498,0.040361428101286505,0.5298199441706342,0.009050564628841245,0.04041064885490173,0.5349873299092119
1.0,0.6420274551214361,-0.33253640512931587,-0.23511742217367637,0.7781474820143903,0.009062224053215176,0.04055690444875195,0.5294930688339481,0.00904998256984823,0.040606101611064795,0.5346522898741763
1.0,0.604012671594509,-0.35861769180612507,-0.00027307482250178456,0.8869604316546776,2.618414232676516e-05,3.1526902236430854e-07,1.6885238998618878e-05,2.622858425316862e-05,3.142147768022465e-07,1.708501475115631e-05
1.0,0.5828933474128828,-0.35774831558356485,-0.00027307482250178456,0.8893884892086322,2.469200490102318e-05,3.1526902236430854e-07,6.519397296727436e-06,2.4733914246412722e-05,3.142147768022466e-07,6.59794605279583e-06
1.0,0.5850052798310454,-0.36035644425124613,-4.186169130859387e-16,0.8893884892086322,1.6628723811916237e-05,1.152625559149748e-17,6.519397296727436e-06,1.6656947479135583e-05,0.0,6.597946052795828e-06
1.0,0.5607180570221753,-0.1586611606172543,-0.027034407427635646,0.8595323741007177,0.09806822149873336,0.0010091761405512233,0.027394768216990623,0.09806645607532768,0.0010091701381511298,0.02767719606118894
1.0,0.5522703273495249,0.23429689198000536,0.0974877116329871,0.7286870503597108,0.4637237288043674,0.020727667589998347,0.516025442773741,0.46435551927595436,0.02071325022165339,0.5217382326997557
1.0,0.5227032734952481,0.04520756357313799,0.1384489350081917,0.759442446043164,0.3769567266086012,0.019290805136608753,0.4958398240875373,0.37694547828980307,0.019290358112383464,0.5009517115645712
1.0,0.5406546990496304,-0.35557487502716484,0.027307482250135653,0.8883093525179857,2.6915863564437277e-05,1.7150844586458752e-17,1.2430317512514449e-05,2.6961547429558527e-05,4.7997751238293015e-37,1.2580083807330721e-05
1.0,0.5491024287222809,-0.29167572266898245,0.06826870562534056,0.8691546762589952,0.022034264238656915,0.0035109504762012916,0.011899167727221681,0.022071655457408114,0.0035169725017713364,0.01204253081478149
1.0,0.5406546990496304,-0.2975440121712644,0.06171490988530791,0.8675359712230255,0.022106371062382144,0.0035396877252690836,0.011848577204198614,0.022143890056328372,0.003545759041323251,0.0119913307534118
1.0,0.5079197465681098,-0.38100412953705465,0.006826870562533493,0.8843525179856153,1.2521759022377822e-05,5.971004211245803e-06,1.6255030593293384e-05,1.2541215525436266e-05,5.97965075244478e-06,1.6436216722631394e-05
1.0,0.4677930306230201,-0.38013475331449453,-6.572242901611762e-16,0.8855215827338155,1.1833080210496614e-05,1.9920714273604786e-17,1.8044242962521875e-05,1.1851367830010461e-05,0.0,1.8257982938320024e-05
1.0,0.5026399155227033,-0.381004129537055,-0.0005461496450033891,0.8846223021582768,8.934890210497697e-06,6.241689735668774e-07,1.6885238998649242e-05,8.948258778426872e-06,6.2523955587046e-07,1.708501475115631e-05
1.0,0.6293558606124604,-0.38491632253857566,-0.0005461496450033891,0.883003597122307,7.3853628837666425e-06,6.241689735668774e-07,1.1148169377478208e-05,7.396101463718815e-06,6.2523955587046e-07,1.1278822224695982e-05
1.0,0.4857444561774023,-0.379917409258854,-0.006280720917532075,0.8849820143884924,1.6843935940693103e-05,5.639812510997933e-06,1.7522691178779266e-05,1.6865338970462083e-05,5.6478909881053545e-06,1.7730147254096362e-05
1.0,0.44456177402323127,-0.36274722886328914,-0.006280720917532075,0.8892985611510783,1.3411302487720553e-05,5.639812510997933e-06,7.091655503918945e-06,1.3432268798694628e-05,5.647890988105354e-06,7.1734335696230214e-06
1.0,0.45195353748680045,-0.34014344707672034,-0.04205352266521101,0.9666366906474805,4.2594067141172565e-05,0.0016186484823995629,0.17005702248795837,4.265019306537504e-05,0.001618611230243791,0.17181238096732585
1.0,0.36430834213305174,-0.347315800912843,-0.027034407427635892,0.9158273381294948,4.446282579216383e-05,0.0005486922957814331,0.05784113592066145,4.453110592243447e-05,0.0005469522264806902,0.058242386420198355
1.0,0.40971488912354803,-0.3640512931971307,-0.010103768432551204,0.8893884892086322,6.725379022378129e-06,7.423152435418547e-06,6.519397296793169e-06,6.734997422269121e-06,7.434289719163813e-06,6.5979460527958295e-06
1.0,0.4139387539598733,-0.08128667680939014,-0.14855270344074392,0.938399280575542,0.1992029432295944,0.029330413402938363,0.0797487085273159,0.19919324898948815,0.029332431104147547,0.08057017675673879
1.0,0.4941921858500528,-0.07933058030862951,-0.14063353358820432,0.9515287769784186,0.1991217042378741,0.029503050261228923,0.0849574461915568,0.19911345121661553,0.029503684537500234,0.08584167173508053
1.0,0.5131995776135164,-0.34905455335796504,-0.002184598580011778,0.9068345323740991,8.236885539605837e-05,0.0001857730675552824,0.007163687600304085,8.250865873832378e-05,0.0001860917078125467,0.007249999068040116
1.0,0.34213305174234426,-0.33927407085416156,-0.00873839432004456,0.8947841726618688,7.453154704209714e-05,0.00010628705949543398,0.0008873624098404279,7.465625176773472e-05,0.00010646936437108405,0.0008980537682972084
1.0,0.24181626187961985,-0.3401434470767218,0.007646095030037398,0.9023381294964011,2.3224975556964377e-05,0.00012233711881520895,0.006373391772438017,2.3262598458512366e-05,0.00012254695295061018,0.0064501813854178705
1.0,0.21541710665258712,-0.3338404694631597,0.00791916985253877,0.890287769784171,3.408960118814737e-05,6.556958757839402e-06,0.0,3.41474609235773e-05,6.56661033550685e-06,4.518109110944367e-33
1.0,0.17423442449841606,-0.3264507715713972,0.021299836155105712,0.890287769784171,2.2224239158446142e-05,5.464663054130445e-06,0.0,2.2254774090976178e-05,5.474036111600558e-06,4.518109110944367e-33
1.0,0.09292502639915523,-0.3305803086285586,0.026761332605133036,0.890287769784171,1.9580716844091362e-05,6.241689735619242e-07,0.0,1.9612154403550775e-05,6.2523955587046e-07,4.518109110944367e-33
1.0,0.08658922914466737,-0.3331884372962395,0.031130529765154895,0.8881294964028761,1.0800061992609532e-05,1.529850892307197e-05,0.0001349080613948202,1.0816596286871799e-05,1.5299229132422075e-05,0.00013629890334842192
1.0,0.07074973600844774,-0.33731797435340083,0.03549972692517676,0.8881294964028761,1.0387572079244645e-05,1.815185280214288e-05,0.0001349080613948202,1.0405202739339227e-05,1.8176607088519802e-05,0.0001362989033484219
1.0,0.0665258711721225,-0.33644859813084055,0.031130529765154895,0.890287769784171,8.952824554492296e-06,3.8341808375167675e-06,0.0,8.968020040535472e-06,3.834377276307617e-06,4.518109110944367e-33
1.0,0.04118268215417107,0.11519234948923997,0.016111414527579773,0.8862410071942431,0.49161875016445805,0.0008127539860187142,0.0004742861533412266,0.49160281455560234,0.000812806637634997,0.00047917583208429635
1.0,0.12882787750791974,0.30362964572918727,0.4746040415073729,0.8330935251798548,0.5643238313256864,0.2657620921170799,0.08189597343985948,0.5649927736298129,0.26571056777648383,0.08276127766483497
1.0,0.2122492080253432,-0.13323190610736785,0.5117422173675606,0.8371402877697826,0.08521442961741281,0.2635258093281423,0.08180698366675833,0.08521314375149756,0.2635229885503979,0.08265037718826425
1.0,0.18690601900739176,-0.29297978700282457,-0.08328782086291565,0.9032374100719408,0.0015713928790094705,0.03333404656315196,0.004856690210214419,0.0015711856136402197,0.03333303437737902,0.004906760520543193
1.0,0.17212249208025343,-0.2999347967833069,-0.09175314036045783,0.9032374100719408,0.0016033303589104537,0.033221406355175793,0.004856690210214419,0.001603457551141859,0.033220808662096875,0.004906760520543194
1.0,0.13621964097148892,-0.30906324712019034,0.06635718186783297,0.8927158273381279,0.00021634557925740246,9.71601805254566e-06,0.0001707430152028404,0.0002163606693914117,9.718328096731408e-06,0.00017250329955034694
1.0,0.1341077085533263,-0.29928276461638703,0.0729109776078656,0.8927158273381279,0.0001986085129826523,8.951729513508358e-06,0.0001707430152028404,0.00019864200319353491,8.9527286405635e-06,0.000172503299550347
1.0,0.1890179514255544,-0.40013040643338366,0.2471327143637373,0.890467625899279,0.03793694482623879,0.070331980923702,1.419779855731477e-06,0.03800133280011939,0.0704526136100427,1.436886029275536e-06
1.0,0.1805702217529039,-0.40186915887850505,0.2381212452211924,0.890467625899279,0.037903515208912074,0.07046618043755018,1.419779855731477e-06,0.03796784644323728,0.07058704489955145,1.436886029275536e-06
1.0,0.25131995776135163,-0.20669419691371593,0.3675587110868399,0.9358812949640273,0.026157954597529374,0.135227749434155,0.06020483033590889,0.026155785560039047,0.1352269451235679,0.06082551528959816
1.0,0.2808870116156283,-0.2143012388611185,0.3626433642818153,0.9319244604316532,0.02627956738459617,0.13539058110739688,0.06121519204141538,0.026279323988349857,0.13539005608770446,0.06184805030675812
1.0,0.2608236536430834,-0.33210171701804003,0.03904969961769676,0.886330935251797,1.153537009903404e-05,3.455539557130305e-05,0.0006871734501804192,1.1554948898382232e-05,3.4613070413124626e-05,0.0006954528381693581
1.0,0.2481520591341077,-0.34166485546620323,0.03003823047515167,0.890287769784171,7.23112752478017e-06,2.866082021481346e-06,0.0,7.243400801970957e-06,2.864617965161598e-06,4.518109110944367e-33
1.0,0.29567053854276665,-0.35318409041512827,0.02867285636264484,0.8889388489208628,2.107285426982975e-05,1.5126544002700408e-06,9.235812837094678e-06,2.1092452583318696e-05,1.5136539247986394e-06,9.34342471587587e-06
1.0,0.29778247096092925,-0.3633992610302135,0.02867285636264484,0.8878597122302164,1.2252743861421789e-05,1.5126544002700408e-06,1.4277480079942326e-05,1.2266354334290097e-05,1.5136539247986396e-06,1.4445836330037982e-05
1.0,0.34213305174234426,-0.36665942186481426,0.027307482250138012,0.8875899280575548,1.4817355061918112e-05,9.26919525978966e-17,1.521192702581493e-05,1.4840707843522305e-05,4.7997751238293015e-37,1.5395207456523603e-05
1.0,0.43611404435058077,-0.36665942186481393,0.027307482250138012,0.8875899280575548,1.768685011142221e-05,9.26919525978966e-17,1.521192702581493e-05,1.7715073241129814e-05,4.7997751238293015e-37,1.5395207456523606e-05
1.0,0.4498416050686378,-0.360356444251252,0.027307482250138012,0.88956834532374,1.0172359950529573e-05,9.26919525978966e-17,5.331418233797357e-06,1.0182439421024641e-05,4.7997751238293015e-37,5.395653660953035e-06
1.0,0.4582893347412883,-0.36709410997609315,0.02403058438012162,0.8892086330935237,0.0009181630915963019,2.247008304778105e-05,5.111207480678958e-05,0.0009197196786643448,2.2508624011336563e-05,5.17278970539191e-05
