,fsr_med,is_walking,x_energy,x_mean,x_var,y_energy,y_mean,y_var,z_energy,z_mean,z_var
9148,11.0,1.0,0.00147156,-0.1362,0.00148642424242,2.3785e-05,0.0161,2.40303030326e-05,6.16297582204e-33,0.99,1.28292438401e-15
9199,11.0,1.0,0.01235964,-0.1206,0.0124844848485,0.003177305,0.0263,0.00320940404041,0.03678724,0.9626,0.0371588282828
9250,11.0,1.0,0.010938745,-0.1185,0.0110492424242,0.003134105,0.0283,0.00316576767677,0.03678724,0.9626,0.0371588282828
9301,11.0,1.0,0.007022905,-0.1153,0.00710596969697,0.214372345,0.1051,0.216914131313,0.07813288,0.9408,0.0790579393939
9352,11.0,1.0,0.00735952,-0.1264,0.00744751515151,0.213585785,0.1099,0.216114131313,0.07813288,0.9408,0.0790579393939
9403,11.0,1.0,0.28083362,-0.0694,0.283670343434,0.888322745,0.1625,0.897295707071,0.00023716,0.9878,0.000239555555557
9454,11.0,1.0,0.279599785,-0.0611,0.282424030303,0.889619705,0.1577,0.898605767677,0.00023716,0.9878,0.000239555555557
9505,11.0,1.0,0.023863705,-0.1613,0.0241447575758,0.54614788,0.1542,0.552624606061,0.462478905,0.8703,0.467954454545
9556,9.0,1.0,0.023647585,-0.1651,0.0239282727273,0.546281185,0.1537,0.552754858586,0.462478905,0.8703,0.467954454545
9607,9.0,1.0,4.6905e-05,-0.1397,4.73838383832e-05,2.905e-06,0.0197,2.9393939419e-06,6.16297582204e-33,0.99,1.22012388969e-15
9658,9.0,1.0,7.928e-05,-0.1408,8.0161616161e-05,0.00018692,0.0174,0.000189131313134,0.001815625,0.9825,0.00183712121212
9709,9.0,1.0,4.4945e-05,-0.1399,4.54444444438e-05,0.0001915,0.016,0.000193939393942,0.001815625,0.9825,0.00183712121212
9760,9.0,1.0,0.15764206,-0.0696,0.159510949495,0.438916065,-0.0997,0.444105969697,0.495502945,0.8661,0.501369484848
9811,9.0,1.0,0.157889865,-0.0713,0.15975889899,0.43875112,-0.1004,0.443943272727,0.495502945,0.8661,0.501369484848
9862,9.0,1.0,1.256e-05,-0.1412,1.26868686863e-05,2.016e-05,0.0128,2.03636363661e-05,6.16297582204e-33,0.99,1.36366787671e-15
9913,9.0,1.0,0.000490945,-0.1361,0.000496757575757,1.25493802,0.2046,1.26980084848,0.23761738,0.9042,0.240430666667
9964,9.0,1.0,0.00171404,-0.1342,0.00173167676768,1.26050356,0.1938,1.27557127273,0.27811608,0.9372,0.281717333333
10015,9.0,1.0,0.00127976,-0.1432,0.00129470707071,0.001507865,-0.000700000000002,0.00152576767677,0.0351505,1.023,0.0355666666667
10066,9.0,1.0,1.8745e-05,-0.1475,1.89393939388e-05,4.745e-06,0.0095,4.79797980058e-06,6.16297582204e-33,0.99,1.36591075151e-15
10117,8.0,1.0,2.462e-05,-0.1444,2.48888888883e-05,1.344e-05,0.0084,1.35757575783e-05,6.16297582204e-33,0.99,1.36591075151e-15
10168,8.0,1.0,0.00962342,-0.1624,0.00973761616162,0.85451254,0.1692,0.864627636364,0.408515625,0.8775,0.413352272727
10219,8.0,1.0,0.00959608,-0.1632,0.00970884848485,0.855836745,0.1651,0.86597069697,0.408515625,0.8775,0.413352272727
10270,9.0,1.0,0.00025452,-0.1446,0.000257414141414,0.00022132,0.000599999999997,0.000223878787882,0.00911008,0.9732,0.00921793939394
10321,8.0,1.0,0.000248505,-0.1425,0.000251262626262,0.000240105,0.0057,0.000242939393942,0.00911008,0.9732,0.00921793939394
10372,9.0,1.0,2.016e-05,-0.1428,2.0363636363e-05,1.50463276905e-36,0.01,2.94985346475e-15,6.16297582204e-33,0.99,1.36478931411e-15
10423,9.0,1.0,1.8745e-05,-0.1425,1.89393939388e-05,1.50463276905e-36,0.01,2.94985346475e-15,6.16297582204e-33,0.99,1.36478931411e-15
10474,9.0,1.0,0.031632145,-0.1119,0.0320094848485,0.086943745,-0.0419,0.0879731212121,0.20864872,0.9096,0.211119030303
10525,9.0,1.0,1.058152705,-0.2927,1.07130879798,0.099885745,-0.0635,0.100946212121,0.90072744,0.7608,0.910088242424
10576,9.0,1.0,1.017562105,-0.3193,1.02960455556,0.015215545,-0.0085,0.0153946969697,0.71467648,0.8412,0.723137939394
10627,9.0,1.0,8.0065e-05,-0.1433,8.09191919189e-05,1.716e-05,0.0178,1.73333333363e-05,6.16297582204e-33,0.99,1.39955387347e-15
10678,9.0,1.0,5.5305e-05,-0.1537,5.58686868684e-05,3.84e-06,0.0196,3.87878788177e-06,6.16297582204e-33,0.99,1.39955387347e-15
10729,9.0,1.0,3.2985e-05,-0.1549,3.3323232323e-05,1.5385e-05,0.0181,1.55454545484e-05,6.16297582204e-33,0.99,1.39955387347e-15
10780,9.0,1.0,3.602e-05,-0.1486,3.64040404038e-05,2.1e-05,0.013,2.12121212151e-05,6.16297582204e-33,0.99,1.39955387347e-15
10831,9.0,1.0,0.106246585,-0.2051,0.107504030303,0.226128105,-0.0737,0.228805363636,0.17012842,0.9174,0.172142666667
10882,9.0,1.0,0.03604812,-0.1666,0.0365984242424,0.076673385,-0.0179,0.077841,0.05768554,0.9658,0.058564
10933,9.0,1.0,0.066442305,-0.0963,0.0672255656566,0.02049768,0.0352,0.0207403636364,0.013830705,1.0107,0.0139944545455
10984,9.0,1.0,0.53907122,0.0286,0.544852565657,0.021006265,0.0319,0.021264030303,0.21779334,1.0908,0.220191272727
11035,11.0,1.0,0.483567385,-0.0169,0.489255949495,0.00068244,0.0034,0.000689333333336,0.210616265,1.0619,0.213183222222
11086,12.0,1.0,0.000133945,-0.1409,0.000135545454545,0.00039324,0.0098,0.000397939393942,0.00228284,0.9818,0.00230985858586
11137,12.0,1.0,2.304e-05,-0.1464,2.32727272726e-05,2.174e-05,0.0132,2.19797979828e-05,6.16297582204e-33,0.99,1.494595693e-15
11188,12.0,1.0,1.6e-05,-0.152,1.61616161615e-05,2.4105e-05,0.0133,2.43535353566e-05,6.16297582204e-33,0.99,1.494595693e-15
11239,12.0,1.0,2.4505e-05,-0.1543,2.47575757575e-05,1.544e-05,0.0184,1.5595959599e-05,6.16297582204e-33,0.99,1.494595693e-15
11290,12.0,1.0,0.000160505,-0.1493,0.000162131313131,0.00016644,0.0134,0.000168121212124,0.00614656,0.9788,0.00620864646465
11341,12.0,1.0,0.00013444,-0.1466,0.000135797979798,0.00014196,0.0098,0.000143393939397,0.00614656,0.9788,0.00620864646465
11392,12.0,1.0,2.9785e-05,-0.1439,3.00909090908e-05,2.1385e-05,0.0131,2.16060606091e-05,6.16297582204e-33,0.99,1.49487605235e-15
11443,12.0,1.0,1.344e-05,-0.1384,1.35757575756e-05,1.2745e-05,0.0115,1.28787878818e-05,6.16297582204e-33,0.99,1.49487605235e-15
11494,12.0,1.0,3.1745e-05,-0.1411,3.2111111111e-05,1.344e-05,0.0084,1.35757575788e-05,6.16297582204e-33,0.99,1.49487605235e-15
11545,12.0,1.0,2.176e-05,-0.1468,2.19797979797e-05,1.4105e-05,0.0083,1.42525252555e-05,6.16297582204e-33,0.99,1.49487605235e-15
11596,12.0,1.0,2.0585e-05,-0.1471,2.07979797979e-05,2.4185e-05,0.0059,2.44343434373e-05,6.16297582204e-33,0.99,1.49487605235e-15
11647,12.0,1.0,2.4745e-05,-0.1455,2.49999999999e-05,7.36e-06,0.000799999999997,7.4343434373e-06,6.16297582204e-33,0.99,1.49487605235e-15
11698,12.0,1.0,2.014e-05,-0.1428,2.03636363635e-05,9.85e-07,9.99999999969e-05,1.00000000295e-06,6.16297582204e-33,0.99,1.49487605235e-15
11749,12.0,1.0,1.8745e-05,-0.1425,1.89393939393e-05,1.476e-05,0.0018,1.49090909121e-05,6.16297582204e-33,0.99,1.49487605235e-15
11800,12.0,1.0,2.302e-05,-0.1464,2.32727272726e-05,2.176e-05,0.0068,2.19797979828e-05,6.16297582204e-33,0.99,1.49487605235e-15
11851,11.0,1.0,2.302e-05,-0.1464,2.32727272726e-05,1.50463276905e-36,0.01,3.00408205409e-15,6.16297582204e-33,0.99,1.49487605235e-15
11902,17.0,1.0,1.9705e-05,-0.1427,1.9909090909e-05,1.96e-06,0.0098,1.9797979828e-06,6.16297582204e-33,0.99,1.49487605235e-15
11953,17.0,1.0,1.4105e-05,-0.1383,1.42525252524e-05,9.85e-07,0.0099,1.000000003e-06,6.16297582204e-33,0.99,1.49487605235e-15
12004,17.0,1.0,1.802e-05,-0.1386,1.82222222221e-05,1.50463276905e-36,0.01,3.00408205409e-15,6.16297582204e-33,0.99,1.49487605235e-15
12055,17.0,1.0,0.47390908,-0.2622,0.479520363636,0.91390964,-0.1594,0.924724888889,0.22451002,0.9066,0.227168121212
12106,17.0,1.0,0.47697362,-0.255,0.482708080808,0.912064505,-0.1657,0.922810616162,0.231254545,0.8895,0.233837121212
12157,17.0,1.0,0.001734745,-0.1319,0.00175493939394,0.0004885,0.000999999999996,0.000493939393942,0.011471545,0.9661,0.0116038282828
12208,17.0,1.0,0.00038576,-0.1432,0.000389656565656,0.000282745,0.0075,0.000285606060609,0.00226576,0.9832,0.00228864646465
12259,17.0,1.0,2.464e-05,-0.1444,2.48888888888e-05,1.50463276905e-36,0.01,3.0573887978e-15,1.96e-06,0.9902,1.9797979813e-06
12310,17.0,1.0,2.4185e-05,-0.1441,2.44343434342e-05,8.98e-06,0.011,9.09090909397e-06,1.96e-06,0.9902,1.9797979813e-06
12361,17.0,1.0,0.04567246,-0.1804,0.046213979798,0.00669904,-0.0012,0.00677834343435,0.683251345,0.8311,0.69133110101
12412,17.0,1.0,0.904079065,-0.0141,0.915444636364,0.64065244,0.1378,0.648447636364,0.68562956,0.8362,0.693817737374
12463,17.0,1.0,0.28798056,-0.0788,0.292362181818,0.21376826,0.0586,0.217024282828,0.000404665,0.9933,0.000410212121214
12514,17.0,1.0,0.0017425,-0.127,0.00176060606061,0.000279785,0.0141,0.000283020202023,0.044193265,0.9547,0.0447160707071
12565,17.0,1.0,0.111861185,-0.1887,0.113203343434,0.412204905,0.1273,0.417056272727,0.40672422,0.846,0.411109090909
12616,17.0,1.0,0.11094076,-0.1946,0.112255393939,0.411414265,0.1297,0.416287787879,0.370239345,0.8829,0.374622818182
12667,17.0,1.0,7.34e-06,-0.1392,7.43434343425e-06,1.342e-05,0.0184,1.35757575788e-05,6.16297582204e-33,0.99,1.79429983778e-15
12718,17.0,1.0,5.62e-06,-0.1394,5.69696969687e-06,1.7665e-05,0.0177,1.78888888919e-05,7.84e-06,0.9896,7.91919192099e-06
12769,17.0,1.0,9.136e-05,-0.1408,9.22828282827e-05,2.354e-05,0.0162,2.3797979801e-05,0.01102084,0.9746,0.0111321616162
12820,17.0,1.0,0.00012644,-0.1466,0.000127717171717,2.1385e-05,0.0169,2.16060606091e-05,0.011025,0.975,0.0111363636364
12871,17.0,1.0,0.00011394,-0.1602,0.000115111111111,3.84e-06,0.0204,3.87878788181e-06,1.1305e-05,0.9887,1.1424242426e-05
12922,16.0,1.0,5.4745e-05,-0.1655,5.53030303031e-05,2.4e-05,0.018,2.42424242454e-05,1.1305e-05,0.9887,1.1424242426e-05
12973,16.0,1.0,0.278156745,-0.0815,0.280966414141,0.098644105,-0.0317,0.0996405151515,0.53406864,0.8856,0.539463272727
13024,15.0,1.0,0.277448105,-0.0717,0.280250616162,0.09878796,-0.0302,0.0997858181818,0.54527076,0.8682,0.550778545455
13075,15.0,1.0,0.000878465,-0.1471,0.000887464646465,0.01709756,0.0366,0.0172994343434,0.014855665,0.9711,0.0150058484849
13126,15.0,1.0,0.00012462,-0.1444,0.000125898989899,0.01723562,0.033,0.0174373737374,7.2625e-05,0.9885,7.34848484867e-05
13177,15.0,1.0,1.544e-05,-0.1384,1.55959595959e-05,3.82e-06,0.0104,3.8787878818e-06,6.16297582204e-33,0.99,1.86959822623e-15
13228,15.0,1.0,2.198e-05,-0.142,2.22222222221e-05,1.50463276905e-36,0.01,3.00945433062e-15,6.16297582204e-33,0.99,1.86959822623e-15
13279,15.0,1.0,2.302e-05,-0.1436,2.32727272726e-05,1.50463276905e-36,0.01,3.00945433062e-15,6.16297582204e-33,0.99,1.86959822623e-15
13330,15.0,1.0,3.6745e-05,-0.1385,3.71212121211e-05,2.905e-06,0.0103,2.93939394241e-06,6.16297582204e-33,0.99,1.86959822623e-15
13381,15.0,1.0,3.062e-05,-0.1344,3.09494949494e-05,4.745e-06,0.0105,4.79797980099e-06,6.16297582204e-33,0.99,1.86959822623e-15
13432,15.0,1.0,2.5705e-05,-0.1373,2.59696969696e-05,2.905e-06,0.0103,2.93939394241e-06,6.16297582204e-33,0.99,1.86959822623e-15
13483,15.0,1.0,1.1305e-05,-0.1387,1.14242424241e-05,1.344e-05,0.0116,1.35757575788e-05,6.16297582204e-33,0.99,1.86959822623e-15
13534,15.0,1.0,2.394e-05,-0.1398,2.42020202019e-05,1.476e-05,0.0118,1.49090909121e-05,6.16297582204e-33,0.99,1.86959822623e-15
13585,357.5,1.0,2.498e-05,-0.145,2.52525252525e-05,1.1305e-05,0.0113,1.14242424273e-05,6.16297582204e-33,0.99,1.86959822623e-15
13636,365.5,1.0,1.202e-05,-0.1486,1.21616161616e-05,2.4505e-05,0.0157,2.47575757606e-05,6.16297582204e-33,0.99,1.86959822623e-15
13687,276.5,1.0,0.00036144,-0.1428,0.000365818181818,2.8465e-05,0.0207,2.8797979801e-05,0.01189888,0.9708,0.0120397575758
13738,206.0,1.0,0.457626985,-0.0183,0.462998090909,0.19502854,-0.0568,0.197345212121,0.01568026,0.9594,0.0158420606061
13789,167.0,1.0,0.457423665,-0.0189,0.462832111111,0.194841185,-0.0579,0.197148070707,0.00420134,0.9788,0.00425107070707
13840,154.0,1.0,4.1305e-05,-0.1413,4.17272727271e-05,1.824e-05,0.0176,1.84242424273e-05,1.96e-06,0.9902,1.97979798168e-06
13891,75.0,1.0,0.074587785,-0.1959,0.0754688787879,0.58247092,-0.1166,0.589368121212,0.006974905,1.0047,0.00705748484849
13942,40.5,1.0,0.074587785,-0.1959,0.0754688787879,0.581962745,-0.1185,0.588859343434,0.006974905,1.0047,0.00705748484849
13993,55.0,1.0,0.020721,-0.163,0.0209303030303,0.030290585,-0.0121,0.0305965555556,0.00012544,0.9916,0.000126707070709
14044,53.0,1.0,0.03088792,-0.17,0.0312545454545,0.044825265,-0.0253,0.0453544545455,0.00018592,0.9924,0.000188121212123
14095,40.0,1.0,7.504e-05,-0.1464,7.57979797979e-05,2.1e-05,0.007,2.12121212152e-05,6.16297582204e-33,0.99,1.8761122005e-15
14146,44.5,1.0,4.2505e-05,-0.1493,4.29393939393e-05,1.5385e-05,0.0019,1.55454545485e-05,6.16297582204e-33,0.99,1.8761122005e-15
14197,14.0,1.0,1.9665e-05,-0.1427,1.99090909089e-05,0.0,-3.63795799041e-15,3.04848560883e-15,6.16297582204e-33,0.99,1.8761122005e-15
14248,13.0,1.0,1.536e-05,-0.1416,1.55959595958e-05,0.0,-3.63795799041e-15,3.04848560883e-15,6.16297582204e-33,0.99,1.8761122005e-15
14299,14.0,1.0,3.576e-05,-0.1468,3.61212121211e-05,1.6e-05,0.002,1.61616161647e-05,6.16297582204e-33,0.99,1.8761122005e-15
14350,14.0,1.0,3.376e-05,-0.1468,3.41010101009e-05,2.0585e-05,0.0071,2.07979798011e-05,6.16297582204e-33,0.99,1.8761122005e-15
14401,14.0,1.0,0.009447345,-0.1315,0.00956035353535,1.390646065,0.2187,1.40711849495,0.068003145,0.9441,0.0688082727273
14452,13.0,1.0,0.00959318,-0.136,0.00970707070707,1.38913192,0.2224,1.40558206061,0.068003145,0.9441,0.0688082727273
14503,14.0,1.0,4.4745e-05,-0.1495,4.52020202019e-05,2.4985e-05,0.0151,2.52424242454e-05,6.16297582204e-33,0.99,1.87504333048e-15
14554,14.0,1.0,1.716e-05,-0.1478,1.73333333332e-05,2.2105e-05,0.0167,2.23333333363e-05,6.16297582204e-33,0.99,1.87504333048e-15
14605,14.0,1.0,0.067695705,-0.1895,0.0684977272727,0.49862106,0.1414,0.504523272727,1.74932128,0.7572,1.77003248485
14656,14.0,1.0,0.096035545,-0.1629,0.0971238282828,0.509563105,0.1273,0.515563343434,1.75123396,0.7446,1.77196448485
14707,13.0,1.0,0.025976,-0.118,0.0262383838384,0.007506185,0.0059,0.00758201010101,0.00777924,0.9774,0.00785781818182
14758,13.0,1.0,2.564e-05,-0.1394,2.58989898989e-05,6.01853107621e-36,0.02,3.03176001069e-15,6.16297582204e-33,0.99,1.70570628329e-15
14809,13.0,1.0,2.2105e-05,-0.1333,2.23333333332e-05,1.2705e-05,0.0185,1.28787878818e-05,6.16297582204e-33,0.99,1.70570628329e-15
14860,13.0,1.0,6.505e-06,-0.1307,6.5757575756e-06,2.4865e-05,0.0153,2.51616161646e-05,6.16297582204e-33,0.99,1.70570628329e-15
14911,13.0,1.0,2.4985e-05,-0.1351,2.52424242423e-05,1.8745e-05,0.0125,1.89393939424e-05,6.16297582204e-33,0.99,1.70570628329e-15
14962,13.0,1.0,2.356e-05,-0.1362,2.37979797978e-05,2.1385e-05,0.0131,2.1606060609e-05,6.16297582204e-33,0.99,1.70570628329e-15
15013,14.0,1.0,2.1385e-05,-0.1369,2.16060606059e-05,1.7705e-05,0.0123,1.78888888919e-05,6.16297582204e-33,0.99,1.70570628329e-15
15064,13.0,1.0,2.4505e-05,-0.1443,2.47575757575e-05,2.905e-06,0.0103,2.93939394236e-06,6.16297582204e-33,0.99,1.70570628329e-15
15115,14.0,1.0,0.000189145,-0.1469,0.000191303030303,0.00014406,0.0124,0.0001456969697,0.00376488,0.9792,0.00380945454546
15166,14.0,1.0,0.000232345,-0.1515,0.000235101010101,0.000142345,0.0121,0.000144030303033,0.00376488,0.9792,0.00380945454546
15217,13.0,1.0,0.252223345,-0.2421,0.255204636364,0.45139296,0.1264,0.456744484848,0.029633905,1.0203,0.0299847575758
15268,13.0,1.0,2.042181665,-0.0177,2.0636300101,0.657469865,0.1397,0.665358494949,0.073591985,1.0067,0.0744142525253
15319,13.0,1.0,2.89199982,0.334,2.92168484848,2.470835145,-0.2329,2.49579453535,1.230590185,0.7441,1.24302039394
15370,13.0,1.0,1.249726145,0.0919,1.26278322222,1.507367745,-0.1255,1.52270580808,1.15186226,0.7334,1.16349741414
15421,13.0,1.0,4.002e-05,-0.1586,4.04444444456e-05,2.905e-06,-0.000300000000005,2.93939394294e-06,6.16297582204e-33,0.99,1.34123912874e-15
15472,13.0,1.0,0.037750505,-0.1807,0.0381318282828,0.023254585,0.0229,0.0234894848485,0.19324816,0.9272,0.195200161616
15523,13.0,1.0,0.03799636,-0.1758,0.0383801616162,0.023128,0.026,0.0233616161616,0.19324816,0.9272,0.195200161616
15574,13.0,1.0,2.136e-05,-0.1492,2.15757575769e-05,2.4e-05,0.004,2.4242424246e-05,6.16297582204e-33,0.99,1.34572487833e-15
15625,13.0,1.0,1.916e-05,-0.1522,1.93535353547e-05,1.476e-05,0.0018,1.49090909126e-05,6.16297582204e-33,0.99,1.34572487833e-15
15676,13.0,1.0,0.143464265,-0.2147,0.145164555556,0.02152024,-0.0252,0.0217767272727,0.074368,1.038,0.0752484848485
15727,12.0,1.0,0.143818745,-0.2119,0.145522616162,0.021527145,-0.0251,0.0217828181818,0.074368,1.038,0.0752484848485
15778,12.0,1.0,2.7305e-05,-0.1437,2.7585858587e-05,5.64e-06,0.000599999999995,5.69696970051e-06,6.16297582204e-33,0.99,1.34572487833e-15
15829,12.0,1.0,2.1705e-05,-0.1377,2.19292929304e-05,0.0,-4.71799682655e-15,3.53693073422e-15,6.16297582204e-33,0.99,1.34572487833e-15
15880,12.0,1.0,0.001436505,-0.1275,0.00145126262626,1.60785136,0.2236,1.62688791919,0.057723345,0.9465,0.0584068181818
15931,11.0,1.0,0.00146564,-0.1298,0.00148076767677,1.60785136,0.2236,1.62688791919,0.057723345,0.9465,0.0584068181818
15982,11.0,1.0,2.174e-05,-0.1368,2.1979797981e-05,0.0,-4.71588046391e-15,3.5448307624e-15,6.16297582204e-33,0.99,1.34950096832e-15
16033,11.0,1.0,1.714e-05,-0.1322,1.73333333345e-05,0.0,-4.71588046391e-15,3.5448307624e-15,6.16297582204e-33,0.99,1.34950096832e-15
16084,12.0,1.0,0.24527044,-0.2034,0.247747919192,0.87459904,-0.1336,0.883433373737,0.02414916,0.9678,0.0243930909091
16135,12.0,1.0,0.244708745,-0.2075,0.247180555556,0.87459904,-0.1336,0.883433373737,0.02414916,0.9678,0.0243930909091
16186,12.0,1.0,0.00085536,-0.1344,0.000865292929294,0.64940418,0.1438,0.657098545455,0.219690625,0.9075,0.222291666667
16237,11.0,1.0,0.000870385,-0.1359,0.000881000000001,0.649110345,0.1449,0.656796959596,0.219690625,0.9075,0.222291666667
16288,11.0,1.0,0.20196802,-0.2226,0.204354787879,0.128237985,-0.0621,0.129758171717,0.549698625,0.8595,0.556206818182
16339,12.0,1.0,0.201844265,-0.2233,0.204232434343,0.128623585,-0.0591,0.130147666667,0.549698625,0.8595,0.556206818182
16390,12.0,1.0,2.0585e-05,-0.1429,2.0797979799e-05,9e-06,0.009,9.09090909463e-06,6.16297582204e-33,0.99,1.2918958832e-15
16441,12.0,1.0,2.4185e-05,-0.1441,2.44343434354e-05,1.344e-05,0.0084,1.35757575795e-05,6.16297582204e-33,0.99,1.2918958832e-15
16492,11.0,1.0,2.3785e-05,-0.1439,2.40303030314e-05,1.924e-05,0.0074,1.94343434381e-05,6.16297582204e-33,0.99,1.2918958832e-15
16543,11.0,1.0,1.9705e-05,-0.1427,1.99090909102e-05,9e-06,0.009,9.09090909463e-06,6.16297582204e-33,0.99,1.2918958832e-15
16594,11.0,1.0,2.236e-05,-0.1434,2.26666666677e-05,0.00018592,0.0124,0.000188121212125,0.213346105,0.9087,0.215872030303
16645,11.0,1.0,0.529742945,-0.0121,0.536014737374,0.36786984,0.1192,0.372197333333,0.21381094,0.9108,0.216360969697
16696,11.0,1.0,0.52858432,-0.00759999999999,0.534848727273,0.36816808,0.1168,0.372527030303,0.000142345,0.9921,0.000144030303032
16747,11.0,1.0,1.9705e-05,-0.1327,1.99090909101e-05,1.50463276905e-36,0.01,3.67831466744e-15,6.16297582204e-33,0.99,1.28440503183e-15
16798,11.0,1.0,2.464e-05,-0.1344,2.48888888899e-05,1.342e-05,0.0084,1.35757575794e-05,6.16297582204e-33,0.99,1.28440503183e-15
16849,11.0,1.0,0.002261385,-0.1319,0.00228423232323,2.2705e-05,0.0075,2.29797979835e-05,0.27415696,0.9152,0.276926222222
16900,11.0,1.0,0.002272745,-0.1335,0.00229570707071,2.3705e-05,0.0073,2.39494949532e-05,0.27415696,0.9152,0.276926222222
16951,11.0,1.0,1.8e-05,-0.138,1.81818181829e-05,2.398e-05,0.004,2.42424242461e-05,6.16297582204e-33,0.99,1.25600988644e-15
17002,11.0,1.0,2.4985e-05,-0.1351,2.52424242435e-05,9.785e-06,0.0011,9.88888889251e-06,6.16297582204e-33,0.99,1.25600988644e-15
17053,11.0,1.0,0.175691745,-0.1961,0.177466454545,0.021476905,0.0247,0.0216938484849,0.14182756,0.9362,0.143260161616
17104,11.0,1.0,0.175835185,-0.1963,0.177611424242,0.021444745,0.0255,0.0216613636364,0.154951865,0.9143,0.156543949495
17155,11.0,1.0,0.000189505,-0.1367,0.000192030303031,1.204e-05,0.0014,1.21616161652e-05,0.015480745,0.9681,0.015664030303
17206,11.0,1.0,2.34147126,0.1316,2.3691590303,0.45564936,-0.1184,0.461043878788,0.001815625,0.9825,0.00183712121212
17257,11.0,1.0,2.338845545,0.1371,2.36653392929,0.455727265,-0.1181,0.461118575758,0.020728585,0.9627,0.0209411212121
17308,11.0,1.0,0.000352745,-0.1265,0.000356313131313,2.4185e-05,0.0041,2.4434343438e-05,0.01920996,0.9702,0.019404
17359,11.0,1.0,0.000484745,-0.1275,0.000489646464646,2.176e-05,0.0068,2.19797979835e-05,0.01844164,0.9706,0.0186279191919
17410,11.0,1.0,0.16599024,-0.1924,0.167666909091,0.107729665,0.0527,0.108817888889,0.04257424,0.9924,0.0430042828283
17461,11.0,1.0,0.164836,-0.198,0.166501010101,0.10756462,0.0544,0.108651151515,0.02328676,1.0118,0.023521979798
17512,11.0,1.0,1.056e-05,-0.1388,1.06666666666e-05,1.50463276905e-36,0.01,3.67593654116e-15,6.16297582204e-33,0.99,1.25152413685e-15
17563,11.0,1.0,2.784e-05,-0.1404,2.81212121212e-05,1.50463276905e-36,0.01,3.67593654116e-15,6.16297582204e-33,0.99,1.25152413685e-15
17614,11.0,1.0,2.436e-05,-0.1458,2.4606060606e-05,1.50463276905e-36,0.01,3.67593654116e-15,6.16297582204e-33,0.99,1.25152413685e-15
17665,11.0,1.0,2.496e-05,-0.1452,2.52121212121e-05,1.50463276905e-36,0.01,3.67593654116e-15,6.16297582204e-33,0.99,1.25152413685e-15
17716,11.0,1.0,1.042685305,0.0387,1.05502960606,0.24595174,0.0976,0.248860848485,0.043949745,1.0269,0.0444700909091
17767,11.0,1.0,1.042316905,0.0397,1.05465748485,0.245832705,0.0983,0.248743545455,0.043949745,1.0269,0.0444700909091
17818,11.0,1.0,0.003046585,-0.1331,0.00308221212121,0.10815712,0.0684,0.10943579798,0.088965625,0.9375,0.0900189393939
17869,11.0,1.0,0.037230785,-0.1681,0.0377044343434,0.31308796,-0.0106,0.317300646465,0.406932505,0.8367,0.411173848485
17920,11.0,1.0,0.03357192,-0.1776,0.0339699393939,0.196296905,-0.0685,0.198629040404,0.32800516,0.8894,0.331888525253
17971,11.0,1.0,0.002626585,-0.1529,0.00265312121212,0.02244004,0.0314,0.0226667070707,0.20960896,0.9248,0.211726222222
18022,11.0,1.0,0.002635705,-0.1523,0.00266233333333,0.022476505,0.0307,0.0227035454545,0.20958084,0.9246,0.211697818182
18073,11.0,1.0,2.3305e-05,-0.1437,2.3545454546e-05,2.3305e-05,0.0063,2.35454545491e-05,6.16297582204e-33,0.99,1.30983888158e-15
18124,10.0,1.0,2.2745e-05,-0.1435,2.29797979803e-05,2.016e-05,0.0072,2.03636363673e-05,6.16297582204e-33,0.99,1.30983888158e-15
18175,10.0,1.0,2.4465e-05,-0.1457,2.47575757581e-05,2.4185e-05,0.0059,2.4434343438e-05,6.16297582204e-33,0.99,1.30983888158e-15
18226,10.0,1.0,2.4465e-05,-0.1443,2.47575757581e-05,9e-06,0.000999999999995,9.09090909453e-06,6.16297582204e-33,0.99,1.30983888158e-15
18277,10.0,1.0,0.000391185,-0.1389,0.000395747474748,1.476e-05,0.0018,1.49090909127e-05,0.02677248,0.9612,0.0270894545455
18328,10.0,1.0,0.000384905,-0.1337,0.000389202020202,2.2105e-05,0.0067,2.2333333337e-05,0.02677248,0.9612,0.0270894545455
18379,10.0,1.0,0.180239785,-0.0561,0.182373525253,0.387018625,0.1195,0.391600757576,0.485951305,0.8673,0.491704757576
18430,10.0,1.0,0.18107114,-0.0606,0.18321579798,0.38758122,0.117,0.392172727273,0.543980105,0.8993,0.550319707071
18481,10.0,1.0,0.00014596,-0.1398,0.000147434343435,2.098e-05,0.003,2.12121212158e-05,0.050176,1.022,0.0506828282828
18532,10.0,1.0,0.310441545,-0.0409,0.314117363636,0.797066545,0.1591,0.806499181818,0.010809505,0.9717,0.0109374848485
18583,10.0,1.0,0.31053212,-0.0414,0.314212161616,0.79703048,0.1592,0.806468040404,0.010809505,0.9717,0.0109374848485
18634,10.0,1.0,0.00890512,-0.1556,0.00900872727273,0.000109585,0.0027,0.000110818181822,0.085881905,1.0147,0.0868615252525
18685,10.0,1.0,0.00914346,-0.1586,0.00925054545455,0.000126785,0.000299999999995,0.000128191919195,0.172700705,1.0573,0.174557282828
18736,10.0,1.0,0.000332545,-0.1429,0.00033594949495,1.9385e-05,-0.0019,1.95858585894e-05,0.08892324,1.0326,0.0898214545455
