is_walking,fsr1,fsr2,top_x,top_y,top_z,side_x,side_y,side_z,corner_x,corner_y,corner_z,front_x,front_y,front_z
0,0,0,0.06640625,0.036468506,-0.998565674,0.012542725,-0.996337891,-0.03515625,0.036697388,-0.998916626,-0.007492065,0.048309326,-0.996932983,-0.010162354
0,0,0,0.069168091,0.035140991,-0.999313354,0.012619019,-0.996139526,-0.035507202,0.036392212,-0.999511719,-0.006896973,0.046554565,-0.996688843,-0.009979248
0,0,0,0.069259644,0.036407471,-1.001373291,0.011657715,-0.996795654,-0.034973145,0.036819458,-0.999343872,-0.007232666,0.049072266,-0.996887207,-0.010009766
0,0,0,0.066436768,0.035720825,-1.000030518,0.01361084,-0.998092651,-0.034713745,0.037094116,-1.000335693,-0.007263184,0.048248291,-0.996246338,-0.010375977
0,0,0,0.068725586,0.036529541,-1.002456665,0.011886597,-0.996063232,-0.034255981,0.035827637,-0.999832153,-0.007675171,0.048751831,-0.996170044,-0.009429932
0,0,0,0.0675354,0.036605835,-0.998825073,0.012771606,-0.997238159,-0.035217285,0.035614014,-0.999084473,-0.006912231,0.048629761,-0.996963501,-0.009353638
0,0,0,0.067260742,0.036987305,-1.00062561,0.012634277,-1.000045776,-0.033340454,0.037246704,-0.999481201,-0.00831604,0.048110962,-0.995651245,-0.009277344
0,0,0,0.067230225,0.038024902,-1.000091553,0.013046265,-0.996871948,-0.035430908,0.036300659,-1.000244141,-0.007858276,0.048782349,-0.996780396,-0.009506226
0,0,0,0.067947388,0.035552979,-0.999267578,0.013076782,-0.99508667,-0.036056519,0.036758423,-0.999191284,-0.006744385,0.048171997,-0.996902466,-0.009567261
0,0,0,0.067611694,0.037826538,-1.00100708,0.013412476,-0.997451782,-0.034561157,0.036010742,-0.998916626,-0.008132935,0.048950195,-0.997085571,-0.009658813
0,0,0,0.067687988,0.036560059,-1.000717163,0.01260376,-0.995819092,-0.03314209,0.036224365,-0.999313354,-0.007736206,0.048843384,-0.99647522,-0.009780884
0,0,0,0.065719604,0.037719727,-0.999603271,0.012619019,-0.99609375,-0.033416748,0.037063599,-0.999481201,-0.006347656,0.047592163,-0.997421265,-0.010253906
0,0,0,0.066894531,0.036437988,-0.999359131,0.011444092,-0.996200562,-0.035064697,0.03515625,-0.999847412,-0.007644653,0.048126221,-0.996734619,-0.009506226
0,0,0,0.06640625,0.036239624,-1.002029419,0.014572144,-0.998092651,-0.034210205,0.036361694,-0.999511719,-0.006607056,0.047866821,-0.997146606,-0.010391235
0,0,0,0.065750122,0.037582397,-1.00100708,0.014068604,-0.996566772,-0.034515381,0.035232544,-0.99949646,-0.007583618,0.048492432,-0.996017456,-0.009460449
0,0,0,0.067871094,0.036300659,-1.001220703,0.011505127,-0.996566772,-0.035446167,0.036376953,-0.999542236,-0.007827759,0.04864502,-0.996582031,-0.009765625
0,0,0,0.067260742,0.037017822,-1.001205444,0.012954712,-0.995681763,-0.035766602,0.036499023,-0.998931885,-0.007247925,0.048202515,-0.997161865,-0.010482788
0,0,0,0.066635132,0.037612915,-1.001205444,0.012466431,-0.995773315,-0.034240723,0.036483765,-0.999282837,-0.00692749,0.048522949,-0.996337891,-0.00958252
0,0,0,0.066085815,0.037139893,-0.999664307,0.011367798,-0.996124268,-0.036270142,0.036651611,-1.000015259,-0.006607056,0.048233032,-0.997207642,-0.010437012
0,0,0,0.066482544,0.035934448,-1.001312256,0.013702393,-0.99710083,-0.035995483,0.036239624,-0.999649048,-0.007202148,0.04838562,-0.997314453,-0.009597778
0,0,0,0.066146851,0.036697388,-1.000335693,0.011978149,-0.996536255,-0.034103394,0.036956787,-0.998596191,-0.006973267,0.048629761,-0.996856689,-0.009353638
0,0,0,0.067214966,0.036895752,-1.001235962,0.013137817,-0.995407104,-0.034194946,0.035903931,-0.998458862,-0.007751465,0.047607422,-0.996383667,-0.009979248
0,0,0,0.065811157,0.035720825,-0.999313354,0.013015747,-0.99647522,-0.035171509,0.036804199,-0.999267578,-0.006958008,0.048187256,-0.996673584,-0.009109497
0,0,0,0.067092896,0.034011841,-0.999710083,0.012268066,-0.997177124,-0.033996582,0.036300659,-0.998901367,-0.007965088,0.049102783,-0.996307373,-0.009811401
0,0,0,0.065643311,0.034866333,-0.998336792,0.012680054,-0.997650146,-0.033828735,0.036254883,-0.999511719,-0.006652832,0.04888916,-0.996490479,-0.009460449
0,0,0,0.065795898,0.036300659,-1.000305176,0.012664795,-0.995758057,-0.03427124,0.036560059,-0.999465942,-0.006820679,0.048339844,-0.997116089,-0.009963989
0,0,0,0.067932129,0.035690308,-1.000106812,0.012634277,-0.995315552,-0.034805298,0.03604126,-0.997940063,-0.007843018,0.048156738,-0.996383667,-0.009185791
0,0,0,0.066421509,0.03503418,-1.000106812,0.012924194,-0.995605469,-0.034500122,0.036849976,-0.997833252,-0.007675171,0.048980713,-0.996795654,-0.009429932
0,0,0,0.06539917,0.036483765,-0.999557495,0.012359619,-0.998550415,-0.03414917,0.036987305,-0.999649048,-0.007553101,0.048965454,-0.99710083,-0.010406494
0,0,0,0.066574097,0.034820557,-1.002487183,0.012481689,-0.996459961,-0.034622192,0.035675049,-0.99899292,-0.007888794,0.048034668,-0.996505737,-0.009918213
0,0,0,0.067550659,0.035522461,-0.999755859,0.01322937,-0.996871948,-0.034683228,0.036270142,-0.998855591,-0.007232666,0.04864502,-0.996353149,-0.009490967
0,0,0,0.066864014,0.036819458,-1.000045776,0.012649536,-0.997299194,-0.036392212,0.036087036,-0.999740601,-0.007339478,0.048477173,-0.996414185,-0.009536743
0,0,0,0.066513062,0.035400391,-1.000839233,0.01210022,-0.996841431,-0.035186768,0.036636353,-0.998733521,-0.008255005,0.048446655,-0.995834351,-0.009109497
0,0,0,0.067504883,0.036315918,-0.999801636,0.014373779,-0.996124268,-0.036315918,0.036682129,-0.998764038,-0.008087158,0.048080444,-0.996765137,-0.009597778
0,0,0,0.066482544,0.036315918,-0.998535156,0.012741089,-0.9974823,-0.036437988,0.037002563,-1.000015259,-0.007766724,0.048446655,-0.997055054,-0.00920105
0,0,0,0.068008423,0.035614014,-1,0.012573242,-0.996749878,-0.034210205,0.036941528,-0.998931885,-0.007720947,0.048187256,-0.996383667,-0.00944519
0,0,0,0.066650391,0.036239624,-1.000320435,0.011886597,-0.997695923,-0.035018921,0.036499023,-0.999328613,-0.006988525,0.048202515,-0.996047974,-0.010223389
0,0,0,0.066192627,0.035598755,-0.999694824,0.012619019,-0.996231079,-0.036132813,0.036560059,-1.000259399,-0.007080078,0.047515869,-0.996582031,-0.009292603
0,0,0,0.067169189,0.038146973,-1.000411987,0.011550903,-0.995666504,-0.033050537,0.036468506,-0.999954224,-0.00718689,0.048294067,-0.996551514,-0.010604858
0,0,0,0.067779541,0.036819458,-1.001617432,0.012908936,-0.996810913,-0.034606934,0.0362854,-0.999710083,-0.006820679,0.048553467,-0.997024536,-0.010009766
0,0,0,0.067001343,0.034759521,-0.99987793,0.012832642,-0.995605469,-0.0362854,0.037734985,-0.999542236,-0.0078125,0.048141479,-0.996810913,-0.010269165
0,0,0,0.06678772,0.03565979,-1.000717163,0.013580322,-0.995834351,-0.0337677,0.036422729,-0.998474121,-0.007614136,0.04826355,-0.997116089,-0.009140015
0,0,0,0.066497803,0.037597656,-0.999404907,0.012390137,-0.996795654,-0.034469604,0.036911011,-0.99961853,-0.007080078,0.048431396,-0.997238159,-0.009887695
0,0,0,0.066940308,0.03565979,-0.999420166,0.013412476,-0.994506836,-0.034988403,0.036651611,-0.999420166,-0.007141113,0.047927856,-0.996749878,-0.009140015
0,0,0,0.066375732,0.035552979,-1.00088501,0.012054443,-0.996536255,-0.034317017,0.036102295,-0.999572754,-0.006546021,0.048370361,-0.997177124,-0.009216309
0,0,0,0.066497803,0.035888672,-1.000061035,0.012313843,-0.99621582,-0.034881592,0.036270142,-0.999313354,-0.007293701,0.048614502,-0.996414185,-0.009918213
0,0,0,0.068557739,0.035797119,-0.998199463,0.011993408,-0.994979858,-0.032806396,0.036743164,-0.999755859,-0.007507324,0.047943115,-0.996994019,-0.010025024
0,0,0,0.066696167,0.03742981,-1.001174927,0.012939453,-0.996154785,-0.033508301,0.035934448,-0.998840332,-0.008270264,0.048736572,-0.996170044,-0.008911133
0,0,0,0.067489624,0.035949707,-1.001464844,0.013290405,-0.997207642,-0.03288269,0.036972046,-0.999053955,-0.007461548,0.047470093,-0.99546814,-0.009674072
0,0,0,0.066940308,0.037338257,-1.000488281,0.013183594,-0.99520874,-0.034759521,0.036102295,-0.999664307,-0.007781982,0.048431396,-0.997238159,-0.010040283
0,0,0,0.06791687,0.037017822,-0.998504639,0.012420654,-0.99559021,-0.036376953,0.037185669,-0.99911499,-0.007797241,0.04788208,-0.997360229,-0.010604858
0,0,0,0.065139771,0.03793335,-1.000473022,0.013977051,-0.99659729,-0.034469604,0.035888672,-0.999893188,-0.007156372,0.048156738,-0.996612549,-0.008468628
0,0,0,0.066574097,0.036346436,-1.00100708,0.01423645,-0.996444702,-0.035232544,0.036483765,-0.999282837,-0.008056641,0.048797607,-0.996688843,-0.009658813
0,0,0,0.067092896,0.036193848,-1.000335693,0.012420654,-0.996383667,-0.033935547,0.035354614,-0.999191284,-0.007553101,0.049041748,-0.996520996,-0.008911133
0,0,0,0.066802979,0.034927368,-1.000152588,0.013381958,-0.996994019,-0.035202026,0.036010742,-0.999862671,-0.008178711,0.04826355,-0.996994019,-0.010559082
0,0,0,0.066696167,0.035263062,-1.000167847,0.012619019,-0.998001099,-0.034866333,0.03515625,-0.999588013,-0.007003784,0.048751831,-0.996429443,-0.009552002
0,0,0,0.066635132,0.036392212,-1.000167847,0.01171875,-0.997787476,-0.034072876,0.037322998,-0.999191284,-0.007507324,0.048065186,-0.996490479,-0.009399414
0,0,0,0.067092896,0.037780762,-1.001464844,0.012115479,-0.996414185,-0.03314209,0.0365448,-0.998977661,-0.007858276,0.048416138,-0.99671936,-0.010314941
0,0,0,0.067703247,0.036148071,-1.001144409,0.013244629,-0.997848511,-0.032958984,0.0365448,-0.999694824,-0.007324219,0.048202515,-0.996185303,-0.009765625
0,0,0,0.067932129,0.035736084,-0.999847412,0.013092041,-0.996658325,-0.035079956,0.036331177,-0.999343872,-0.007980347,0.04864502,-0.996109009,-0.009307861
0,0,0,0.066177368,0.035324097,-1.001495361,0.013061523,-0.997909546,-0.035583496,0.036621094,-0.99987793,-0.007583618,0.048828125,-0.996383667,-0.009841919
0,0,0,0.06690979,0.0362854,-0.999832153,0.01171875,-0.994674683,-0.034713745,0.036132813,-0.998641968,-0.007858276,0.049057007,-0.997314453,-0.009841919
0,0,0,0.06678772,0.034896851,-0.999740601,0.013824463,-0.997894287,-0.034729004,0.036605835,-0.999893188,-0.008270264,0.048065186,-0.996368408,-0.009399414
0,0,0,0.067153931,0.03692627,-1.001159668,0.013427734,-0.997238159,-0.035430908,0.03704834,-1.000091553,-0.006881714,0.048431396,-0.995956421,-0.009521484
0,0,0,0.066802979,0.03565979,-0.999771118,0.013305664,-0.997344971,-0.033172607,0.035888672,-0.998931885,-0.007446289,0.048324585,-0.997558594,-0.009414673
0,0,0,0.066192627,0.036849976,-1.000854492,0.014938354,-0.995849609,-0.035476685,0.03666687,-0.99937439,-0.007080078,0.048324585,-0.996017456,-0.009628296
0,0,0,0.06590271,0.037857056,-1.001052856,0.012573242,-0.997299194,-0.03364563,0.036987305,-0.998977661,-0.007339478,0.048187256,-0.997467041,-0.009780884
0,0,0,0.066757202,0.036300659,-1.000091553,0.012405396,-0.995742798,-0.035079956,0.037017822,-1.000228882,-0.007278442,0.047286987,-0.996429443,-0.010787964
0,0,0,0.067321777,0.036590576,-0.999984741,0.013168335,-0.996414185,-0.035919189,0.037338257,-0.999359131,-0.007751465,0.048675537,-0.996780396,-0.009078979
0,0,0,0.068557739,0.037078857,-0.999893188,0.014068604,-0.996841431,-0.032867432,0.037734985,-0.999603271,-0.007141113,0.048736572,-0.996688843,-0.009597778
0,0,0,0.066818237,0.03527832,-0.999481201,0.012191772,-0.996841431,-0.035568237,0.036621094,-0.998413086,-0.007034302,0.0493927,-0.997116089,-0.009292603
0,0,0,0.067581177,0.0365448,-0.998901367,0.011535645,-0.997024536,-0.034820557,0.036895752,-0.999664307,-0.007568359,0.048187256,-0.996871948,-0.009490967
0,0,0,0.067855835,0.035934448,-1.001663208,0.012832642,-0.997070313,-0.03553772,0.036193848,-0.998718262,-0.007232666,0.04838562,-0.997497559,-0.010101318
0,0,0,0.068222046,0.035400391,-1.001327515,0.014709473,-0.996627808,-0.035888672,0.036331177,-0.999450684,-0.00692749,0.047958374,-0.996200562,-0.009933472
0,0,0,0.066177368,0.037094116,-0.999725342,0.012313843,-0.998275757,-0.035827637,0.037155151,-1.000320435,-0.007614136,0.04850769,-0.996795654,-0.009735107
0,0,0,0.0652771,0.035964966,-1.00050354,0.01210022,-0.996551514,-0.033782959,0.036453247,-0.999343872,-0.008346558,0.048248291,-0.995483398,-0.009841919
0,0,0,0.066589355,0.03717041,-1.001571655,0.012832642,-0.997787476,-0.033660889,0.037124634,-0.999725342,-0.007461548,0.047424316,-0.996627808,-0.009109497
0,0,0,0.067489624,0.036911011,-1.000839233,0.011352539,-0.997192383,-0.03692627,0.03666687,-0.99937439,-0.007675171,0.047637939,-0.996398926,-0.010223389
0,0,0,0.066680908,0.036102295,-1.00050354,0.011505127,-0.995574951,-0.0340271,0.036392212,-1.000091553,-0.007797241,0.047470093,-0.997467041,-0.011047363
0,0,0,0.067260742,0.036468506,-1.000823975,0.011657715,-0.995880127,-0.03453064,0.036773682,-0.999221802,-0.007720947,0.047958374,-0.997283936,-0.009185791
0,0,0,0.06590271,0.036010742,-0.99949646,0.011962891,-0.997528076,-0.034896851,0.036712646,-1.000640869,-0.007736206,0.047866821,-0.997192383,-0.009689331
0,0,0,0.066574097,0.03553772,-1.001113892,0.013031006,-0.996948242,-0.034713745,0.035842896,-0.999084473,-0.008010864,0.048233032,-0.99671936,-0.009872437
0,0,0,0.067520142,0.036972046,-1.001205444,0.012191772,-0.996826172,-0.034286499,0.036712646,-0.999588013,-0.006912231,0.048095703,-0.996322632,-0.009353638
0,0,0,0.066619873,0.036132813,-0.999069214,0.014053345,-0.996231079,-0.031982422,0.035263062,-0.999893188,-0.006881714,0.048599243,-0.996765137,-0.009918213
0,0,0,0.06590271,0.03553772,-1.000854492,0.012756348,-0.995803833,-0.033935547,0.036392212,-0.999694824,-0.008041382,0.049026489,-0.995880127,-0.009552002
0,0,0,0.067779541,0.037368774,-1.000061035,0.013183594,-0.996337891,-0.035507202,0.036651611,-0.999557495,-0.007110596,0.047683716,-0.996582031,-0.010559082
0,0,0,0.066207886,0.036132813,-1.001419067,0.011993408,-0.995040894,-0.035522461,0.036605835,-0.999160767,-0.007492065,0.04850769,-0.996810913,-0.00932312
0,0,0,0.065597534,0.036361694,-1.001800537,0.013137817,-0.996307373,-0.036087036,0.035827637,-0.999710083,-0.00680542,0.047744751,-0.996902466,-0.010391235
0,0,0,0.067764282,0.034957886,-1.000228882,0.01184082,-0.998947144,-0.035171509,0.036529541,-0.999298096,-0.007232666,0.048522949,-0.996749878,-0.010253906
0,0,0,0.066497803,0.035003662,-0.999893188,0.011886597,-0.995742798,-0.035903931,0.036300659,-0.99899292,-0.007171631,0.048217773,-0.996459961,-0.009963989
0,0,0,0.067489624,0.037780762,-1.001495361,0.012023926,-0.997955322,-0.036010742,0.037109375,-0.999526978,-0.006790161,0.04876709,-0.996185303,-0.009185791
0,0,0,0.067443848,0.036468506,-1.001754761,0.011871338,-0.996353149,-0.033050537,0.036209106,-0.999542236,-0.007644653,0.048461914,-0.997360229,-0.009979248
0,0,0,0.066497803,0.036178589,-1.000732422,0.013290405,-0.997344971,-0.035110474,0.036712646,-0.999145508,-0.007522583,0.047683716,-0.996337891,-0.009094238
0,0,0,0.06690979,0.035110474,-1.000396729,0.011306763,-0.996994019,-0.033538818,0.036239624,-0.999526978,-0.007843018,0.04850769,-0.996414185,-0.010070801
0,0,0,0.066238403,0.035491943,-0.999282837,0.014572144,-0.998275757,-0.034957886,0.03678894,-0.999176025,-0.006515503,0.048126221,-0.996429443,-0.009841919
0,0,0,0.067626953,0.036056519,-1.000411987,0.011810303,-0.997817993,-0.035614014,0.036880493,-0.999893188,-0.008071899,0.048522949,-0.996795654,-0.009506226
0,0,0,0.066726685,0.035629272,-1.000106812,0.011260986,-0.996109009,-0.035446167,0.036422729,-0.998214722,-0.007263184,0.04826355,-0.996276855,-0.009552002
0,0,0,0.06829834,0.037109375,-0.999389648,0.013565063,-0.99609375,-0.032058716,0.035812378,-0.99949646,-0.007827759,0.047973633,-0.996582031,-0.009490967
0,0,0,0.067337036,0.036224365,-1.001342773,0.012268066,-0.996856689,-0.035415649,0.036651611,-0.999176025,-0.007247925,0.048660278,-0.997238159,-0.009796143
0,0,0,0.066970825,0.037216187,-1.000061035,0.014022827,-0.996353149,-0.034790039,0.035507202,-0.99911499,-0.0078125,0.048843384,-0.997161865,-0.009613037
0,0,0,0.067642212,0.035430908,-1.001464844,0.013092041,-0.997543335,-0.033584595,0.036331177,-1.000198364,-0.007904053,0.04901123,-0.996612549,-0.009902954
0,0,0,0.066238403,0.035018921,-1.000442505,0.013702393,-0.997070313,-0.037734985,0.03565979,-0.999649048,-0.006942749,0.048019409,-0.996948242,-0.009841919
0,0,0,0.067443848,0.036315918,-0.999343872,0.012329102,-0.995193481,-0.034881592,0.037109375,-0.99949646,-0.006607056,0.048706055,-0.996353149,-0.009750366
0,0,0,0.0675354,0.035385132,-0.999267578,0.012527466,-0.996902466,-0.035949707,0.035598755,-0.998458862,-0.007492065,0.047439575,-0.996887207,-0.0103302
0,0,0,0.06640625,0.036834717,-1.00038147,0.01361084,-0.995819092,-0.035476685,0.036010742,-0.998901367,-0.006774902,0.04826355,-0.996414185,-0.00944519
0,0,0,0.066101074,0.034957886,-1.000671387,0.012191772,-0.997192383,-0.03503418,0.036499023,-0.999786377,-0.007354736,0.048400879,-0.997009277,-0.009887695
0,0,0,0.067626953,0.035934448,-1.000900269,0.012329102,-0.99760437,-0.035171509,0.036026001,-0.99949646,-0.007995605,0.048217773,-0.996261597,-0.009674072
0,0,0,0.067077637,0.036758423,-1.00100708,0.013214111,-0.995254517,-0.034881592,0.036117554,-0.999069214,-0.007278442,0.047470093,-0.997192383,-0.009918213
0,0,0,0.067565918,0.03515625,-1.001235962,0.012741089,-0.997802734,-0.034408569,0.035858154,-0.999465942,-0.007278442,0.047668457,-0.99671936,-0.009933472
0,0,0,0.067550659,0.036148071,-1.000335693,0.013275146,-0.995620728,-0.035461426,0.036483765,-0.998703003,-0.006896973,0.047927856,-0.996765137,-0.008972168
0,0,0,0.068008423,0.035675049,-1.000686646,0.01260376,-0.996444702,-0.036239624,0.03578186,-0.999771118,-0.007629395,0.048736572,-0.996765137,-0.009414673
0,0,0,0.067581177,0.036849976,-1.00100708,0.014099121,-0.996688843,-0.031906128,0.036239624,-0.998626709,-0.007446289,0.04800415,-0.9972229,-0.009613037
0,0,0,0.066329956,0.036026001,-0.999038696,0.012084961,-0.996566772,-0.033538818,0.036560059,-0.999694824,-0.006271362,0.047790527,-0.996826172,-0.009384155
0,0,0,0.066390991,0.036590576,-1.00163269,0.013702393,-0.99559021,-0.034179688,0.035675049,-1.000167847,-0.007339478,0.047454834,-0.996398926,-0.010101318
0,0,0,0.066375732,0.036697388,-1.001220703,0.013168335,-0.996994019,-0.036071777,0.036483765,-0.999191284,-0.007202148,0.04826355,-0.996582031,-0.009735107
0,0,0,0.065307617,0.036911011,-0.999923706,0.012115479,-0.996200562,-0.034362793,0.036560059,-0.998886108,-0.007522583,0.048370361,-0.99659729,-0.008758545
0,0,0,0.067199707,0.035324097,-0.999511719,0.011672974,-0.997009277,-0.034408569,0.036605835,-0.998840332,-0.007629395,0.048294067,-0.995941162,-0.009597778
0,0,0,0.066589355,0.03704834,-1.001235962,0.011657715,-0.997299194,-0.03503418,0.036972046,-0.999847412,-0.008209229,0.048126221,-0.996307373,-0.010147095
0,0,0,0.066970825,0.037582397,-1.000289917,0.013793945,-0.996566772,-0.036575317,0.03755188,-0.999389648,-0.00769043,0.048461914,-0.995864868,-0.009552002
0,0,0,0.068572998,0.035827637,-1.00038147,0.012542725,-0.997161865,-0.033309937,0.036560059,-0.999206543,-0.006896973,0.048065186,-0.997268677,-0.009674072
0,0,0,0.068328857,0.0365448,-0.999954224,0.011535645,-0.996246338,-0.034729004,0.0365448,-0.999710083,-0.006820679,0.049026489,-0.996673584,-0.010498047
0,0,0,0.067337036,0.035751343,-1.000106812,0.013275146,-0.996109009,-0.03338623,0.037521362,-1.000045776,-0.007339478,0.048156738,-0.996612549,-0.010299683
0,0,0,0.067581177,0.034744263,-1.000305176,0.012359619,-0.996551514,-0.035568237,0.035827637,-0.999420166,-0.007293701,0.047927856,-0.996170044,-0.010223389
0,0,0,0.066894531,0.035049438,-1.000488281,0.012741089,-0.99559021,-0.035491943,0.036560059,-0.999359131,-0.006958008,0.048782349,-0.99659729,-0.009353638
0,0,0,0.067703247,0.035049438,-1.000335693,0.013565063,-0.994155884,-0.034317017,0.036300659,-0.99911499,-0.007263184,0.048080444,-0.996261597,-0.010131836
0,0,0,0.06803894,0.038085938,-1.000549316,0.013427734,-0.995269775,-0.034866333,0.037109375,-0.999313354,-0.00692749,0.047836304,-0.997573853,-0.009490967
0,0,0,0.066940308,0.035629272,-0.999420166,0.014099121,-0.995254517,-0.035369873,0.035751343,-0.999206543,-0.007843018,0.048339844,-0.996520996,-0.009567261
0,0,0,0.06678772,0.034881592,-1.001480103,0.013778687,-0.996902466,-0.035339355,0.035308838,-0.999267578,-0.005905151,0.047988892,-0.997146606,-0.009643555
0,0,0,0.065673828,0.035049438,-1.001525879,0.012802124,-0.996582031,-0.033401489,0.036437988,-0.998687744,-0.007354736,0.047912598,-0.996795654,-0.00944519
0,0,0,0.067810059,0.034561157,-0.999786377,0.013442993,-0.995040894,-0.034133911,0.036727905,-0.998199463,-0.006027222,0.048034668,-0.997238159,-0.010192871
