is_walking,fsr1_med,fsr2_med,x_mean,y_mean,z_mean,x_var,y_var,z_var,x_energy,y_energy,z_energy
1.0,0.0,328.41999999999996,0.06805356343750005,0.06596501666666663,-0.9989525477500001,6.409639342760727e-05,0.0003518613567282667,5.064160650467748e-06,6.2580944444333e-05,0.00034446362352743556,4.922920172346158e-06
1.0,0.0,331.96500000000003,0.06870841981250005,0.06987921393749993,-0.9989576339791663,0.0001613830121483453,0.00029799957214871476,1.8333185669117327e-05,0.00015801379848487268,0.00029166812635650623,1.7629610103238116e-05
1.0,0.0,336.265,0.0695072809375,0.06387074789583327,-0.9992364247291663,0.00019091392098090026,0.0002640946412402546,1.9792358190167735e-05,0.0001848985115251352,0.00025655655829172553,1.8885637077249712e-05
1.0,0.0,337.91,0.06857236222916667,0.06954606372916665,-0.9993216196458331,0.000105807856004335,0.00023572062955951381,5.85326301065523e-06,0.0001032107783515386,0.00022756874415228817,5.696679187976472e-06
1.0,0.0,340.845,0.06940905258333334,0.0696420669375,-0.9991057713541661,0.00013401892253208741,0.0003972630191585201,7.914198468495169e-06,0.00013089624193704952,0.0003888990668794339,7.70089173165403e-06
1.0,0.0,319.91999999999996,0.06897322337499998,0.06314881643749996,-0.9989477793333332,0.00017602062254020026,0.0004907700312999154,1.14709512828949e-05,0.00017195085608935815,0.00047751945757599297,1.1063131305881497e-05
1.0,0.0,329.805,0.06929206843749998,0.06535498304166663,-0.9992316564375002,0.00017152473532194355,0.0004297997141543653,8.089908653340975e-06,0.00016795115599778704,0.0004197525529740228,7.875479342816682e-06
1.0,0.0,331.09000000000003,0.07098579406249997,0.05825805660416663,-0.9990844727083331,0.00014270277815921892,0.00036690734945081104,6.813803627078413e-06,0.00013437350577049403,0.00035919165366736895,6.643730035034862e-06
1.0,0.0,326.985,0.0695994695,0.06675211587499999,-0.9980560938333332,0.00011652864344915734,0.0004058014564196769,9.4574889034223e-06,0.00011147069328741076,0.000396190854243441,9.134480711449968e-06
1.0,0.0,336.905,0.07026926670833333,0.06652355197916666,-0.9980688094583337,0.00014397872763611072,0.0005150772263991788,1.019641582638025e-05,0.00013975906370633577,0.0005042484048460124,9.876138510775903e-06
1.0,0.0,333.64,0.07151953372916667,0.057411829666666636,-0.9984273910833344,0.00011511812877678136,0.00045194206295824354,1.0956340372892428e-05,0.0001108844375511713,0.0004410389996746994,1.0610266872225174e-05
1.0,0.0,348.21000000000004,0.06995073954166664,0.07116699218749999,-0.9979467392500005,9.5634810127922e-05,0.00041148757907087153,1.1045435451937733e-05,9.344712160930866e-05,0.00040095002374144296,1.0813361291516018e-05
1.0,0.0,362.70000000000005,0.07087389631249996,0.06729539235416661,-0.9985914230416668,0.0002163587592987536,0.0003746988409138025,1.4105853076093825e-05,0.00021167572760530598,0.0003645459050925086,1.3797734367765353e-05
1.0,0.0,335.15,0.0688511530833333,0.06029955547916662,-0.9991763432916666,0.0003140858477848879,0.0003476465479459644,1.799230484041731e-05,0.00029934525977460386,0.0003400951489859451,1.7473324351297574e-05
1.0,0.0,359.5,0.07013734185416665,0.06254418695833332,-0.9987955093958331,0.0002522483248633934,0.0006890265582172623,2.241367885931396e-05,0.0002456389476523641,0.0006743673078347269,2.1778807734761866e-05
1.0,0.0,338.245,0.07035128274999998,0.057332038916666626,-0.999751091020833,0.00015610352550564195,0.0007109948098486402,3.4153394344029304e-05,0.00015192492080414382,0.0006960789497587228,3.165005833042656e-05
1.0,0.0,346.40999999999997,0.06846872966666663,0.06476275129166663,-0.9992678960416664,0.00021682912735876568,0.0003858939322343298,9.84653142655078e-06,0.00021196870977825824,0.00037780634404553263,9.314127584546436e-06
1.0,0.0,374.68,0.06989097600000001,0.05903434760416663,-0.9995139440833336,0.0002496979215565651,0.0003425783555020625,3.806965341395483e-05,0.00024059902403298847,0.0003350406307427962,3.562740105802033e-05
1.0,0.0,370.52,0.06982167566666668,0.049523035770833286,-0.9999475479583334,0.00015665758383241778,0.00027611561524699767,4.0673125237758405e-05,0.00014417160304043173,0.00026962124972859474,3.9028205853814734e-05
1.0,0.0,376.12,0.06811269125000001,0.06111431124999999,-0.9996538162499999,0.00011686117969189062,0.00030369741298408054,1.3222641976142166e-05,0.00010903275192147049,0.00029730180637748527,1.2546209956735875e-05
1.0,0.0,358.78,0.06916173300000002,0.05493640906250002,-0.99972407025,0.00011170264974043791,0.00034763745494504906,1.0274081565255018e-05,0.00010929554821656209,0.00034036635843497814,9.646165327023988e-06
1.0,0.0,357.34000000000003,0.06781196595833336,0.05252329516666667,-1.0003318786666668,0.00016210889724622916,0.00044349407969997785,6.864882704606507e-06,0.00015457132309637303,0.0004342165510927595,6.686550868030743e-06
1.0,0.0,357.135,0.0680367152291667,0.05934302012500001,-0.9995889663958336,0.000129273627353869,0.0004069051991538688,1.2142380037741502e-05,0.00012551080031525348,0.000398427512286353,1.1760548029283899e-05
1.0,0.0,322.99,0.0691124598541667,0.053089777645833336,-0.9991928736458336,6.06928409377928e-05,0.00026389410466231774,1.1710888286287613e-05,5.940803281572159e-05,0.0002583908748659999,1.146495052384817e-05
1.0,0.0,354.375,0.06898943581250001,0.058673858687499976,-0.9996118545833336,0.00015755476181974554,0.00035514469945956546,1.3626486877837014e-05,0.0001538072575614428,0.0003469678407157277,1.333594377960986e-05
1.0,0.0,336.025,0.0703191756875,0.05761337283333331,-0.9999863306666668,0.00020777777731689924,0.0004875399151495799,1.5053316133080124e-05,0.00020327370438760322,0.00047638316227303543,1.472878007185202e-05
1.0,0.0,334.44,0.06975968677083334,0.050741831458333324,-0.9988120396666669,0.00019654493146511594,0.0005961404137238841,2.953180265182003e-05,0.00018568755800577093,0.0005643022603197196,2.88281170255427e-05
1.0,0.0,338.87,0.07066186270833336,0.053842544583333346,-0.9983485539375002,0.00013769869943601305,0.0005130537553245566,2.6933613437014196e-05,0.00013375941997005364,0.0004954720547308618,2.6311912767494284e-05
1.0,0.0,343.0,0.07060178120833337,0.048831304041666655,-1.000040372229167,0.00012175094676685321,0.0002498964456965381,8.698944134892383e-06,0.00011784294561222115,0.00024455403931527913,8.516594370005414e-06
1.0,0.0,352.86,0.06959279379166672,0.05605443325,-0.9997390111250003,0.00025946518364132893,0.00047420180700609953,1.306799372128363e-05,0.00025255114620490555,0.0004642128228729284,1.2764607560956794e-05
1.0,0.0,356.13,0.07075277970833338,0.05182011916666665,-0.9991623560416668,0.0003361939057881334,0.0005513336687528617,1.4836634880694754e-05,0.00032857971518794355,0.0005381804704005925,1.4521935375821556e-05
1.0,0.0,363.1,0.06970659895833338,0.04719765977083331,-0.9994958242291667,0.0002611306356918874,0.00044933745326259213,1.8709764932528455e-05,0.00024576721067819004,0.0004387960410514389,1.8178386229891668e-05
1.0,0.0,359.865,0.06907717383333337,0.054323832166666676,-0.9991270701041661,0.00042966225163614067,0.00045907182632857,3.7087018715789016e-05,0.00041928198078140376,0.0004486798712998251,3.611628453788309e-05
1.0,0.0,363.09000000000003,0.06988016766666669,0.04382737479166666,-0.9993775684999996,0.0003918139681696688,0.00033197743775868754,3.255901729088576e-05,0.00038316873566480536,0.00032481512935945327,3.160827624055074e-05
1.0,0.0,373.395,0.06941477466666669,0.0513734818333333,-0.9991696675416663,0.0001897572335863212,0.0005216819194203989,2.9763086334011886e-05,0.00017777966797705145,0.0005068677250511178,2.9129464287710354e-05
1.0,0.0,374.29,0.07055282600000003,0.04853916177083333,-0.9996795654999997,0.00027803105179380273,0.0005089360239977601,4.7721532986359426e-05,0.0002698678624223436,0.0004981729189613758,4.633515036973253e-05
1.0,0.0,378.35,0.06720956160416669,0.049681027791666665,-1.0006526311458332,0.00017991702224910689,0.0006841743596006999,2.4151257146967117e-05,0.00017611187110444607,0.0006692871791610842,2.3643588750695796e-05
1.0,0.0,370.905,0.06711196893750003,0.05340067549999999,-0.9997259775833331,0.00010389054311209337,0.0006199416151302131,1.9936782211925152e-05,0.0001016487161517878,0.0006061306107561265,1.9422681458526986e-05
1.0,0.0,370.53499999999997,0.06742191318750004,0.047128041583333315,-0.999643961645833,0.000163916656948747,0.0003730688564764418,2.0132512373243042e-05,0.00016047965007080043,0.000364238554531615,1.9636890395295803e-05
1.0,0.0,381.105,0.06756909693750006,0.05538113912499998,-0.9997520447499998,0.00021442311392603708,0.00044261196685261455,1.8212533409976404e-05,0.00020991319925079365,0.00043319519003919883,1.778237585264164e-05
1.0,0.0,372.025,0.06684398650000004,0.05398845677083331,-1.0003751119583326,0.0001954913178311983,0.00047138182347250307,1.7278063549458813e-05,0.0001910856317726756,0.0004615049170297629,1.691361684389135e-05
1.0,0.0,381.595,0.06602986647916667,0.051335334770833324,-0.9997329712083328,0.00015564871532802905,0.0003582476259473604,7.14070784595993e-06,0.0001522734294449229,0.0003474959825399915,6.988631730006822e-06
1.0,0.0,374.40999999999997,0.06688626604166668,0.050647417625,-0.9994808832708331,0.00010052368901163953,0.00036280080319901206,9.862681291976276e-06,9.157643758316998e-05,0.0003539696475944237,9.236657141165845e-06
1.0,0.0,371.755,0.06688626604166674,0.044530868500000036,-1.0005451838333328,0.00014898691955060638,0.00024590105046377474,1.1593636126822364e-05,0.0001457912117336888,0.00023814127568251838,1.1281866754007789e-05
1.0,0.0,374.045,0.06595007577083337,0.05522282918749999,-0.9999895096249992,0.00021308408760221205,0.00048642730592140593,1.0589258066226346e-05,0.00020404914042272343,0.00047476494729878165,1.0126092311110403e-05
1.0,0.0,385.015,0.06711451216666668,0.05006217960416661,-0.9994729359999989,0.0003833697325916658,0.0005167258104018102,3.0569146838721234e-05,0.00037516088501228495,0.000504277316501889,2.911249211733022e-05
0.0,0.0,386.59000000000003,0.06369781497916667,0.05036671956249997,-1.000597635916666,0.00027135815137136664,0.00028820420188898477,9.28927239315825e-06,0.0002655947786241262,0.0002820722091479863,8.846277339107973e-06
0.0,0.0,209.655,0.06584390010416667,0.05082893368749997,-0.9992370605624994,0.00024145578100982483,0.0005623739982585095,2.5061096999139037e-05,0.00023593517263502417,0.0005506578488398319,2.452140219680037e-05
0.0,0.0,186.18,0.06714979810416667,0.033144950854166653,-0.9994881947916662,0.00021266022644582074,0.0004308026924857998,2.2842715644602276e-05,0.00020810254807912751,0.0004190435251255826,2.2302535359377202e-05
0.0,0.0,183.8,0.06609249112500001,0.026774406374999987,-1.0004733403333324,2.0095037304180686e-05,1.460188116563177e-05,1.4410876771945587e-06,1.963427255234377e-05,1.4232354922421743e-05,1.4101166670033012e-06
1.0,0.0,288.505,0.06678899127083338,0.02346388493749998,-0.9991029104166661,7.837965004606579e-05,0.0001207935150922685,3.9180838395113094e-05,7.66199643518537e-05,0.0001177954784869437,3.8362342668887836e-05
1.0,0.0,322.36,0.0639746983541667,0.03524398806249996,-1.0013230642499993,0.0006467773386663328,0.0007676683275479957,0.0003969318188461795,0.0006262661715420519,0.0007486716768514217,0.0003862679360875727
1.0,0.0,326.28999999999996,0.06471252433333334,0.050666809124999955,-0.9997444153333325,0.0007507050367942818,0.0004835477317589814,4.214484832337064e-05,0.000722938648231401,0.00046450372824028015,4.1243329114424635e-05
1.0,0.594975,386.495,0.06687672925000002,0.04468917849999995,-0.999716440916666,0.00035242810902781933,0.000321320084151482,5.328659036816792e-05,0.0003431347988695749,0.00031250686502632134,5.2163922053966235e-05
