-0.63414,-0.14723,1.016,-0.51197,-0.21388,-0.09556,-0.13824,-0.28098,0.25303,0.50735,-0.1709
-0.63414,-1.871,1.106,-0.51383,-0.21212,-0.076049,-0.13823,-0.31258,0.32216,0.51108,-0.18867
-0.63414,-1.871,1.3283,-0.51569,-0.35489,-0.16154,-0.1383,-0.3061,0.38251,0.51478,-0.028263
-0.63414,-1.871,0.98151,-0.51696,-0.30182,-0.1287,-0.13856,-0.25364,0.20431,0.51732,-0.061226
-0.63414,-1.8027,0.97699,-0.51621,-0.37387,-0.32555,-0.13887,-0.44192,0.027324,0.5158,-0.075196
-0.63414,-0.12845,0.48204,-0.51534,-0.48311,-0.33277,-0.1389,-0.45274,-0.22576,0.51406,0.047344
-0.63414,-0.39414,0.5519,-0.5143,-0.4273,-0.30464,-0.13889,-0.4557,-0.16947,0.512,-0.020298
-0.63414,-0.36176,0.53122,-0.51393,-0.44389,-0.49425,-0.13897,-0.5922,-0.34695,0.5112,-0.069804
-0.63414,0.081679,0.68812,-0.51385,-0.2969,-0.40957,-0.13823,-0.60269,-0.19811,0.5111,-0.24332
-0.63414,-0.035809,0.42739,-0.51423,-0.34878,-0.43248,-0.13818,-0.60345,-0.33784,0.51187,-0.18548
-0.63414,0.016821,0.63894,-0.51385,-0.44607,-0.41643,-0.13892,-0.60316,-0.22795,0.5111,-0.072868
-0.63414,0.026604,0.76222,-0.51383,-0.40312,-0.47286,-0.13896,-0.56069,-0.21736,0.51105,-0.10166
-0.63414,0.090483,0.52183,-0.51527,-0.39742,-0.47988,-0.13896,-0.43458,-0.33845,0.51389,-0.044438
-0.63414,0.12991,0.55902,-0.51467,-0.45253,-0.4407,-0.13897,-0.5187,-0.28682,0.51272,-0.022381
-0.63414,0.051158,0.16612,-0.51604,-0.4931,-0.49883,-0.13871,-0.66606,-0.50039,0.51546,-0.048482
-0.63414,0.16062,0.37288,-0.51643,-0.45422,-0.47881,-0.13862,-0.57846,-0.40187,0.51628,-0.050688
-0.63414,0.33387,-0.25103,-0.50921,-0.77449,-0.2491,-0.13165,3.6361,-0.41147,0.50227,2.4858
-0.63414,0.51505,-1.2537,-0.50433,-1.0825,-0.4695,-0.12868,4.9788,-0.75888,0.49275,3.6024
-0.63414,0.18762,-1.1198,-0.51204,-0.79474,-0.6819,-0.13478,0.80034,-0.9405,0.50769,1.079
-0.63414,0.19956,-1.0924,-0.51663,-0.62568,-0.72196,-0.13809,-0.56124,-0.97413,0.51667,0.16866
-0.63414,0.47181,-1.1092,-0.51447,-0.6694,-0.74227,-0.1385,-0.45015,-0.99331,0.51232,0.28078
-0.63414,0.43894,-1.1112,-0.51323,-0.70849,-0.72218,-0.13826,-0.54273,-0.97564,0.50988,0.28495
-0.63414,0.55281,-1.1352,-0.51311,-0.68473,-0.73133,-0.1386,-0.70279,-0.98531,0.50963,0.17295
-0.63414,0.21981,-1.0926,-0.51408,-0.61344,-0.74377,-0.13857,-0.66607,-0.99348,0.51155,0.10004
-0.63414,0.32311,-1.0707,-0.51519,-0.65176,-0.73853,-0.13836,-0.59087,-0.9872,0.51381,0.18692
-0.63414,0.40969,-1.1015,-0.36229,-0.57394,-0.74197,2.1746,-0.26615,-0.99252,0.36268,0.25272
-0.63414,0.29709,-1.259,0.87483,0.76374,-0.74813,9.579,0.30766,-1.0061,-0.87427,-0.67863
-0.63414,0.42475,-1.4003,1.9579,1.9362,-0.76268,-0.13919,-0.84133,-1.0213,-1.9578,-1.6006
-0.63414,-0.14909,-1.4003,1.9579,1.9362,-0.76268,-0.13919,-0.84133,-1.0213,-1.9578,-1.6006
-0.63414,-1.871,-1.4003,1.9579,1.9362,-0.76268,-0.13919,-0.84133,-1.0213,-1.9578,-1.6006
-0.63414,-1.871,-1.4003,1.9579,1.9362,-0.76268,-0.13919,-0.84133,-1.0213,-1.9578,-1.6006
-0.63414,-1.871,-1.4003,1.9579,1.9362,-0.76268,-0.13919,-0.84133,-1.0213,-1.9578,-1.6006
-0.62652,-1.871,-1.4003,1.9579,1.9362,-0.76268,-0.13919,-0.84133,-1.0213,-1.9578,-1.6006
-0.58842,-1.871,-1.4003,1.9579,1.9362,-0.76268,-0.13919,-0.84133,-1.0213,-1.9578,-1.6006
-0.10743,-1.8689,-1.4003,1.9579,1.9362,-0.76268,-0.13919,-0.84133,-1.0213,-1.9578,-1.6006
4.0971,-0.97039,-1.4003,1.9579,1.9362,-0.76268,-0.13919,-0.84133,-1.0213,-1.9578,-1.6006
1.6343,-0.80804,-1.4003,1.9579,1.9362,-0.76268,-0.13919,-0.84133,-1.0213,-1.9578,-1.6006
0.25519,-0.54479,-1.4003,1.9579,1.9362,-0.76268,-0.13919,-0.84133,-1.0213,-1.9578,-1.6006
0.12696,-0.50566,-1.4003,1.9579,1.9362,-0.76268,-0.13919,-0.84133,-1.0213,-1.9578,-1.6006
-0.4163,-0.50997,-1.4003,1.9579,1.9362,-0.76268,-0.13919,-0.84133,-1.0213,-1.9578,-1.6006
-0.41183,-0.61914,-1.4003,1.9579,1.9362,-0.76268,-0.13919,-0.84133,-1.0213,-1.9578,-1.6006
-0.41183,-0.38642,-1.4003,1.9579,1.9362,-0.76268,-0.13919,-0.84133,-1.0213,-1.9578,-1.6006
-0.62476,-0.2926,-1.4003,1.9579,1.9362,-0.76268,-0.13919,-0.84133,-1.0213,-1.9578,-1.6006
-0.62554,-0.23479,-1.4003,1.9579,1.9362,-0.76268,-0.13919,-0.84133,-1.0213,-1.9578,-1.6006
-0.63414,-0.31138,-1.4003,1.9579,1.9362,-0.76268,-0.13919,-0.84133,-1.0213,-1.9578,-1.6006
-0.63261,-0.35619,-1.4003,1.9579,1.9362,-0.76268,-0.13919,-0.84133,-1.0213,-1.9578,-1.6006
-0.63414,-0.22109,-1.4003,1.9579,1.9362,-0.76268,-0.13919,-0.84133,-1.0213,-1.9578,-1.6006
