0,0,0,0.0066646,-0.99675,-0.037543,1.3688e-06,7.6885e-07,1.0531e-06,4.5757e-05,0.99351,0.0014105
0,0,0,0.0066767,-0.99683,-0.037552,1.8794e-05,9.9296e-06,6.3131e-05,6.2981e-05,0.99368,0.0014719
0,0,0,0.0040334,-0.99713,-0.035503,4.6745e-05,2.7138e-05,0.00019036,6.204e-05,0.9943,0.0014468
0,0,0,0.0052029,-0.99754,-0.035769,0.00055812,0.00050652,0.00070881,0.00057357,0.99558,0.0019734
1,0.0027819,0.053926,0.018913,-1.003,-0.036138,0.0027034,0.001947,0.0010849,0.0030048,1.0079,0.0023682
1,108.64,51.236,0.017614,-1.0017,-0.035736,0.0033875,0.0022971,0.00074638,0.0036272,1.0056,0.0020079
1,108.69,96.82,0.021743,-0.99999,-0.034329,0.0073672,0.0032578,0.00085341,0.0076865,1.0032,0.0020141
1,45.413,141.51,0.027203,-1.0026,-0.034873,0.0078414,0.0028501,0.00093043,0.008418,1.0079,0.0021271
1,32.026,163.74,0.011856,-0.99764,-0.039056,0.0023092,0.0006542,0.00069175,0.0024016,0.99593,0.0022027
1,21.826,190.45,0.014555,-0.99361,-0.037334,0.0031494,0.0014008,0.00083958,0.0032956,0.98863,0.0022159
1,23.773,205.82,0.029033,-1.0005,-0.038294,0.0031822,0.0017976,0.00093803,0.0039588,1.0027,0.0023849
1,38.733,196.22,0.034004,-1.0017,-0.03958,0.00078515,0.00077894,0.0007615,0.001925,1.0041,0.0023122
1,10.791,228.57,0.030447,-0.99514,-0.041016,0.0011251,0.00098402,0.00067232,0.0020287,0.99127,0.0023406
1,4.7321,230.54,0.033396,-0.99738,-0.035733,0.0017394,0.00090389,0.0008807,0.0028184,0.99565,0.0021392
1,22.45,250.79,0.035393,-1.0008,-0.032767,0.0032233,0.0009184,0.00065676,0.0044088,1.0025,0.0017168
1,60.409,242.91,0.024594,-0.99757,-0.033734,0.0060935,0.0021612,0.00094902,0.0065715,0.99726,0.0020672
1,49.111,237.05,0.020672,-0.99087,-0.031915,0.0051921,0.0026999,0.0011256,0.0055113,0.98447,0.0021207
1,45.171,250.24,0.030235,-0.99317,-0.035803,0.0026041,0.0014862,0.00056419,0.003464,0.98785,0.0018343
1,40.37,265.96,0.026705,-0.99871,-0.036013,0.0020657,0.00057837,0.00072025,0.0027359,0.99799,0.0020022
1,32.638,288.61,0.024747,-1.0005,-0.034652,0.002246,0.00083966,0.0011171,0.0028116,1.0019,0.0022946
1,36.937,289.64,0.027222,-0.99925,-0.036005,0.0024261,0.0012074,0.0010725,0.0031166,0.99967,0.0023465
1,20.321,295,0.024476,-0.99767,-0.03447,0.0021953,0.0010739,0.00084168,0.0027487,0.99639,0.0020123
1,18.864,306.63,0.024787,-0.99541,-0.034618,0.0022895,0.00065736,0.00060392,0.0028562,0.99148,0.0017898
1,17.659,321.49,0.02647,-0.99495,-0.038514,0.0020898,0.00058513,0.00034691,0.0027469,0.9905,0.001823
1,21.651,294.38,0.023027,-0.99708,-0.035281,0.0012716,0.00018884,0.00018906,0.0017753,0.99436,0.0014299
1,26.42,277.11,0.015633,-0.99648,-0.033897,0.00093989,5.6232e-05,0.00018802,0.0011647,0.99302,0.0013331
1,26.215,300.3,0.020316,-0.9969,-0.035049,0.0018704,0.00046556,0.0003738,0.0022442,0.99426,0.0015945
1,25.567,305.06,0.029738,-0.99747,-0.035892,0.0017937,0.00054515,0.00035153,0.0026407,0.99549,0.0016324
1,16.448,309.67,0.030011,-0.99717,-0.036967,0.0027121,0.0013841,0.00031727,0.0035562,0.9957,0.0016772
1,31.447,296.38,0.03229,-0.99798,-0.036399,0.0025382,0.001337,0.00042489,0.003528,0.99728,0.0017409
1,31.496,316.35,0.028175,-0.99833,-0.036616,0.0016167,0.00061296,0.00041255,0.0023768,0.99726,0.0017447
1,34.395,298.92,0.027318,-0.99721,-0.033765,0.0017945,0.00057221,0.00037828,0.0025034,0.99499,0.0015104
1,12.213,325.07,0.027192,-0.99343,-0.032714,0.0053943,0.0016349,0.001129,0.0060214,0.9885,0.0021757
1,20.716,335.76,0.023662,-0.99377,-0.035417,0.0054121,0.0016307,0.0010428,0.0058593,0.98917,0.0022754
1,18.572,338.59,0.034643,-0.99736,-0.037152,0.0011209,0.00014893,0.0002042,0.0022976,0.99488,0.0015802
0,0.32555,361.66,0.034355,-0.99741,-0.036602,0.000716,0.00014431,0.00028795,0.0018814,0.99498,0.0016217
0,11.056,343.54,0.033569,-0.99588,-0.03487,0.004146,0.0026792,0.00029498,0.0051865,0.99441,0.0015047
0,16.856,339.91,0.036443,-0.99537,-0.031365,0.0048423,0.0027468,0.00029263,0.0060695,0.99345,0.0012703
0,15.157,331.66,0.034552,-0.99594,-0.030583,0.0012511,8.7945e-05,0.00022045,0.0024189,0.99199,0.0011512
0,8.1925e-18,73.567,0.039639,-0.99651,-0.032311,0.00067588,1.7204e-05,0.00012727,0.0022331,0.99304,0.0011686
1,0,1.1277,0.035898,-0.99643,-0.032292,0.00070628,2.3631e-05,0.00013816,0.0019802,0.99289,0.0011781
1,35.456,203.82,0.030274,-0.99615,-0.031948,0.00062406,2.8247e-05,0.00020095,0.0015276,0.99234,0.0012174
1,26.229,228.96,0.036184,-0.99636,-0.03146,0.00055399,1.4003e-05,0.00017737,0.0018517,0.99275,0.0011634
1,27.482,215.19,0.032323,-0.99611,-0.033617,0.00053375,1.3936e-05,0.00019453,0.0015674,0.99225,0.0013206
1,30.318,214.94,0.033921,-0.99598,-0.033079,0.00089618,2.2413e-05,0.00034142,0.0020282,0.992,0.0014285
1,2.8618e-17,240.13,0.042255,-0.99606,-0.0327,0.0008859,1.6246e-05,0.00031774,0.0026529,0.99216,0.0013804
1,0,231.24,0.043835,-0.99587,-0.033432,0.00066007,7.0867e-06,0.00017436,0.0025678,0.99176,0.0012884
1,0,266.56,0.035543,-0.99572,-0.033091,0.00062957,1.3082e-05,0.00015993,0.0018798,0.99148,0.0012516
1,11.712,257.41,0.039135,-0.99535,-0.032884,0.00048094,1.7201e-05,0.00018271,0.0020024,0.99074,0.0012603
1,5.8267,268.24,0.040477,-0.99613,-0.032111,0.00057974,1.8956e-05,0.00020579,0.0022061,0.9923,0.0012326
1,0,276.86,0.042139,-0.99688,-0.032138,0.00073228,1.7617e-05,0.00020262,0.0024927,0.9938,0.0012313
1,0,276.47,0.039153,-0.99583,-0.031604,0.00091621,1.4138e-05,0.00018852,0.0024301,0.99168,0.0011834
0,0,277.9,0.037558,-0.99523,-0.030415,0.00088301,1.511e-05,0.00017788,0.0022752,0.9905,0.0010993
0,0,176.21,0.035281,-0.9955,-0.030586,0.001101,2.4581e-05,0.00023617,0.0023228,0.99104,0.0011667
