is_walking,median_fsr1,median_fsr2,mean_x,mean_y,mean_z,var_x,var_y,var_z,e_x,e_y,e_z
1,-0.17426,0.85854,-0.94052,-0.70046,-0.049833,0.10944,0.57565,-0.34452,-0.81085,-0.57826,0.044411
1,-0.17426,0.95458,-0.97361,-0.54355,-1.0511,-0.35209,0.14791,-0.52295,-1.0385,-0.52918,1.0421
1,-0.17426,0.99323,-0.68999,-0.79622,-1.3158,-0.11188,1.0093,-0.53099,-0.68239,-0.57174,1.2382
1,-0.17426,1.0423,-0.96416,-1.2655,-0.82094,0.0073807,0.22392,-0.58147,-0.87554,-1.1138,0.79988
1,-0.17426,1.1528,-0.51088,-1.1672,-0.30303,-0.36051,-0.29983,-0.54787,-0.62889,-1.1426,0.28085
1,-0.17426,1.0355,-0.61225,-1.1967,0.26091,-0.46186,0.42106,-0.47794,-0.76326,-1.0195,-0.27854
1,-0.17426,0.9483,-0.24038,-1.3635,-0.54472,0.040079,0.65989,-0.42972,-0.2121,-1.1017,0.5346
1,-0.17426,0.94525,0.014355,-1.1918,-0.59076,0.043689,0.17509,-0.43776,0.020561,-1.0656,0.58073
1,-0.17426,1.0486,-0.84756,-0.99835,-0.69434,-0.10069,-0.047349,-0.39918,-0.81862,-0.95462,0.67877
1,-0.17426,1.0591,-0.67318,-1.1065,-0.095869,-0.3523,0.047338,-0.11625,-0.77072,-1.0234,0.090546
1,-0.17426,1.0686,-0.4447,-0.12567,1.2852,-0.29335,0.52751,-0.25289,-0.53993,-0.074116,-1.2935
1,-0.17426,1.0672,-0.87855,-0.36907,0.28393,-0.20799,1.2916,-0.50527,-0.89234,-0.14156,-0.29584
1,-0.17426,1.0648,-1.168,-0.30505,-0.45265,-0.56796,1.2128,-0.44579,-1.3038,-0.09972,0.43656
1,-0.17426,1.1339,-0.64639,-0.38855,-0.75188,-0.39264,0.16087,-0.32523,-0.76388,-0.38895,0.74797
1,-0.17426,1.1821,-0.72991,-0.24703,-0.49868,-0.12915,0.39273,-0.34613,-0.72531,-0.2134,0.48846
1,-0.17426,1.1771,-0.90744,-0.34374,-0.24549,-0.4264,0.30947,-0.4892,-1.0118,-0.31842,0.22895
1,-0.17426,1.0963,-0.93632,-0.74936,-1.0396,0.21164,-0.4012,-0.45865,-0.76295,-0.81866,1.0248
0,-0.17426,-0.24369,-1.0456,-0.54423,-1.2007,0.4612,0.42066,-0.43454,-0.75268,-0.4743,1.1805
0,-0.17426,-0.85498,-1.3287,-0.32031,0.31846,-0.1731,0.42494,-0.36542,-1.2759,-0.27373,-0.33044
0,-0.17426,0.69812,-0.94368,-0.76516,2.3095,4.8332,1.759,1.7698,1.2193,-0.3931,-2.2451
1,-0.17426,0.93091,0.0038499,-2.8171,1.032,4.4635,1.1224,1.6546,1.9129,-1.996,-0.97633
1,-0.17426,1.0077,-0.6716,-2.7187,-3.1573,1.3944,1.5065,2.3119,-0.0099212,-1.8549,3.2566
