-0.63414,-1.871,0.016324,-0.54601,-1.8258,-1.0728,-0.11136,-1.1302,-0.53541,0.54735,-0.81142
-0.63414,-1.871,0.0023046,-0.54606,-1.9792,-0.9168,-0.11136,-0.96212,-0.52206,0.54743,-0.54474
-0.63414,-1.871,-0.10615,-0.54259,-2.2224,-0.41128,-0.11034,-0.66977,-0.55288,0.54057,-0.074259
-0.63401,-1.8705,0.18548,-0.53919,-1.9757,2.0524,-0.097251,2.0169,0.30226,0.53455,2.1451
4.2163,-1.3698,0.40005,-0.54415,-1.0208,2.3928,-0.09741,2.5109,0.67904,0.54445,2.0707
4.2186,-0.92387,0.28123,-0.54635,-0.65912,0.55867,-0.1088,0.28158,0.14193,0.54815,-0.021713
1.3934,-0.48669,0.42688,-0.5435,-0.2445,0.31763,-0.10812,0.24411,0.31075,0.54251,-0.063712
0.79573,-0.26922,0.39509,-0.54611,-0.49506,0.53891,-0.10712,0.64049,0.30597,0.54781,0.28914
0.34033,-0.0079288,0.41626,-0.54884,-0.33305,1.0962,-0.10595,1.055,0.44801,0.55347,0.66367
0.42726,0.14243,0.44031,-0.54594,-0.17834,0.6968,-0.10727,0.30489,0.40624,0.54743,-0.0020603
1.0952,0.048516,0.80481,-0.54259,0.28492,0.32848,-0.10811,-0.04811,0.94302,0.54067,-0.21266
-0.15235,0.36498,0.95703,-0.54312,0.63626,0.22189,-0.10869,-0.070652,1.2039,0.54172,-0.078876
-0.42286,0.38425,0.76086,-0.54173,0.30312,0.034702,-0.10782,0.25595,0.80675,0.53896,0.0686
0.36819,0.58235,0.73944,-0.54254,0.35024,-0.25887,-0.1073,0.01917,0.71117,0.54062,-0.1279
2.0629,0.50526,0.65649,-0.54412,0.49135,-0.44667,-0.1091,-0.24495,0.53106,0.54366,-0.3075
1.5585,0.44794,0.54171,-0.5429,0.24078,0.15217,-0.10918,0.84528,0.45914,0.54124,0.5798
1.3826,0.57697,0.66959,-0.5452,0.19351,0.55458,-0.10531,0.92436,0.7508,0.54606,0.63632
