x,y,z,timeStamp
0.0576324462890625,0.029144287109375,-0.9990234375,87476.858973125
0.0795440673828125,0.0186920166015625,-0.995849609375,87476.899867125
0.0581207275390625,0.035552978515625,-1.00357055664062,87476.940821125
0.068023681640625,0.0325164794921875,-1.00332641601562,87476.981745125
0.0702667236328125,0.027496337890625,-0.999038696289062,87477.022639125
0.0591278076171875,0.0369110107421875,-1.00148010253906,87477.063594125
0.0735015869140625,0.029815673828125,-1.00131225585938,87477.104518125
0.0604248046875,0.030426025390625,-1.00070190429688,87477.145442125
0.067718505859375,0.0318145751953125,-1.00202941894531,87477.186366125
0.066650390625,0.0291290283203125,-1.00126647949219,87477.227288375
0.063720703125,0.0338287353515625,-1.00059509277344,87477.268212375
0.0713348388671875,0.029327392578125,-1.00175476074219,87477.309166375
0.0625152587890625,0.0321807861328125,-1.00083923339844,87477.350091375
0.0692138671875,0.0312957763671875,-1.00094604492188,87477.391015375
0.065673828125,0.029266357421875,-0.999526977539062,87477.431939375
0.0669403076171875,0.029632568359375,-1.00016784667969,87477.472863375
0.0677642822265625,0.0288848876953125,-1.00125122070312,87477.513817375
0.0628204345703125,0.031463623046875,-1.00181579589844,87477.554741375
0.066558837890625,0.029296875,-1.00038146972656,87477.595666375
0.066162109375,0.03155517578125,-1.00027465820312,87477.636590375
0.067108154296875,0.031341552734375,-1.00064086914062,87477.677514375
0.06475830078125,0.026702880859375,-0.999343872070312,87477.718468375
0.06793212890625,0.032012939453125,-0.999557495117188,87477.759392375
0.0614471435546875,0.025299072265625,-1.00204467773438,87477.800316375
0.068939208984375,0.0326995849609375,-0.999954223632812,87477.841240375
0.0578460693359375,0.0328826904296875,-1.00274658203125,87477.882165375
0.068450927734375,0.019500732421875,-0.999557495117188,87477.923089375
0.068511962890625,0.0530242919921875,-0.99957275390625,87477.964013375
0.044342041015625,0.02972412109375,-1.00099182128906,87478.004967375
0.069976806640625,0.0261077880859375,-0.997604370117188,87478.045891375
0.08013916015625,0.0201416015625,-0.994644165039062,87478.086815375
0.0448150634765625,0.0503997802734375,-1.00361633300781,87478.127739375
0.06036376953125,0.033538818359375,-1.00270080566406,87478.168664375
0.078887939453125,0.0124664306640625,-0.998947143554688,87478.209588375
0.0630950927734375,0.037384033203125,-1.00091552734375,87478.2505025417
0.057098388671875,0.0342254638671875,-1.00221252441406,87478.2914265417
0.07330322265625,0.021148681640625,-0.999664306640625,87478.3323505417
0.0654296875,0.0266571044921875,-0.998992919921875,87478.3732745417
0.060577392578125,0.03594970703125,-1.00253295898438,87478.4141985417
0.0714111328125,0.02490234375,-1.00006103515625,87478.4551235417
0.05792236328125,0.038421630859375,-1.00076293945312,87478.4960475417
0.0775299072265625,0.020599365234375,-0.99798583984375,87478.5369715417
0.0554962158203125,0.037109375,-1.00241088867188,87478.5779255417
0.0672607421875,0.03082275390625,-0.998916625976562,87478.6188495417
0.0768890380859375,0.0180816650390625,-0.9989013671875,87478.6597735417
0.0457611083984375,0.0470123291015625,-1.00306701660156,87478.7006985417
0.080963134765625,0.0199737548828125,-0.998764038085938,87478.7416525417
0.06494140625,0.0322265625,-0.999740600585938,87478.7825765417
0.0533905029296875,0.0281524658203125,-1.00340270996094,87478.8235005417
0.0821990966796875,0.0207061767578125,-0.998123168945312,87478.8644245417
0.0577239990234375,0.040191650390625,-1.00140380859375,87478.9053485417
0.062896728515625,0.0274658203125,-1.00096130371094,87478.9463035417
0.074981689453125,0.0297698974609375,-0.997848510742188,87478.9872275417
0.061279296875,0.0215911865234375,-1.00242614746094,87479.0281515417
0.0586090087890625,0.0529632568359375,-1.00276184082031,87479.0690755417
0.0551910400390625,0.0390167236328125,-1.01101684570312,87479.1099995417
0.111785888671875,0.010711669921875,-0.999893188476562,87479.1509235417
0.0885009765625,0.002777099609375,-0.983505249023438,87479.1918785417
0.0256805419921875,0.0580291748046875,-1.01106262207031,87479.2328026667
0.0459136962890625,0.0392303466796875,-0.997573852539062,87479.2737266667
0.051971435546875,0.08258056640625,-1.01864624023438,87479.3146506667
0.104217529296875,-0.0257720947265625,-0.975372314453125,87479.3555746667
0.05810546875,-0.0083160400390625,-0.997482299804688,87479.3964986667
0.064300537109375,0.064697265625,-0.99957275390625,87479.4374536667
0.0456085205078125,0.0417022705078125,-1.00508117675781,87479.4783776667
0.0948333740234375,0.0209197998046875,-0.998077392578125,87479.5193016667
0.049774169921875,0.0391845703125,-1.02644348144531,87479.5602256667
0.052490234375,0.0716400146484375,-0.998931884765625,87479.6011496667
0.0661773681640625,0.024688720703125,-0.999252319335938,87479.6420736667
0.07000732421875,0.031646728515625,-0.997665405273438,87479.6830286667
0.073822021484375,0.009857177734375,-0.996566772460938,87479.7239526667
0.0471954345703125,0.0029754638671875,-0.981353759765625,87479.7648766667
0.028533935546875,0.0799560546875,-1.02127075195312,87479.8058006667
0.0507049560546875,0.067535400390625,-1.00213623046875,87479.8467246667
0.111953735351562,0.017547607421875,-1.00625610351562,87479.8876486667
0.093902587890625,0.015045166015625,-0.997802734375,87479.9285726667
0.0507659912109375,0.0219573974609375,-1.001953125,87479.9695276667
0.1077880859375,-0.010223388671875,-0.987869262695312,87480.0104516667
-0.014007568359375,0.0677337646484375,-1.02194213867188,87480.0513756667
0.05548095703125,0.0584869384765625,-1.01371765136719,87480.0922996667
0.14031982421875,0.0177154541015625,-0.97955322265625,87480.1332236667
0.0495147705078125,0.00555419921875,-1.00917053222656,87480.1741786667
0.0474700927734375,0.082672119140625,-1.01620483398438,87480.2151026667
0.0558929443359375,0.0285186767578125,-1.00387573242188,87480.256005
0.08245849609375,0.0225067138671875,-0.993942260742188,87480.296929
0.0636444091796875,0.034912109375,-1.00001525878906,87480.337853
0.05792236328125,0.0308380126953125,-1.0059814453125,87480.378777
0.0721435546875,0.0382537841796875,-0.999969482421875,87480.419732
0.0665435791015625,0.0219573974609375,-1.00105285644531,87480.460656
0.0752410888671875,0.0347137451171875,-1.00027465820312,87480.50158
0.07000732421875,0.03680419921875,-0.999603271484375,87480.542504
0.0584716796875,0.0210418701171875,-1.00108337402344,87480.583428
0.06927490234375,0.0340423583984375,-1.00094604492188,87480.624352
0.0675201416015625,0.01678466796875,-1.00204467773438,87480.665307
0.057464599609375,0.03692626953125,-1.001708984375,87480.706231
0.06988525390625,0.037078857421875,-1.00088500976562,87480.747155
0.075042724609375,0.016448974609375,-0.996917724609375,87480.788079
0.06292724609375,0.0471038818359375,-1.00062561035156,87480.829003
0.071868896484375,0.035400390625,-0.999740600585938,87480.869958
0.05841064453125,0.0170440673828125,-1.00270080566406,87480.910882
0.0650177001953125,0.0306396484375,-1.0003662109375,87480.951806
0.06439208984375,0.027923583984375,-1.00154113769531,87480.99273
0.0616302490234375,0.0367431640625,-1.00212097167969,87481.033654
0.063873291015625,0.0378875732421875,-0.997879028320312,87481.074578
0.0738372802734375,0.0170440673828125,-0.993133544921875,87481.115502
0.0692291259765625,0.0282135009765625,-0.99896240234375,87481.156426
0.05072021484375,0.0431365966796875,-1.00209045410156,87481.197381
0.07879638671875,0.0204620361328125,-1.00302124023438,87481.238284
0.0583953857421875,0.0290069580078125,-1.00091552734375,87481.279208
0.060333251953125,0.0330810546875,-1.00157165527344,87481.320132
0.080078125,0.020233154296875,-1.00190734863281,87481.361056
0.0577392578125,0.0306396484375,-0.99969482421875,87481.40198
0.0697021484375,0.03973388671875,-1.00096130371094,87481.442935
0.0703887939453125,0.0191497802734375,-1.00077819824219,87481.483859
0.056732177734375,0.0368499755859375,-1.002197265625,87481.524783
0.074737548828125,0.029815673828125,-0.998458862304688,87481.565707
0.0618896484375,0.03204345703125,-1.00103759765625,87481.606631
0.065185546875,0.030303955078125,-0.999237060546875,87481.647555
0.06658935546875,0.0299835205078125,-0.99853515625,87481.688479
0.0677337646484375,0.034942626953125,-1.00019836425781,87481.729403
