top_x,top_y,top_z,top_timestamp,side_x,side_y,side_z,side_timestamp,front_side_x,front_side_y,front_side_z,front_side_timestamp,front_x,front_y,front_z,front_timestamp,fsr_bottom,fsr_outside
0.0747070313,0.0692596436,-0.9988708496,87618.65797075,-0.0025024414,-1.0098571777,-0.0458221436,7076.756157875,0.0386352539,-0.9988098145,-0.0043792725,33573.76862225,0.0434265137,-0.9991455078,-0.0294189453,14595.8456787917,57.878,144.64
0.0469360352,0.0899047852,-0.9977111816,87618.69889475,0.0149688721,-1.0204467773,-0.0412902832,7076.797560875,0.0538482666,-1.0006256104,0.0168304443,33573.81015725,0.0473175049,-0.997833252,-0.0197753906,14595.8874877917,55.738,142.94
0.0254974365,0.1039581299,-1.0035552979,87618.73981875,0.0195007324,-0.9859466553,-0.0545501709,7076.838813875,0.0553436279,-0.9981231689,0.0248413086,33573.85166125,0.0472259521,-0.9781036377,-0.0238494873,14595.9292967917,52.867,143.66
0.0404510498,0.0378112793,-1.0030517578,87618.78074275,0.0066833496,-0.9615325928,-0.0461273193,7076.880212875,0.0327758789,-1.0012817383,0.0060882568,33573.89316525,0.0394744873,-0.9711151123,-0.038482666,14595.9710757917,50.616,148.35
0.0808563232,0.0521850586,-1.0030822754,87618.82166675,-0.0130157471,-0.9708099365,-0.0093078613,7076.921611875,0.0335235596,-1.0028381348,-0.001739502,33573.93466925,0.0477294922,-1.0043487549,0.0025177002,14596.0128847917,49,156
0.0880737305,0.0883178711,-1.0035858154,87618.86259075,0.0291900635,-1.0055084229,-0.0319366455,7076.963010875,0.0402679443,-0.9978179932,0.0100708008,33573.97620325,0.018737793,-1.0377044678,0.0022888184,14596.0546637917,47.016,164.7
0.0663146973,0.0729675293,-0.9976043701,87618.90351475,0.0135803223,-1.0233459473,-0.0509185791,7077.004402875,0.0494995117,-1.0020751953,0.0290222168,33574.01770725,0.0296936035,-0.994644165,0.0170898438,14596.0964727917,44.219,174.93
0.0633239746,0.0769805908,-1.0001525879,87618.94443975,-0.0100860596,-0.994644165,-0.047958374,7077.045645875,0.0291595459,-1.022277832,0.018447876,33574.05921125,0.0363922119,-0.9875335693,-0.0285339355,14596.1382507917,41.291,183.66
0.0602874756,0.1023101807,-0.9954986572,87618.98536375,0.0138397217,-1.0151824951,-0.0372161865,7077.087033875,0.0539855957,-0.9966583252,0.0078125,33574.10071525,0.0412597656,-0.9933624268,-0.0356903076,14596.1800597917,39.42,185.15
0.0440063477,0.0801086426,-1.0022735596,87619.02628775,-0.0554351807,-0.9883422852,-0.0260314941,7077.128419875,0.0367889404,-0.9726715088,-0.009262085,33574.14224925,0.0430145264,-0.9991912842,-0.0478057861,14596.2218387917,38.996,176.53
0.0909881592,0.032989502,-1.0077056885,87619.06721175,-0.0537872314,-0.9934082031,-0.0631866455,7077.169808875,0.0439147949,-0.9956970215,-0.0355834961,33574.18375325,0.0254516602,-0.9962158203,-0.0642700195,14596.2636477917,39.079,163.77
0.0594940186,0.058807373,-0.9903564453,87619.10813575,0.0033416748,-1.0068969727,-0.0095672607,7077.211186875,0.0649261475,-0.9956054688,-0.0166778564,33574.22528725,0.017074585,-1.0098266602,-0.0474090576,14596.305392375,38.324,159.27
0.04296875,0.0790405273,-1.0102996826,87619.14905975,0.0281066895,-0.9800720215,-0.0386657715,7077.252310875,0.0513916016,-0.9966583252,0.016708374,33574.26679125,0.0273742676,-0.9949035645,-0.0282897949,14596.347202375,36.16,166.81
0.0730895996,0.0323638916,-1.0101776123,87619.18998375,-0.0068664551,-0.9502410889,-0.0092163086,7077.293716875,0.0665130615,-0.9991760254,0.0115356445,33574.30827725,0.0409545898,-0.9990386963,-0.0285797119,14596.389011375,33.412,177.23
0.0725708008,0.0689544678,-0.990524292,87619.23090775,0.0065460205,-0.9883422852,-0.0895233154,7077.335104875,0.0318450928,-0.9986419678,0.0001373291,33574.34978125,0.0538482666,-0.9972991943,-0.0073852539,14596.430789375,31.241,176.99
0.034362793,0.0702972412,-1.0001678467,87619.27183175,0.0072479248,-0.9950408936,-0.0554046631,7077.376491875,0.0333557129,-1.0023193359,-0.0294647217,33574.39131625,0.0513305664,-0.9916992188,-0.0227050781,14596.472598375,29.998,163.71
0.0796813965,0.0793457031,-0.9925384521,87619.31275575,-0.0135955811,-0.9974975586,-0.0734710693,7077.417879875,0.0294799805,-1.0035552979,-0.025604248,33574.43281925,0.0303955078,-0.9904785156,-0.0419921875,14596.514377375,29,149
0.049697876,0.0518035889,-1.0133972168,87619.35367975,0.0361480713,-1.0258636475,0.0311889648,7077.459116875,0.0186157227,-1.0139923096,-0.0356140137,33574.47432325,0.0373840332,-1.0059356689,-0.029510498,14596.556186375,27.473,143.48
0.0668334961,0.0007629395,-0.9981231689,87619.394589,-0.0605773926,-1.0067596436,-0.0538482666,7077.500502875,0.0208587646,-1.0132141113,-0.0424499512,33574.51582725,0.0404205322,-0.9900665283,-0.0040130615,14596.597965375,25.66,147.98
0.0645599365,0.1109924316,-0.9969177246,87619.435513,0.0175933838,-0.9866943359,-0.060836792,7077.541889875,0.0261688232,-0.9951934814,-0.0252075195,33574.55736225,0.0533447266,-0.9731445313,0.0299072266,14596.639774375,24.155,155.17
0.0473327637,0.0623931885,-0.9945678711,87619.476437,-0.0342559814,-0.9568939209,-0.0693054199,7077.583273875,0.0509490967,-0.996383667,-0.0014801025,33574.59886625,0.0303497314,-1.0001525879,-0.0019378662,14596.681552375,23.327,161.68
0.0512390137,0.0781555176,-1.0042266846,87619.517362,0.006149292,-0.9785614014,-0.066192627,7077.624655875,0.1029968262,-0.9907226563,0.0346679688,33574.64037025,0.0333251953,-1.0030517578,0.0153808594,14596.723361375,22.926,169.73
0.062713623,0.0911407471,-1.0007781982,87619.558286,0.0614776611,-1.0097808838,0.0133666992,7077.665889875,0.0399627686,-0.9892272949,-0.0028991699,33574.68187325,0.030456543,-0.9940338135,0.0157470703,14596.765140375,22.756,178.8
0.0625457764,0.0648651123,-0.992767334,87619.59921,0.0465545654,-0.9610595703,-0.0162963867,7077.707272875,0.0132141113,-1.0116882324,-0.0129089355,33574.72337725,-0.0185699463,-1.0025024414,-0.0129699707,14596.806949375,22.943,184.59
0.0243377686,0.0303955078,-0.9937133789,87619.640134,0.0196533203,-1.0346832275,-0.0350036621,7077.748657875,0.0342559814,-1.0084228516,-0.042755127,33574.76488125,0.0798797607,-1.0021820068,0.0478820801,14596.848727375,23.018,184.27
0.0639801025,0.062286377,-0.9991607666,87619.681058,0.0139770508,-0.9884185791,-0.0407714844,7077.790042875,0.0320739746,-1.0177154541,0.0127410889,33574.80641625,0.0383758545,-0.9927978516,0.0393066406,14596.890537375,22.18,183.91
0.0625762939,0.0256347656,-1.0131530762,87619.721982,0.021194458,-0.9971618652,-0.0539855957,7077.831437875,0.0205078125,-1.0189819336,0.0045471191,33574.84792025,0.0281066895,-0.9940032959,0.016708374,14596.932315375,19.953,190.42
0.0685424805,0.0861968994,-0.9875640869,87619.762875,0.0173339844,-0.9833068848,-0.0303344727,7077.872670875,0.0641784668,-0.9752655029,-0.041809082,33574.88942325,0.0205383301,-0.9938049316,0.0009765625,14596.974124375,17.363,201.1
0.0777740479,-0.0352630615,-1.0027618408,87619.8038,0.0390472412,-1.010055542,-0.0388946533,7077.914059875,0.0560913086,-0.998550415,-0.0325622559,33574.93092725,0.0325012207,-1.0123443604,0.0005645752,14597.015903375,16,206
0.0912322998,0.0338897705,-1.0107879639,87619.844724,0.0813903809,-1.0155487061,-0.0393981934,7077.955448875,0.0488586426,-0.9914398193,-0.024520874,33574.97246225,0.0164642334,-0.989730835,0.0217895508,14597.057712375,15.846,199.58
0.0811309814,0.0917205811,-0.9961853027,87619.885648,0.0541229248,-0.9666900635,-0.0241241455,7077.996831875,0.0812988281,-0.9766235352,0.0440216064,33575.01396625,0.0331878662,-1.0028686523,0.0141296387,14597.099490375,15.5,190.49
0.0467071533,0.0495452881,-0.9910430908,87619.926572,-0.1010894775,-0.9158172607,-0.0182342529,7078.038229875,0.0558013916,-1.0095825195,0.0416870117,33575.05547025,0.0332183838,-0.990524292,0.0155334473,14597.141299375,13.85,190.15
0.0341949463,0.0589447021,-1.0194549561,87619.967496,0.0231781006,-1.1186828613,-0.0980377197,7078.079465875,0.0399627686,-1.0070037842,0.0188598633,33575.09697425,0.0406951904,-0.9926757813,-0.0112609863,14597.183078375,12.1,200.28
0.0529785156,0.1399993896,-0.994720459,87620.00842,0.2840423584,-1.0833435059,-0.092086792,7078.120837875,0.0493774414,-1.0049285889,-0.0080566406,33575.13850825,0.0344543457,-0.9950866699,-0.0267028809,14597.224887375,12.178,211.84
0.0671234131,0.1281890869,-1.0020294189,87620.049344,0.1358032227,-0.8905029297,0.038269043,7078.162244875,0.0545501709,-0.9796905518,-0.0182647705,33575.18001225,0.0294799805,-1.0041656494,-0.0573883057,14597.266666375,13.754,216.73
0.0625305176,0.1115875244,-1.0070495605,87620.090268,-0.0447540283,-0.9112243652,0.0164337158,7078.203640875,0.0512237549,-1.0053863525,-0.0021514893,33575.22151625,0.0167999268,-0.9992370605,-0.0564422607,14597.308475875,14.258,217.67
0.0543060303,0.0526580811,-0.9957275391,87620.131192,-0.0358734131,-0.984664917,-0.0526885986,7078.245037875,0.0363311768,-1.0051574707,0.016418457,33575.26302025,0.0120544434,-1.0166778564,-0.0670471191,14597.350253875,11.593,220.46
0.0454864502,0.0538024902,-1.0010528564,87620.172116,-0.0433044434,-0.9980010986,0.0035400391,7078.286277875,0.0523529053,-1.0136413574,-0.0039367676,33575.30456875,0.0092163086,-1.0002593994,-0.0314483643,14597.392062875,7.146,225.83
0.0744171143,0.0126647949,-0.9953613281,87620.21304,-0.0004730225,-0.9939117432,-0.0115661621,7078.327674875,0.0603485107,-0.9956512451,0.0210113525,33575.34607275,0.032409668,-0.9932556152,-0.0145568848,14597.433841875,4.084,228.04
0.0640106201,0.0310821533,-1.0057525635,87620.253964,0.0101165771,-0.9932556152,-0.0595703125,7078.369060875,0.045135498,-0.9994659424,0.0018615723,33575.38757675,0.0281219482,-0.9956970215,-0.032043457,14597.475650875,3.8343,224.07
0.0776824951,0.0016326904,-0.9948577881,87620.294858,0.0287780762,-0.9911804199,-0.0495758057,7078.410450875,0.0464172363,-1.0122528076,0.005645752,33575.42911075,0.0212097168,-1.0093536377,-0.0030517578,14597.517429875,5,219
0.0375823975,0.016784668,-0.998626709,87620.335782,0.0105285645,-0.9940795898,-0.038192749,7078.451838875,0.077835083,-1.0027008057,0.0357055664,33575.47061475,0.0162506104,-0.9915618896,0.01512146,14597.559238875,5.382,219.03
0.0712738037,0.0239105225,-1.005569458,87620.376674625,0.0228424072,-0.9987640381,-0.02003479,7078.493066875,0.1040496826,-0.9796600342,0.0699768066,33575.51211875,0.0255126953,-1.0063018799,-0.015914917,14597.601016875,5.0321,225.66
0.0432739258,0.0556335449,-1.0172729492,87620.417598625,0.0415649414,-1.0027313232,-0.0358123779,7078.534454875,0.080581665,-0.9822235107,0.0439910889,33575.55365375,0.0203094482,-0.9906158447,-0.0342559814,14597.642825875,5.2268,232.97
0.0445556641,0.0627593994,-1.0031585693,87620.458522625,0.0166473389,-0.9905853271,-0.0277099609,7078.575847875,0.0571136475,-0.9995269775,0.0034179688,33575.59515675,0.0433044434,-1.0124816895,0.0163269043,14597.684604875,6.5351,235.28
0.0443725586,0.0477752686,-0.9972229004,87620.499416625,-0.0042419434,-0.975982666,-0.0293579102,7078.617236875,-0.0298461914,-1.0255737305,-0.0059661865,33575.63666075,0.0173797607,-0.990737915,0.0179443359,14597.726413875,8.3533,231.92
0.0593109131,0.0581817627,-1.0080871582,87620.540340625,-0.0139770508,-0.9968719482,-0.0444641113,7078.658624875,0.0095214844,-1.0037078857,-0.0055236816,33575.67816475,0.0239868164,-0.9885406494,0.0288238525,14597.768192875,10.282,225.86
0.0778045654,0.0982513428,-0.9860534668,87620.581264625,0.0064239502,-1.0436096191,-0.0702514648,7078.699863875,0.0442810059,-1.0010681152,-0.0231323242,33575.71969975,0.0157165527,-0.9903259277,0.0289611816,14597.810001875,13.227,221.47
0.0434265137,0.1036987305,-1.0065155029,87620.622188625,0.0279693604,-0.9606323242,-0.0441894531,7078.741248875,0.0462341309,-1.0069580078,0.0107421875,33575.76120375,0.0341949463,-1.007522583,0.0386810303,14597.851779875,17.424,220.22
0.0291442871,0.0534362793,-0.9868621826,87620.663112625,-0.0399017334,-0.9692840576,-0.0459899902,7078.782628875,0.0540008545,-0.9992675781,0.005859375,33575.80270775,0.0413818359,-0.9864959717,0.0180664063,14597.893588875,21.472,222.2
0.0557098389,0.1205749512,-0.9898071289,87620.704036625,0.0211181641,-1.0437774658,-0.0527648926,7078.824019875,0.0241851807,-1.0017089844,0.0118408203,33575.84421075,0.0359954834,-0.993270874,0.0023040771,14597.935367875,23.479,224.73
0.0894012451,0.1039581299,-1.0145263672,87620.744960625,0.0172271729,-0.9810333252,-0.0299530029,7078.865405875,0.0371398926,-1.0046081543,0.0001373291,33575.88574575,0.0278778076,-1.0017852783,-0.0049591064,14597.977176875,23.546,224.13
0.0548400879,0.0783843994,-0.996673584,87620.785884625,0.054107666,-0.9951629639,-0.0122680664,7078.906634875,0.0297851563,-1.0052490234,0.0028381348,33575.92724975,0.0290527344,-0.995223999,-0.0352935791,14598.018985875,24,219
0.0645141602,0.0664672852,-0.9939727783,87620.826778625,0.0080718994,-0.9647064209,-0.038482666,7078.948013875,0.0478057861,-0.9953155518,0.0032653809,33575.96878375,0.0327301025,-0.9926452637,-0.0111999512,14598.060764875,26.285,210.98
0.0434875488,0.0605010986,-1.0038604736,87620.867702625,0.0289001465,-0.9954071045,-0.0231781006,7078.989396875,0.0535125732,-0.9963531494,0.0018157959,33576.01028775,0.0229492188,-1.0039672852,0.005569458,14598.102573875,29.714,205.63
0.0903625488,0.044921875,-0.992767334,87620.908626625,0.0166931152,-1.007019043,-0.0541992188,7079.030778875,-0.0055236816,-1.02684021,-0.021987915,33576.05179175,0.0266265869,-1.0009765625,0.0154876709,14598.144351875,32.547,205.22
0.0544281006,0.0114440918,-0.9999389648,87620.949550625,0.0075073242,-1.012878418,-0.0255584717,7079.072156875,0.0499572754,-0.9995269775,-0.0219726563,33576.09329575,0.0291290283,-1.0010223389,0.0222473145,14598.186160875,34.471,207.26
0.0665893555,-0.0017700195,-1.0082092285,87620.990474625,0.0396118164,-1.0247497559,-0.0341644287,7079.113385875,0.0467529297,-0.9877471924,-0.0144805908,33576.13482975,0.02734375,-0.9756164551,0.0266113281,14598.227939875,36.394,206.23
0.0783081055,0.0368499756,-1.0059051514,87621.031368625,-0.0129394531,-0.9945831299,0.0003051758,7079.154774875,0.0462188721,-0.9906005859,-0.0115356445,33576.17633375,0.0263366699,-1.0079193115,-0.0041351318,14598.269748875,38.219,198.7
0.0463104248,0.047164917,-1.023727417,87621.072292625,0.0203857422,-1.010925293,-0.0711212158,7079.196158875,0.0285186768,-1.0069122314,-0.01512146,33576.21786875,0.0254974365,-0.9901885986,-0.0086517334,14598.3115344167,39,188
0.068649292,0.0218200684,-0.9885864258,87621.113216625,-0.0042114258,-0.9888000488,-0.0825500488,7079.237548875,0.0464782715,-0.991607666,-0.0014648438,33576.25937275,0.052947998,-0.9950408936,0.0092010498,14598.3533434167,38.795,179.48
0.087677002,0.0719299316,-0.9964904785,87621.154140625,-0.0066680908,-0.9898834229,-0.0271759033,7079.278944875,0.0551757813,-0.9958496094,0.0058746338,33576.30086825,0.0239868164,-1.0100402832,0.0002746582,14598.3951214167,39.862,177.37
0.0283355713,0.0553131104,-0.9970703125,87621.195064625,0.0208740234,-1.019241333,-0.033203125,7079.320189875,0.0564880371,-0.998916626,0.0195159912,33576.34237225,-0.0176849365,-0.9961700439,-0.0371704102,14598.4369304167,43.989,180.57
0.0764007568,-0.0433197021,-0.993560791,87621.235988625,0.0061645508,-0.9852905273,-0.0178375244,7079.361582875,0.0471343994,-1.0054931641,-0.0057983398,33576.38390725,0.0575714111,-0.9927062988,-0.0053100586,14598.4787094167,49.579,185.29
0.0414581299,0.0018310547,-1.0097351074,87621.276912625,0.0218658447,-1.0074920654,-0.0418548584,7079.402977875,0.0266418457,-1.005065918,-0.006942749,33576.42541125,0.0260772705,-1.0064697266,-0.0240631104,14598.5205184167,53,189
0.0644989014,0.0593109131,-1.0083618164,87621.317836625,0.048828125,-0.9696350098,0.018951416,7079.444369875,0.0473175049,-0.9882965088,0.0020446777,33576.46691525,0.0339355469,-0.9911346436,-0.0304107666,14598.5622964167,52.644,190.17
0.0652618408,0.0110168457,-0.9953765869,87621.358760625,0.0376586914,-1.0041656494,-0.032623291,7079.485761875,0.0408172607,-0.9846191406,-0.0191955566,33576.50844925,0.0366821289,-0.990020752,-0.0200958252,14598.6041064167,51.095,190.61
0.0484619141,0.026550293,-1.0026855469,87621.3996515417,0.015335083,-0.9984893799,-0.0567321777,7079.527006875,0.0340576172,-0.992477417,-0.0166473389,33576.54995325,0.0179443359,-0.9700469971,-0.0296325684,14598.6458844167,51.75,191.72
0.0565643311,0.0424957275,-1.0000305176,87621.4405455417,0.0484161377,-1.0368041992,-0.1021881104,7079.568396875,0.0302124023,-0.998916626,-0.0087127686,33576.59145725,0.0673217773,-1.0036773682,-0.0462341309,14598.6876934167,54.534,194.78
0.0475006104,0.0033416748,-1.0145263672,87621.4814695417,0.0272979736,-0.9846343994,-0.0316925049,7079.609801875,0.0261383057,-1.0008087158,-0.0131225586,33576.63299125,0.0612945557,-1.0174407959,0.0246429443,14598.7294724167,56.019,198.51
0.0967559814,-0.006729126,-1.0122070313,87621.5223935417,0.0630950928,-1.0289764404,-0.0864257813,7079.651197875,0.0435028076,-1.0025634766,-0.0127258301,33576.67449525,0.0158691406,-1.0023498535,0.0081481934,14598.7712814167,53.765,198.47
0.0347442627,0.0689697266,-0.9900512695,87621.5633175417,0.0807952881,-1.0049133301,-0.0364074707,7079.692595875,0.0525970459,-0.9864044189,-0.0166320801,33576.71599925,0.0307312012,-1.0001525879,-0.0186462402,14598.8130594167,49.653,192.7
0.0923614502,0.0336151123,-1.0130462646,87621.6042415417,0.0662536621,-1.0509033203,-0.0044403076,7079.733840875,0.0467681885,-0.9978637695,-0.0148162842,33576.75753325,0.0242767334,-0.9975585938,0.0027923584,14598.8548684167,48.013,183.46
0.0699157715,0.1122283936,-0.9746551514,87621.6451655417,0.1137237549,-1.1287231445,-0.0950469971,7079.775233875,0.0531463623,-0.9960174561,0.0204620361,33576.79903725,0.0252990723,-0.9960021973,0.0209655762,14598.8966474167,50.954,178.24
0.0565795898,0.0458221436,-1.0014953613,87621.6860895417,0.0334320068,-0.967880249,-0.0068359375,7079.816628875,0.0584411621,-1.0013275146,0.0249481201,33576.84054125,0.0152587891,-0.9978485107,0.0187835693,14598.9384564167,55.915,180.57
0.0015869141,0.0870361328,-1.0088806152,87621.7270135417,0.0466461182,-1.0084075928,-0.0690307617,7079.858030875,0.0426940918,-0.9987945557,-0.0117340088,33576.88207625,0.039276123,-0.994354248,0.0121917725,14598.9802654167,58.283,185.81
0.0770874023,0.0421600342,-1.0072174072,87621.7679375417,0.1135864258,-1.0238952637,-0.0485992432,7079.899430875,0.0598449707,-1.0044555664,-0.0078887939,33576.92358025,0.0402984619,-0.9936828613,-0.0060577393,14599.0220444167,56,187
0.0762786865,0.0714111328,-0.9952545166,87621.8088615417,0.0018005371,-0.9497680664,-0.0391540527,7079.940679875,0.0706634521,-0.9886932373,0.0188446045,33576.96508425,0.0240478516,-1.0027923584,0.0080413818,14599.0638534167,51.48,182.31
0.0804138184,-0.0313720703,-0.9949645996,87621.8497865417,0.05078125,-1.006439209,-0.0466003418,7079.982076875,0.0456542969,-1.0074462891,0.0297241211,33577.00658725,-0.0210266113,-1.0174560547,6.103515625E-05,14599.1056314167,48.974,179.78
0.0598297119,0.052520752,-1.0044250488,87621.8907105417,0.0603637695,-0.993927002,-0.0683898926,7080.023476875,0.0901184082,-0.9962921143,0.0190124512,33577.04812225,0.0585021973,-1.0098571777,0.0217437744,14599.1474414167,49.821,184.85
0.0740814209,0.0811157227,-0.992401123,87621.9316035417,0.0255126953,-0.9613494873,-0.0373077393,7080.064874875,0.0958404541,-1.0084228516,0.0354309082,33577.08962625,0.0125579834,-0.9899139404,0.0279388428,14599.1892194167,51.18,193.65
0.0476837158,0.0565338135,-1.0015563965,87621.9725275417,0.04347229,-0.9766540527,-0.029510498,7080.106267875,0.0300140381,-0.9862670898,0.0151824951,33577.13116025,-0.0015411377,-0.9931030273,0.0372772217,14599.2310284167,49.265,196.72
0.0632476807,0.0653991699,-0.9991760254,87622.0134515417,0.0433502197,-0.9954681396,-0.0753326416,7080.147517875,0.0612945557,-1.003112793,0.0317230225,33577.17266425,0.0675506592,-0.9912719727,0.0189056396,14599.2728374167,43.865,190.44
0.0679321289,0.0934448242,-0.9974060059,87622.0543755417,0.0598602295,-0.9971313477,-0.0626525879,7080.188919875,0.0618438721,-1.0081481934,0.0101776123,33577.21416825,0.0024414063,-0.9991912842,0.0154266357,14599.3145912917,38.67,183.49
0.076751709,0.0295715332,-1.0040283203,87622.0952995417,0.063583374,-0.9996337891,-0.0393676758,7080.230315875,0.0924835205,-0.9810638428,0.0287475586,33577.25567225,0.0416870117,-0.9982757568,0.0030212402,14599.3564002917,36.858,185.04
0.054473877,0.0479431152,-1.0005950928,87622.1362245417,0.007232666,-0.9727478027,-0.0369110107,7080.271713875,0.0593566895,-0.9989318848,0.0079803467,33577.29720625,-0.0023193359,-1.00390625,-0.0038604736,14599.3981782917,37.702,195.72
0.0366973877,0.0066223145,-1.0101623535,87622.1771485417,0.0565490723,-1.0275726318,-0.0233917236,7080.313113875,0.0648040771,-1.0026245117,0.0251312256,33577.338722125,0.0449523926,-0.9869384766,0.0088195801,14599.4399882917,37.674,206.67
0.0691833496,0.0402069092,-1.0145874023,87622.2180415417,0.0411987305,-1.0143585205,0.0148162842,7080.354344875,0.088973999,-0.9886779785,0.0156402588,33577.380226125,0.0165863037,-0.998916626,-0.0334777832,14599.4817662917,34.954,210.89
0.0619354248,0.0175323486,-1.0217285156,87622.2589965417,0.0442047119,-1.0132904053,-0.0153503418,7080.395769875,0.0762023926,-0.9815979004,-0.0045471191,33577.421730125,0.0315704346,-1.003692627,-0.0147857666,14599.5235752917,31,211
0.0550689697,0.0742645264,-0.9950256348,87622.2999205417,0.0192871094,-0.9789276123,-0.0345306396,7080.437167875,0.0383453369,-0.9896697998,0.0291900635,33577.463264125,0.0201873779,-0.9986724854,-0.0222473145,14599.5653542917,27.688,213
0.0681610107,0.0987701416,-0.9972991943,87622.3408445417,0.0256195068,-1.0004272461,-0.0732727051,7080.478566875,0.0523681641,-1.009262085,0.0318450928,33577.504768125,0.0009918213,-0.9850921631,-0.027633667,14599.6071632917,24.641,220.27
0.055267334,0.068649292,-1.0024719238,87622.3817725417,0.0470428467,-1.003616333,-0.0286254883,7080.519962875,0.0597076416,-0.9956054688,0.0369415283,33577.546303125,0.0288391113,-1.0035858154,-0.020980835,14599.6489412917,19.727,229.04
0.0468292236,0.0691223145,-0.9951019287,87622.4226965417,0.0419464111,-1.0000152588,-0.0357513428,7080.561211875,0.070526123,-0.9870147705,0.0179748535,33577.587807125,0.0394439697,-1.0047607422,0.0191040039,14599.6907502917,12.667,235.22
0.0737915039,0.0437164307,-0.9894561768,87622.4636205417,0.025177002,-0.9640045166,0.0123901367,7080.602598875,0.0499725342,-0.991897583,-0.0028839111,33577.629311125,0.0117492676,-1.0151824951,-0.0281219482,14599.7325292917,5.7566,238.39
0.0365905762,0.0725097656,-1.015335083,87622.5045445417,0.0500030518,-1.0225067139,-0.0332183838,7080.643986875,0.0652618408,-1.0056762695,0.0121002197,33577.670815125,0.0340270996,-0.9860076904,-0.0030059814,14599.7743382917,1.4454,240.38
0.0627593994,0.0473175049,-1.0021820068,87622.5454685417,0.0126037598,-0.9899291992,-0.0276489258,7080.685371875,0.0449371338,-1.0202636719,0.0291595459,33577.712349125,0.0163879395,-0.9904174805,-0.0335845947,14599.8161172917,0.060571,243.99
0.0703887939,0.0727081299,-1.0055084229,87622.5863925417,0.0544433594,-1.0065307617,-0.0213623047,7080.726760875,0.0556488037,-1.0031890869,0.0155487061,33577.753853125,0.0139465332,-0.9944152832,-0.0152587891,14599.8579262917,-0.050456,249.44
0.0646057129,0.1550445557,-0.9922027588,87622.6273165417,-0.0010375977,-0.9922485352,-0.0896453857,7080.767995875,0.0563201904,-0.9985961914,0.0022125244,33577.795357125,0.0319976807,-1.00440979,0.0506134033,14599.8997042917,-0.014851,256.59
0.0316619873,0.0349731445,-1.0075683594,87622.6682405417,-0.0072937012,-0.9859466553,-0.032913208,7080.809393875,0.0668945313,-0.9949951172,-0.0046539307,33577.836861125,0.0290222168,-0.9980621338,0.0330352783,14599.9415132917,-0.0036151,263.32
0.0414123535,0.0986938477,-0.9862518311,87622.7091655417,0.0173034668,-1.0114746094,-0.0402069092,7080.850794875,0.0489349365,-0.9998626709,0.0264587402,33577.878395125,0.0241241455,-0.9988555908,0.0315551758,14599.9832922917,0.083357,266.32
0.0716552734,0.0559234619,-0.9972381592,87622.7500895417,0.0078430176,-1.0070495605,-0.0357971191,7080.892195875,0.0697937012,-0.9985809326,0.0123443604,33577.919899125,0.0424194336,-0.9931335449,0.0453033447,14600.0250712917,-2.7375E-16,264
0.0612487793,0.0587615967,-1.0020446777,87622.7909825417,0.0076141357,-0.9802093506,-0.002532959,7080.933597875,0.0488433838,-0.9879302979,0.0188751221,33577.961403125,0.0121307373,-0.9948272705,0.020111084,14600.0668802917,-0.37571,257.06
0.0607452393,0.0228881836,-1.0010986328,87622.8319065417,0.0438995361,-1.0214538574,-0.0428314209,7080.974852875,0.0533599854,-0.9994506836,0.0124816895,33578.002937125,0.0323638916,-1.0008087158,0.0161590576,14600.1086582917,-0.28602,250.55
0.1034393311,0.0358276367,-0.9987335205,87622.8728305417,0.0169219971,-0.9787445068,-0.0540161133,7081.016255875,0.0483551025,-1.0111541748,0.0075378418,33578.044441125,0.0380096436,-1.0021362305,0.0415649414,14600.1504672917,0.61301,247.69
0.0660705566,0.0476837158,-0.9953308105,87622.9137545417,0.0427246094,-0.9873657227,-0.031539917,7081.057661875,0.0555114746,-0.9920501709,0.0215911865,33578.085945125,0.0330963135,-1.012298584,-0.0160675049,14600.1922462917,1.7342,248.28
0.0377502441,0.0773773193,-1.0013275146,87622.9546785417,0.049331665,-0.9846954346,-0.0386505127,7081.099070875,0.0461730957,-0.9922943115,-0.0241088867,33578.127480125,0.0665435791,-0.9950561523,0.0030670166,14600.2340552917,1.9145,248.79
0.0869750977,0.0163421631,-1.0007324219,87622.9956035417,0.0212860107,-0.9874420166,-0.0611419678,7081.140475875,0.0325012207,-0.9902648926,-0.0231323242,33578.168983125,0.0312042236,-0.9921264648,0.0213470459,14600.2758642917,0.93698,245.25
0.0739746094,0.033706665,-1.0145263672,87623.0364965417,0.0273132324,-0.9971313477,-0.0469512939,7081.181728875,0.0427093506,-1.000793457,-0.0159759521,33578.210487125,-0.0176544189,-1.0005340576,0.0235443115,14600.317629875,0.046143,238.45
0.0310821533,-0.0263061523,-0.980178833,87623.0774205417,0.0676574707,-1.0315856934,-0.0129852295,7081.223139875,0.0402984619,-1.0071868896,-0.0035247803,33578.251991125,0.0415649414,-0.989364624,0.0320129395,14600.359438875,0.3851,231.54
0.0858917236,0.0612792969,-0.9964599609,87623.1183445417,-0.0617675781,-0.9324035645,-0.0425415039,7081.264546875,0.0450134277,-0.9971618652,-0.0064544678,33578.293526125,0.0312652588,-0.9961242676,-0.0286712646,14600.401216875,1.9498,228.63
