is_walking,fsr1,fsr2,top_x,top_y,top_z,side_x,side_y,side_z,front_x,front_y,front_z,corner_x,corner_y,corner_z
0,0,0,0.078796387,0.047317505,-0.998580933,0.021987915,-0.99659729,-0.028366089,0.042007446,-0.997619629,0.000411987,0.036453247,-0.998901367,0.00328064
0,0,0,0.077270508,0.04725647,-0.99887085,0.02104187,-0.996994019,-0.026107788,0.042480469,-0.997894287,-0.000350952,0.036331177,-0.998962402,0.003982544
0,0,0,0.079223633,0.046386719,-0.999771118,0.019638062,-0.996688843,-0.027282715,0.041763306,-0.997894287,-0.000427246,0.037002563,-0.998931885,0.003707886
0,0,0,0.076797485,0.048614502,-0.999664307,0.021606445,-0.997009277,-0.028274536,0.041732788,-0.996643066,-0.00038147,0.03704834,-0.999420166,0.003173828
0,0,0,0.07800293,0.048553467,-1.000778198,0.020492554,-0.996765137,-0.027252197,0.042663574,-0.997283936,-0.001251221,0.036697388,-0.999603271,0.002990723
0,0,0,0.078292847,0.046966553,-1.000137329,0.021484375,-0.997528076,-0.027359009,0.041870117,-0.996231079,-0.001205444,0.03604126,-0.998947144,0.004241943
0,0,0,0.077606201,0.047805786,-0.998260498,0.021652222,-0.998092651,-0.028518677,0.042144775,-0.9972229,-0.00088501,0.037109375,-0.999649048,0.003082275
0,0,0,0.077865601,0.048019409,-1.000030518,0.019439697,-0.996139526,-0.02796936,0.042495728,-0.997116089,3.05E-05,0.035858154,-0.999526978,0.004364014
0,0,0,0.078643799,0.046630859,-0.998062134,0.019958496,-0.996520996,-0.028869629,0.042648315,-0.997314453,-0.000900269,0.03666687,-0.999664307,0.003738403
0,0,0,0.078826904,0.049331665,-0.999221802,0.020629883,-0.995849609,-0.026077271,0.043060303,-0.997299194,-0.001144409,0.036102295,-0.999984741,0.00378418
0,0,0,0.078994751,0.048782349,-0.998321533,0.020721436,-0.99508667,-0.028289795,0.043380737,-0.996887207,-0.000152588,0.036102295,-0.999481201,0.004806519
0,0,0,0.079742432,0.049163818,-0.999420166,0.02116394,-0.995223999,-0.029067993,0.043060303,-0.996856689,-0.000747681,0.036270142,-0.998916626,0.004379272
0,0,0,0.077011108,0.047988892,-0.998199463,0.022338867,-0.996948242,-0.029098511,0.043716431,-0.997558594,-0.000549316,0.036239624,-0.999771118,0.003799438
0,0,0,0.079162598,0.046722412,-0.998733521,0.021560669,-0.99659729,-0.02947998,0.041900635,-0.997406006,-0.000640869,0.036453247,-0.999328613,0.003875732
0,0,0,0.079315186,0.051574707,-0.999771118,0.021514893,-0.997802734,-0.027633667,0.041610718,-0.996765137,-0.000839233,0.03666687,-0.999511719,0.003509521
0,0,0,0.078933716,0.046966553,-0.998855591,0.021881104,-0.996902466,-0.02822876,0.041671753,-0.996917725,-0.001037598,0.03616333,-0.999938965,0.003616333
0,0,0,0.079040527,0.050140381,-0.998947144,0.023208618,-0.995407104,-0.028762817,0.043212891,-0.996643066,-0.001052856,0.03565979,-0.999237061,0.003448486
0,0,0,0.077316284,0.04800415,-0.99798584,0.022171021,-0.996963501,-0.028335571,0.042297363,-0.996887207,-0.000198364,0.035919189,-0.999099731,0.003311157
0,0,0,0.077850342,0.049591064,-0.997924805,0.020004272,-0.997756958,-0.027603149,0.041763306,-0.997467041,-0.000610352,0.036972046,-0.999084473,0.004425049
0,0,0,0.078079224,0.048126221,-0.999450684,0.02104187,-0.997177124,-0.026763916,0.042160034,-0.99697876,-0.001266479,0.037063599,-0.999710083,0.003417969
0,0,0,0.077774048,0.047485352,-0.997329712,0.020629883,-0.996459961,-0.028106689,0.041549683,-0.996704102,1.53E-05,0.03578186,-0.999420166,0.003036499
0,0,0,0.077087402,0.048217773,-0.998641968,0.020706177,-0.996170044,-0.027679443,0.041412354,-0.997161865,-0.000274658,0.036529541,-1.000015259,0.005157471
0,0,0,0.077911377,0.049240112,-0.999725342,0.021896362,-0.99621582,-0.027679443,0.042755127,-0.996734619,-0.000595093,0.036529541,-0.998931885,0.003799438
0,0,0,0.078018188,0.049423218,-0.998077393,0.020309448,-0.997039795,-0.027099609,0.041641235,-0.996917725,0.000473022,0.035430908,-0.99987793,0.004013062
0,0,0,0.078308105,0.048141479,-0.999252319,0.02104187,-0.994949341,-0.026855469,0.042419434,-0.996536255,-0.001327515,0.035507202,-0.999023438,0.00340271
0,0,0,0.078186035,0.049377441,-0.998855591,0.021102905,-0.99559021,-0.028244019,0.042480469,-0.996780396,-0.000946045,0.035949707,-0.999450684,0.003692627
0,0,0,0.079177856,0.048568726,-1.001220703,0.019271851,-0.995864868,-0.028945923,0.042449951,-0.996780396,-0.001571655,0.036483765,-1.000213623,0.002471924
0,0,0,0.079330444,0.046905518,-1.001113892,0.021743774,-0.996322632,-0.028289795,0.043014526,-0.99697876,-0.000946045,0.03704834,-0.999801636,0.003143311
0,0,0,0.078536987,0.050292969,-0.997619629,0.022186279,-0.996902466,-0.027603149,0.041809082,-0.997390747,0.000869751,0.036453247,-0.999542236,0.003677368
0,0,0,0.078109741,0.047958374,-0.998413086,0.022399902,-0.996902466,-0.027816772,0.041946411,-0.996353149,-0.000854492,0.036590576,-0.999465942,0.003646851
0,0,0,0.077697754,0.047912598,-0.999145508,0.020706177,-0.996932983,-0.028244019,0.042190552,-0.997650146,-0.000137329,0.036102295,-1.000259399,0.004501343
0,0,0,0.078292847,0.049621582,-0.998382568,0.020095825,-0.997131348,-0.028320313,0.04145813,-0.996795654,-0.000595093,0.035476685,-1.000137329,0.00428772
0,0,0,0.078323364,0.048660278,-0.999923706,0.021575928,-0.996688843,-0.0284729,0.041854858,-0.99671936,-0.000457764,0.037307739,-0.999557495,0.00378418
0,0,0,0.07774353,0.047714233,-0.998550415,0.021057129,-0.996627808,-0.029312134,0.042694092,-0.997329712,-0.000854492,0.036270142,-0.999343872,0.00328064
0,0,0,0.079116821,0.04699707,-0.999465942,0.021026611,-0.996780396,-0.03024292,0.042480469,-0.996643066,-0.000473022,0.036376953,-1.000152588,0.003707886
0,0,0,0.07862854,0.047042847,-0.998855591,0.021133423,-0.996688843,-0.030441284,0.042022705,-0.997268677,0,0.037261963,-0.998825073,0.005050659
0,0,0,0.077545166,0.04776001,-0.99949646,0.022003174,-0.995498657,-0.029022217,0.042434692,-0.997894287,-0.001205444,0.036331177,-0.999694824,0.004043579
0,0,0,0.077957153,0.048553467,-1.000854492,0.02116394,-0.998306274,-0.027282715,0.042312622,-0.996536255,-0.00112915,0.035720825,-1.000015259,0.003814697
0,0,0,0.078292847,0.04901123,-1.000534058,0.01991272,-0.995162964,-0.028259277,0.042984009,-0.996582031,-0.000167847,0.036392212,-0.999343872,0.003585815
0,0,0,0.077514648,0.047119141,-0.999145508,0.020477295,-0.995269775,-0.02897644,0.042190552,-0.997756958,-0.000198364,0.035629272,-1.00050354,0.004104614
0,0,0,0.078811646,0.04850769,-0.998321533,0.019821167,-0.996261597,-0.028366089,0.0418396,-0.998016357,-0.000732422,0.036636353,-0.99961853,0.003662109
0,0,0,0.078994751,0.047149658,-0.99836731,0.020828247,-0.996246338,-0.027832031,0.04196167,-0.997955322,-0.001052856,0.036209106,-0.999313354,0.003723145
0,0,0,0.078063965,0.049423218,-0.998413086,0.020645142,-0.997680664,-0.027816772,0.0418396,-0.996734619,0.000244141,0.035644531,-0.999694824,0.003890991
0,0,0,0.079360962,0.047744751,-0.999343872,0.022155762,-0.995956421,-0.027008057,0.042190552,-0.997116089,-0.000671387,0.035614014,-0.999481201,0.004211426
0,0,0,0.079620361,0.047241211,-0.998519897,0.021102905,-0.997116089,-0.027191162,0.04258728,-0.997619629,-0.00050354,0.034881592,-0.999328613,0.003921509
0,0,0,0.077545166,0.049575806,-0.997741699,0.0209198,-0.996734619,-0.026397705,0.042190552,-0.997283936,-0.000778198,0.036865234,-1.000396729,0.0027771
0,0,0,0.078308105,0.048629761,-0.998672485,0.021072388,-0.994812012,-0.028305054,0.042419434,-0.997283936,-0.000274658,0.036224365,-0.999237061,0.00378418
0,0,0,0.079345703,0.048934937,-1.00100708,0.020446777,-0.997116089,-0.027908325,0.042190552,-0.997650146,-0.000610352,0.037139893,-0.99937439,0.003997803
0,0,0,0.077697754,0.048248291,-0.998443604,0.02003479,-0.99697876,-0.028594971,0.042129517,-0.997116089,0.000244141,0.037139893,-0.999282837,0.003097534
0,0,0,0.078918457,0.049575806,-0.998397827,0.019546509,-0.995925903,-0.02633667,0.042404175,-0.997039795,-0.000213623,0.036468506,-0.998977661,0.003662109
0,0,0,0.077636719,0.048965454,-0.998962402,0.019882202,-0.995651245,-0.029373169,0.042495728,-0.996643066,-0.000793457,0.03729248,-0.999526978,0.004302979
0,0,0,0.077819824,0.050003052,-0.997436523,0.021911621,-0.995864868,-0.027740479,0.042358398,-0.997344971,-0.000579834,0.036880493,-0.998626709,0.004074097
0,0,0,0.079086304,0.047225952,-0.999893188,0.022491455,-0.996871948,-0.027923584,0.04309082,-0.99671936,-0.001251221,0.03678894,-0.998626709,0.003341675
0,0,0,0.07901001,0.049865723,-0.998687744,0.020477295,-0.996414185,-0.027359009,0.042984009,-0.996368408,-0.000167847,0.036010742,-1.000335693,0.004486084
0,0,0,0.078613281,0.047958374,-0.998764038,0.021026611,-0.997268677,-0.027572632,0.041488647,-0.997116089,-0.000473022,0.035919189,-0.999542236,0.004760742
0,0,0,0.078216553,0.049530029,-0.997924805,0.019927979,-0.996582031,-0.027511597,0.041595459,-0.996932983,-0.000335693,0.03678894,-0.998733521,0.003997803
0,0,0,0.077529907,0.049743652,-0.999633789,0.02166748,-0.995773315,-0.02835083,0.041793823,-0.996490479,-0.000579834,0.035446167,-0.999435425,0.004165649
0,0,0,0.077758789,0.049484253,-1.000015259,0.020935059,-0.998413086,-0.028884888,0.041488647,-0.997146606,-0.001098633,0.037277222,-0.998733521,0.004150391
0,0,0,0.079360962,0.048812866,-0.998977661,0.021362305,-0.997817993,-0.026000977,0.042053223,-0.996810913,-0.000335693,0.036529541,-0.999603271,0.004425049
0,0,0,0.077194214,0.047637939,-1.00050354,0.021087646,-0.996459961,-0.027008057,0.041809082,-0.996566772,-0.000289917,0.037338257,-0.998916626,0.003585815
0,0,0,0.078826904,0.048522949,-0.999908447,0.02154541,-0.996429443,-0.026947021,0.042861938,-0.997375488,0.000305176,0.036483765,-0.999526978,0.004226685
0,0,0,0.079315186,0.04914856,-0.999710083,0.021270752,-0.996322632,-0.028747559,0.042510986,-0.9972229,-0.000991821,0.036483765,-0.998703003,0.00378418
0,0,0,0.078399658,0.049453735,-0.997268677,0.022659302,-0.998336792,-0.027816772,0.042205811,-0.996459961,-0.001495361,0.036712646,-0.999298096,0.003585815
0,0,0,0.078292847,0.048950195,-0.999725342,0.020629883,-0.995407104,-0.028137207,0.043151855,-0.998519897,0,0.035720825,-1.000045776,0.004364014
0,0,0,0.078063965,0.047592163,-0.999282837,0.020141602,-0.996246338,-0.029327393,0.042724609,-0.997238159,-0.000457764,0.035705566,-0.999816895,0.003204346
0,0,0,0.079406738,0.048797607,-0.998565674,0.020080566,-0.994537354,-0.028411865,0.041976929,-0.996841431,-0.000732422,0.036483765,-0.999343872,0.004180908
0,0,0,0.079589844,0.049758911,-0.998062134,0.021270752,-0.996200562,-0.027496338,0.042800903,-0.997436523,-0.001342773,0.036102295,-0.999633789,0.003845215
0,0,0,0.07862854,0.051177979,-1.000915527,0.021316528,-0.99621582,-0.027542114,0.041854858,-0.997451782,-0.000732422,0.035934448,-0.999343872,0.003387451
0,0,0,0.078659058,0.04725647,-0.999755859,0.019927979,-0.9972229,-0.028198242,0.041976929,-0.996459961,0,0.036193848,-0.998733521,0.003799438
0,0,0,0.077911377,0.050460815,-0.997421265,0.019866943,-0.99647522,-0.027359009,0.042770386,-0.997116089,-0.001663208,0.036911011,-0.999526978,0.004425049
0,0,0,0.078567505,0.050048828,-0.999343872,0.021606445,-0.9972229,-0.029586792,0.042022705,-0.99647522,-0.001022339,0.036056519,-0.998977661,0.003265381
0,0,0,0.078460693,0.050231934,-0.999954224,0.020889282,-0.996948242,-0.027023315,0.041305542,-0.997161865,-0.000976563,0.036117554,-0.999755859,0.003845215
0,0,0,0.078536987,0.047119141,-0.996994019,0.022659302,-0.996536255,-0.026901245,0.042709351,-0.997497559,-0.001342773,0.0365448,-0.999053955,0.003097534
0,0,0,0.077697754,0.049575806,-0.999145508,0.022262573,-0.995651245,-0.028060913,0.041809082,-0.996780396,-0.002212524,0.0362854,-0.998153687,0.002624512
0,0,0,0.079330444,0.044891357,-0.999282837,0.021591187,-0.997009277,-0.027053833,0.041671753,-0.997680664,-0.000244141,0.03678894,-0.999145508,0.003662109
0,0,0,0.078735352,0.047058105,-0.997558594,0.020797729,-0.995849609,-0.026916504,0.042434692,-0.997238159,-0.000396729,0.036010742,-0.999099731,0.003356934
0,0,0,0.077575684,0.048156738,-0.998458862,0.020523071,-0.996902466,-0.028015137,0.041671753,-0.995986938,-0.001190186,0.037277222,-1.000259399,0.003967285
0,0,0,0.077255249,0.047531128,-0.999328613,0.020980835,-0.996688843,-0.027893066,0.0418396,-0.995666504,-0.000564575,0.036849976,-0.999847412,0.004119873
0,0,0,0.078659058,0.048675537,-0.999526978,0.020385742,-0.996673584,-0.029190063,0.042739868,-0.996749878,-0.000732422,0.036804199,-0.999664307,0.003051758
0,0,0,0.078186035,0.046279907,-0.99961853,0.021179199,-0.996261597,-0.030136108,0.041976929,-0.997695923,-0.001419067,0.036071777,-0.999572754,0.003860474
0,0,0,0.078384399,0.048629761,-0.999664307,0.020217896,-0.996856689,-0.028686523,0.041732788,-0.997116089,-0.000183105,0.036499023,-0.999710083,0.003738403
0,0,0,0.078094482,0.047821045,-0.999588013,0.01953125,-0.997177124,-0.026275635,0.042312622,-0.997039795,0.000427246,0.037017822,-0.998260498,0.003173828
0,0,0,0.078460693,0.047531128,-0.997406006,0.021148682,-0.996383667,-0.02935791,0.042831421,-0.997283936,-4.58E-05,0.037002563,-0.998474121,0.003295898
0,0,0,0.078826904,0.046798706,-1.000137329,0.021057129,-0.996688843,-0.028381348,0.042434692,-0.997177124,-0.000762939,0.037094116,-0.999771118,0.004669189
0,0,0,0.078277588,0.050140381,-0.99887085,0.021148682,-0.995239258,-0.029876709,0.042373657,-0.996368408,-0.000839233,0.038574219,-0.999221802,0.003570557
0,0,0,0.078720093,0.049667358,-0.998550415,0.020431519,-0.995285034,-0.027633667,0.042160034,-0.996917725,-0.001159668,0.036514282,-0.99911499,0.003051758
0,0,0,0.080032349,0.047409058,-0.999710083,0.021179199,-0.995986938,-0.027496338,0.042938232,-0.996688843,-0.001159668,0.036651611,-0.99949646,0.003250122
0,0,0,0.079101563,0.049331665,-0.999008179,0.021072388,-0.995681763,-0.027816772,0.042221069,-0.996231079,-0.001190186,0.036514282,-0.998779297,0.003677368
0,0,0,0.078216553,0.049072266,-0.99949646,0.021377563,-0.997253418,-0.027267456,0.042221069,-0.997238159,0.000167847,0.036239624,-0.999542236,0.00402832
0,0,0,0.078399658,0.046264648,-0.998825073,0.020111084,-0.997314453,-0.028396606,0.04246521,-0.997680664,-0.000640869,0.035552979,-1.000061035,0.003005981
0,0,0,0.077102661,0.048629761,-0.998886108,0.019561768,-0.996566772,-0.028259277,0.042510986,-0.996963501,-0.000900269,0.036636353,-0.998550415,0.003189087
0,0,0,0.078475952,0.04864502,-0.99887085,0.021530151,-0.996490479,-0.027313232,0.042190552,-0.99659729,9.16E-05,0.036849976,-0.999252319,0.003860474
0,0,0,0.078460693,0.048461914,-0.997421265,0.019546509,-0.995895386,-0.028686523,0.042358398,-0.996353149,-0.000640869,0.036026001,-0.999435425,0.003692627
0,0,0,0.078170776,0.048309326,-0.997695923,0.021224976,-0.99710083,-0.027572632,0.041809082,-0.996658325,-0.000610352,0.036392212,-0.999099731,0.003005981
0,0,0,0.079620361,0.049468994,-0.998977661,0.020385742,-0.995880127,-0.028244019,0.043136597,-0.997436523,-0.000823975,0.036300659,-0.999526978,0.003967285
0,0,0,0.077178955,0.05065918,-0.999145508,0.019851685,-0.997512817,-0.029159546,0.042526245,-0.997375488,0.000183105,0.036804199,-0.99987793,0.00352478
0,0,0,0.078567505,0.050933838,-1.000823975,0.021224976,-0.996902466,-0.026794434,0.043121338,-0.997009277,-0.000564575,0.035186768,-0.999938965,0.00302124
0,0,0,0.078536987,0.049606323,-0.998672485,0.020629883,-0.996429443,-0.029815674,0.041931152,-0.997360229,-0.000762939,0.036773682,-0.999160767,0.002548218
0,0,0,0.077789307,0.049102783,-0.999801636,0.021560669,-0.996612549,-0.026794434,0.041687012,-0.998153687,-0.001037598,0.036743164,-1.000045776,0.003463745
0,0,0,0.079727173,0.046356201,-1.000442505,0.020431519,-0.995727539,-0.028167725,0.042739868,-0.997131348,-0.001342773,0.036087036,-0.999252319,0.003799438
0,0,0,0.078674316,0.047164917,-0.99949646,0.020080566,-0.995758057,-0.028152466,0.042205811,-0.996490479,-0.000961304,0.036346436,-1.000350952,0.003662109
0,0,0,0.077713013,0.04826355,-0.997787476,0.021484375,-0.997238159,-0.028030396,0.042663574,-0.997924805,-0.001708984,0.035842896,-0.999221802,0.004058838
0,0,0,0.079040527,0.048049927,-0.999298096,0.020431519,-0.996520996,-0.027389526,0.043395996,-0.998123169,-0.000854492,0.036483765,-0.999801636,0.003463745
0,0,0,0.078781128,0.048370361,-1.000076294,0.020599365,-0.996322632,-0.030044556,0.043945313,-0.997131348,-0.000579834,0.036361694,-0.999328613,0.002716064
0,0,0,0.078887939,0.048995972,-1.000534058,0.021728516,-0.995986938,-0.026809692,0.042404175,-0.997009277,-0.000900269,0.037445068,-0.999572754,0.003738403
0,0,0,0.076675415,0.050460815,-0.998260498,0.021209717,-0.996795654,-0.026031494,0.042327881,-0.996841431,-0.000518799,0.037078857,-0.999526978,0.003417969
0,0,0,0.079956055,0.046295166,-0.99836731,0.022491455,-0.996154785,-0.027999878,0.042526245,-0.996841431,-0.001144409,0.035690308,-0.99786377,0.002853394
0,0,0,0.077270508,0.049026489,-0.999908447,0.021255493,-0.995391846,-0.029067993,0.041687012,-0.997634888,7.63E-05,0.037399292,-0.998672485,0.002731323
0,0,0,0.077255249,0.047714233,-0.999450684,0.021026611,-0.99671936,-0.029174805,0.042160034,-0.997329712,0.000320435,0.035812378,-0.998672485,0.003845215
0,0,0,0.078857422,0.049087524,-1.000106812,0.022186279,-0.996887207,-0.027572632,0.040924072,-0.997238159,-0.000808716,0.036026001,-0.999176025,0.003601074
0,0,0,0.077529907,0.048095703,-0.99949646,0.021011353,-0.995910645,-0.029922485,0.041748047,-0.997329712,-0.000213623,0.0365448,-0.999969482,0.003341675
0,0,0,0.077774048,0.047424316,-0.999313354,0.020874023,-0.99659729,-0.02796936,0.042282104,-0.997512817,-0.000579834,0.036560059,-0.999511719,0.002532959
0,0,0,0.077774048,0.048339844,-0.998901367,0.022918701,-0.996292114,-0.02897644,0.041412354,-0.997619629,-0.000762939,0.036605835,-0.999160767,0.003417969
0,0,0,0.078033447,0.047912598,-0.998901367,0.021469116,-0.995666504,-0.028839111,0.042648315,-0.996841431,0.000259399,0.036422729,-0.999755859,0.004196167
0,0,0,0.078155518,0.049423218,-1.000747681,0.021209717,-0.996582031,-0.028488159,0.041946411,-0.997161865,-0.001022339,0.036117554,-1.000366211,0.003585815
0,0,0,0.079910278,0.047073364,-0.999313354,0.019744873,-0.996307373,-0.02772522,0.041931152,-0.997665405,-0.000137329,0.035766602,-0.998748779,0.002761841
0,0,0,0.078872681,0.047363281,-0.999053955,0.01940918,-0.996078491,-0.026809692,0.042037964,-0.99786377,-0.001144409,0.037017822,-0.999679565,0.003173828
0,0,0,0.078109741,0.050231934,-1.000045776,0.019882202,-0.996536255,-0.029296875,0.042495728,-0.997497559,-0.001113892,0.036514282,-0.999206543,0.003585815
0,0,0,0.078125,0.048599243,-0.997879028,0.019760132,-0.996490479,-0.028747559,0.041854858,-0.996734619,-0.000823975,0.036514282,-0.999969482,0.003799438
0,0,0,0.078613281,0.049514771,-0.99861145,0.019790649,-0.996246338,-0.027282715,0.042190552,-0.996734619,-0.001251221,0.036254883,-1.000106812,0.003219604
0,0,0,0.076766968,0.048355103,-0.998352051,0.019378662,-0.996520996,-0.025680542,0.042190552,-0.997665405,-0.001037598,0.036178589,-0.999969482,0.004562378
0,0,0,0.079483032,0.047515869,-1.000946045,0.020187378,-0.997451782,-0.028137207,0.042770386,-0.9972229,-0.001113892,0.036087036,-0.999755859,0.003738403
0,0,0,0.078643799,0.047866821,-0.999099731,0.021484375,-0.997070313,-0.028549194,0.042388916,-0.996810913,-0.000900269,0.035812378,-0.998550415,0.002380371
0,0,0,0.078735352,0.048034668,-0.999053955,0.01991272,-0.996154785,-0.029052734,0.042236328,-0.998062134,-0.002059937,0.035888672,-0.998703003,0.002853394
0,0,0,0.078536987,0.049758911,-0.999679565,0.020446777,-0.997802734,-0.02796936,0.041946411,-0.996810913,-0.001113892,0.036834717,-0.999191284,0.003936768
0,0,0,0.079040527,0.050064087,-0.999710083,0.020950317,-0.997711182,-0.028320313,0.043045044,-0.996292114,-0.000473022,0.036743164,-0.99899292,0.002853394
0,0,0,0.078521729,0.048065186,-0.998001099,0.021224976,-0.995773315,-0.027313232,0.042816162,-0.996948242,-0.001220703,0.0362854,-0.999404907,0.003463745
0,0,0,0.078689575,0.0493927,-0.999008179,0.020233154,-0.996292114,-0.028030396,0.043151855,-0.996932983,-0.000518799,0.037734985,-1.000350952,0.002944946
0,0,0,0.079528809,0.047897339,-0.997528076,0.02130127,-0.996200562,-0.027679443,0.042861938,-0.99697876,-0.001663208,0.036346436,-0.999099731,0.003417969
0,0,0,0.077209473,0.048233032,-0.999176025,0.02041626,-0.994873047,-0.02947998,0.043395996,-0.996994019,-0.001251221,0.036178589,-0.999801636,0.003265381
0,0,0,0.07925415,0.047485352,-1.000442505,0.021377563,-0.995941162,-0.029006958,0.042388916,-0.997238159,-0.000762939,0.036560059,-0.999465942,0.003540039
0,0,0,0.079910278,0.047393799,-0.99786377,0.019729614,-0.996276855,-0.028793335,0.041595459,-0.996826172,7.63E-05,0.036102295,-0.999755859,0.003997803
0,0,0,0.078826904,0.048355103,-0.999267578,0.02142334,-0.996520996,-0.027160645,0.042358398,-0.997512817,-0.001480103,0.035873413,-0.999984741,0.002960205
0,0,0,0.079589844,0.048782349,-0.999588013,0.020172119,-0.996871948,-0.028625488,0.042800903,-0.996444702,-0.000442505,0.035980225,-0.999176025,0.00402832
0,0,0,0.079467773,0.049163818,-0.998382568,0.020843506,-0.997390747,-0.028366089,0.041152954,-0.996871948,-0.00038147,0.036300659,-0.998825073,0.003540039
0,0,0,0.077880859,0.046966553,-0.999252319,0.019699097,-0.997207642,-0.026046753,0.042541504,-0.99609375,-0.000610352,0.036712646,-0.998916626,0.002944946
0,0,0,0.07800293,0.047241211,-0.997970581,0.018981934,-0.996154785,-0.030990601,0.042251587,-0.997451782,-0.00012207,0.036682129,-0.99949646,0.003143311
0,0,0,0.078399658,0.049606323,-0.999893188,0.020187378,-0.996673584,-0.028396606,0.042236328,-0.99772644,7.63E-05,0.036697388,-1.000488281,0.003479004
0,0,0,0.079086304,0.04888916,-0.999053955,0.02116394,-0.996353149,-0.028991699,0.042678833,-0.996566772,9.16E-05,0.036880493,-0.999298096,0.002593994
0,0,0,0.079956055,0.049026489,-0.999557495,0.020095825,-0.996856689,-0.028533936,0.042831421,-0.996505737,-0.000717163,0.036880493,-0.999603271,0.003295898
0,0,0,0.077178955,0.049545288,-0.998748779,0.021499634,-0.99710083,-0.0262146,0.042022705,-0.997512817,3.05E-05,0.036224365,-0.99911499,0.003601074
