is_walking,fsr_bottom,fsr_outside,top_x,top_y,top_z,side_x,side_y,side_z,corner_x,corner_y,corner_z,front_x,front_y,front_z
0,0,0,0.0670623779,0.0385131836,-1.0013427734,0.0118865967,-0.9971008301,-0.0348052979,0.0388031006,-0.9998779297,-0.0063171387,0.0522766113,-0.9976501465,-0.0009460449
0,0,0,0.0643157959,0.0365142822,-1.0008392334,0.0137023926,-0.9961853027,-0.0339813232,0.0372314453,-1.0000457764,-0.0064239502,0.0431518555,-0.9974517822,-0.0138397217
0,0,0,0.0657958984,0.0386657715,-0.9997253418,0.0128173828,-0.9976196289,-0.0361938477,0.0370941162,-0.9995269775,-0.0065765381,0.0517730713,-0.9957122803,-0.0116424561
0,0,0,0.0659179688,0.0381011963,-1.0010223389,0.0147399902,-0.9976806641,-0.0372314453,0.0385131836,-0.9995574951,-0.0058898926,0.0460510254,-0.9976196289,-0.0099334717
0,0,0,0.0633544922,0.0361175537,-1.0006256104,0.015838623,-0.9963378906,-0.0354766846,0.038772583,-0.9990386963,-0.005569458,0.0550842285,-0.9973449707,-0.008102417
0,0,0,0.0663604736,0.036605835,-0.9991149902,0.013458252,-0.9977264404,-0.0372467041,0.0385131836,-0.9990844727,-0.0065612793,0.0328216553,-0.9964141846,-0.0103607178
0,0,0,0.065826416,0.037689209,-0.9989013672,0.0133666992,-0.9976348877,-0.0372467041,0.038192749,-0.9997558594,-0.0055389404,0.0583190918,-0.996307373,-0.0109405518
0,0,0,0.0660400391,0.0347290039,-1.0012054443,0.0130157471,-0.9964599609,-0.0355377197,0.0390930176,-1.0001373291,-0.0059661865,0.0406494141,-0.9966125488,-0.0006866455
0,0,0,0.0632324219,0.0366668701,-1.0000610352,0.0141601563,-0.9967956543,-0.0360717773,0.037322998,-0.999130249,-0.0057373047,0.0543212891,-0.9972381592,-0.0014343262
0,0,0,0.0648651123,0.0370635986,-0.9989318848,0.0154724121,-0.9965362549,-0.0351715088,0.0389556885,-0.9995117188,-0.0054321289,0.0417480469,-0.993560791,-0.0171813965
0,0,0,0.064239502,0.0376739502,-0.9996032715,0.0156707764,-0.9966278076,-0.0354156494,0.0375518799,-0.9991760254,-0.0058441162,0.0444488525,-0.9970092773,-0.0146942139
0,0,0,0.0646209717,0.0368499756,-0.9996795654,0.0137939453,-0.99609375,-0.0347442627,0.0384674072,-1.0001220703,-0.0054321289,0.0519104004,-0.9968719482,-0.0080718994
0,0,0,0.0645751953,0.0358581543,-1.0010070801,0.0139465332,-0.9965667725,-0.0368652344,0.0394592285,-0.9984741211,-0.0059051514,0.0435180664,-0.9964752197,-0.0094299316
0,0,0,0.0639343262,0.0364837646,-1.0018005371,0.0125732422,-0.9981384277,-0.034866333,0.038269043,-0.9996337891,-0.0065765381,0.0499420166,-0.9975128174,-0.0023345947
0,0,0,0.0648956299,0.0388641357,-1.0013427734,0.0138702393,-0.9965209961,-0.0371856689,0.0375518799,-0.9992980957,-0.0051879883,0.0510864258,-0.9967193604,-0.0118255615
0,0,0,0.065536499,0.0372314453,-1.0017852783,0.0142364502,-0.9971313477,-0.0348968506,0.0389862061,-1.0006713867,-0.0068969727,0.0508728027,-0.9956512451,-0.0090942383
0,0,0,0.064666748,0.038269043,-1.001739502,0.0146789551,-0.9961242676,-0.0353393555,0.03855896,-0.9991455078,-0.0051879883,0.0451507568,-0.9966888428,-0.0092163086
0,0,0,0.0649108887,0.0366516113,-1.0021362305,0.0119934082,-0.9966583252,-0.0349121094,0.0385437012,-0.9988098145,-0.0057678223,0.0495300293,-0.9956970215,-0.0122680664
0,0,0,0.0655670166,0.0361785889,-1.0007476807,0.0128173828,-0.9967651367,-0.0378723145,0.0380401611,-0.9997558594,-0.004699707,0.041015625,-0.9967956543,-0.0135803223
0,0,0,0.0654602051,0.0355529785,-0.9993133545,0.0146636963,-0.996887207,-0.036529541,0.0381164551,-0.998840332,-0.0051422119,0.0595245361,-0.9970855713,-0.0002288818
0,0,0,0.063949585,0.0369415283,-0.9982452393,0.0132293701,-0.9959869385,-0.037689209,0.0375671387,-0.9996948242,-0.0063781738,0.0445404053,-0.9969024658,-0.0092010498
0,0,0,0.0654449463,0.0367736816,-0.9994354248,0.0145568848,-0.9954223633,-0.0365142822,0.0391998291,-0.9990692139,-0.0058135986,0.0468292236,-0.9968719482,-0.0038909912
0,0,0,0.0648040771,0.0366363525,-1.0009155273,0.012588501,-0.9958190918,-0.0346221924,0.038772583,-0.9996795654,-0.0063476563,0.0455322266,-0.9964599609,-0.0110778809
0,0,0,0.0657806396,0.0374450684,-1.0007781982,0.0162506104,-0.9971618652,-0.0356903076,0.0385131836,-1.0004272461,-0.0058135986,0.0541687012,-0.99609375,-0.0088806152
0,0,0,0.0628814697,0.036605835,-1.0000762939,0.0123748779,-0.9970397949,-0.0363311768,0.0386352539,-0.9994049072,-0.0052490234,0.0451202393,-0.996963501,-0.0129852295
0,0,0,0.0646514893,0.0375366211,-1.0001678467,0.0148468018,-0.9964599609,-0.0361328125,0.0382385254,-0.9999084473,-0.005355835,0.0489196777,-0.996673584,-0.010055542
0,0,0,0.0648498535,0.0366973877,-1.0007629395,0.0153808594,-0.995803833,-0.033203125,0.0377807617,-0.9990386963,-0.0060272217,0.0481872559,-0.996383667,-0.0088500977
0,0,0,0.0656890869,0.0348358154,-1.0004425049,0.0118408203,-0.9953613281,-0.0342254639,0.0377349854,-0.9996185303,-0.0057830811,0.0449981689,-0.9959869385,-0.0094909668
0,0,0,0.0659484863,0.03565979,-1.0004882813,0.0158081055,-0.9967803955,-0.0359039307,0.0383300781,-0.9994812012,-0.0049133301,0.0556945801,-0.9950866699,-0.0074157715
0,0,0,0.065032959,0.0383453369,-0.9993286133,0.0130767822,-0.9980163574,-0.0336151123,0.0384521484,-1.0001831055,-0.0058746338,0.0408630371,-0.9960632324,-0.0156097412
0,0,0,0.065032959,0.0374145508,-1.0024719238,0.0137023926,-0.9964447021,-0.0371704102,0.0391387939,-0.999420166,-0.004989624,0.0505523682,-0.9966583252,-0.0050964355
0,0,0,0.0659790039,0.0380096436,-1.0000457764,0.0132904053,-0.9953765869,-0.0348510742,0.037979126,-0.9987030029,-0.0049285889,0.0458221436,-0.9972381592,-0.0082092285
0,0,0,0.0650634766,0.037689209,-1.0003509521,0.0148010254,-0.9969787598,-0.0351409912,0.0387878418,-0.9996032715,-0.0047149658,0.0497741699,-0.9970855713,-0.0082855225
0,0,0,0.0634613037,0.0352325439,-1.0013427734,0.0144042969,-0.9974060059,-0.0363006592,0.038772583,-0.9991455078,-0.0060577393,0.0503692627,-0.9957885742,-0.0112762451
0,0,0,0.0658416748,0.0366821289,-1.0001525879,0.0143737793,-0.9956665039,-0.0352630615,0.038848877,-0.9992523193,-0.0055236816,0.0463104248,-0.9957733154,-0.0104064941
0,0,0,0.0649719238,0.0374145508,-1.0004577637,0.0127563477,-0.996887207,-0.0370025635,0.0377044678,-0.9999084473,-0.0046234131,0.0471038818,-0.9968414307,-0.0058135986
0,0,0,0.0648193359,0.0361480713,-0.9998321533,0.0129241943,-0.997833252,-0.0368347168,0.0382537842,-0.9986724854,-0.0038757324,0.0488586426,-0.9976196289,-0.008682251
0,0,0,0.0644073486,0.0361328125,-1.0008850098,0.0117797852,-0.9950256348,-0.0336761475,0.0381774902,-0.9997558594,-0.0056762695,0.0478515625,-0.9961395264,-0.0090179443
0,0,0,0.064666748,0.0369567871,-1.0006408691,0.0140380859,-0.9981842041,-0.0354614258,0.037689209,-1,-0.0063781738,0.0480194092,-0.9961242676,-0.0107879639
0,0,0,0.0644378662,0.0355224609,-0.9984588623,0.0128479004,-0.9953155518,-0.0339355469,0.0385437012,-0.9992370605,-0.0053405762,0.0449981689,-0.9972381592,-0.0029144287
0,0,0,0.0640411377,0.0366973877,-0.9999847412,0.0129394531,-0.9961090088,-0.034942627,0.0392303467,-0.9985046387,-0.0055999756,0.0496368408,-0.99659729,-0.0126800537
0,0,0,0.0639801025,0.0369873047,-1.0004272461,0.0130462646,-0.9964294434,-0.0361022949,0.0390167236,-0.9993743896,-0.0047454834,0.0450897217,-0.9963378906,-0.0149993896
0,0,0,0.063293457,0.0363922119,-0.9998474121,0.0141143799,-0.9959564209,-0.0356903076,0.038269043,-0.9996185303,-0.0046691895,0.0605621338,-0.9969940186,-0.0067901611
0,0,0,0.0656280518,0.0383453369,-1.000213623,0.0122070313,-0.9973602295,-0.0375518799,0.0390014648,-0.9996490479,-0.0055847168,0.0379943848,-0.9969482422,-0.0077362061
0,0,0,0.0659179688,0.0374450684,-1.0004577637,0.0140991211,-0.99559021,-0.0370178223,0.0384521484,-0.9998168945,-0.0053863525,0.0534057617,-0.9970092773,-0.0099182129
0,0,0,0.0651092529,0.036026001,-0.9999847412,0.0169219971,-0.9956054688,-0.0359039307,0.0381317139,-0.9995880127,-0.0065765381,0.0453033447,-0.997253418,-0.006942749
0,0,0,0.0661315918,0.0363616943,-1.0016479492,0.0134124756,-0.9960327148,-0.0357513428,0.0384521484,-0.9995727539,-0.0046539307,0.0495758057,-0.9968261719,-0.0099334717
0,0,0,0.0650939941,0.0366668701,-0.9996643066,0.0142364502,-0.9956665039,-0.0353546143,0.0386047363,-0.9996032715,-0.0054473877,0.0447235107,-0.9962463379,-0.0076141357
0,0,0,0.0653686523,0.0370178223,-1.0016021729,0.0127410889,-0.9963531494,-0.0360565186,0.0382995605,-0.9988708496,-0.0041809082,0.0511779785,-0.9962158203,-0.0094299316
0,0,0,0.0650939941,0.036239624,-1.0008850098,0.0147857666,-0.9968261719,-0.0354614258,0.0385131836,-0.9998321533,-0.0043640137,0.0445861816,-0.9957885742,-0.0089416504
0,0,0,0.0645294189,0.0391998291,-1.0015716553,0.0137023926,-0.995223999,-0.0361022949,0.0384674072,-0.9985656738,-0.0062255859,0.0498809814,-0.9970855713,-0.0077972412
0,0,0,0.0645446777,0.0388946533,-1.0005187988,0.0144348145,-0.9967041016,-0.0362243652,0.0379486084,-0.9993591309,-0.0055389404,0.0456848145,-0.9962310791,-0.0095367432
0,0,0,0.0635681152,0.036529541,-0.9994049072,0.0126190186,-0.9967651367,-0.0339508057,0.0386047363,-0.9995422363,-0.0054473877,0.0498504639,-0.9963378906,-0.008895874
0,0,0,0.0647735596,0.0370941162,-0.9996795654,0.0140991211,-0.9962463379,-0.0369567871,0.0383758545,-0.9978179932,-0.0057220459,0.0460205078,-0.9967193604,-0.0093536377
0,0,0,0.0655975342,0.0388641357,-1.0010681152,0.0123291016,-0.9964599609,-0.0361938477,0.0390167236,-0.9996795654,-0.0050506592,0.0483703613,-0.9965057373,-0.0094604492
0,0,0,0.064743042,0.0378265381,-1.0000457764,0.0140380859,-0.9954376221,-0.0361633301,0.0391387939,-1.0000152588,-0.0057983398,0.0461425781,-0.9964599609,-0.008682251
0,0,0,0.063949585,0.0343933105,-1.0003051758,0.0131378174,-0.9962463379,-0.035736084,0.038192749,-1.0002746582,-0.0052947998,0.049621582,-0.9961395264,-0.0082397461
0,0,0,0.0645904541,0.0384216309,-0.9993438721,0.0139770508,-0.9956359863,-0.0386962891,0.0375671387,-0.9996795654,-0.00390625,0.047088623,-0.9962615967,-0.0092315674
0,0,0,0.0643463135,0.0364227295,-1.0006408691,0.0130310059,-0.9972991943,-0.0352935791,0.0380401611,-0.999130249,-0.0054168701,0.049331665,-0.9960327148,-0.0087890625
0,0,0,0.0657653809,0.0372467041,-1.0006866455,0.0141296387,-0.9964141846,-0.034362793,0.0377044678,-0.9990539551,-0.0039978027,0.0465087891,-0.9978942871,-0.0083770752
0,0,0,0.0650939941,0.0355377197,-1.0008239746,0.013885498,-0.9965515137,-0.0356903076,0.0388946533,-0.9993591309,-0.0046386719,0.049041748,-0.996383667,-0.0091247559
0,0,0,0.0660552979,0.0373077393,-1.0007781982,0.0130462646,-0.9966278076,-0.0379333496,0.0378112793,-0.9995727539,-0.0056152344,0.0471343994,-0.9972381592,-0.0076599121
0,0,0,0.0637969971,0.0367889404,-1.0006561279,0.0142669678,-0.997756958,-0.0372161865,0.039352417,-0.9991912842,-0.0058288574,0.0475006104,-0.9965515137,-0.0085296631
0,0,0,0.0655517578,0.035949707,-1.0007476807,0.0137176514,-0.9965209961,-0.0356445313,0.0385437012,-0.9993133545,-0.0047454834,0.0473937988,-0.9963531494,-0.0086517334
0,0,0,0.0649871826,0.0381774902,-0.9999694824,0.0148162842,-0.9972229004,-0.0370635986,0.0384063721,-0.9997558594,-0.0050964355,0.0478210449,-0.9969940186,-0.0095367432
0,0,0,0.0650177002,0.0370330811,-1.0000457764,0.014175415,-0.9961700439,-0.0350799561,0.0384063721,-0.9995117188,-0.0048522949,0.0476531982,-0.9976959229,-0.008102417
0,0,0,0.0649261475,0.0365905762,-0.9999694824,0.012878418,-0.9969940186,-0.0354614258,0.0383911133,-0.998626709,-0.0049438477,0.0480804443,-0.9971160889,-0.0084991455
0,0,0,0.0654449463,0.0363922119,-0.9990234375,0.0145263672,-0.9969024658,-0.0353851318,0.0382995605,-0.9998931885,-0.0055847168,0.0484466553,-0.9960327148,-0.0082397461
0,0,0,0.0661468506,0.0359344482,-1.0004119873,0.0135498047,-0.9987335205,-0.0347595215,0.0372619629,-0.9993133545,-0.0057830811,0.0473480225,-0.9967041016,-0.0088195801
0,0,-0.0013498,0.0645141602,0.0358734131,-1.0006103516,0.0140380859,-0.9981384277,-0.0356445313,0.0386505127,-0.9995727539,-0.0050811768,0.0483398438,-0.9970397949,-0.0090332031
0,0,-0.0084073,0.0653686523,0.0358428955,-1.0012359619,0.0147399902,-0.9963989258,-0.0363311768,0.0379180908,-0.9988555908,-0.0053710938,0.0478057861,-0.9967803955,-0.0087280273
0,0,-0.0032378,0.0643157959,0.0365142822,-1.000579834,0.0143432617,-0.9962768555,-0.0354156494,0.0374450684,-0.9996643066,-0.0047607422,0.0473937988,-0.996383667,-0.0085754395
0,-0.0060872,0.000082647,0.0661621094,0.0364685059,-1.0001068115,0.0138244629,-0.9971160889,-0.035446167,0.0376281738,-1.0000762939,-0.0049285889,0.0483551025,-0.995880127,-0.0089569092
0,-0.0076018,-0.0020061,0.0646057129,0.0363006592,-0.9999389648,0.0132751465,-0.995513916,-0.0364532471,0.0385131836,-0.9984893799,-0.004776001,0.0478210449,-0.9968719482,-0.0085906982
0,0.0055638,-0.0059692,0.0651092529,0.0388793945,-0.9990844727,0.0128479004,-0.9978790283,-0.0356445313,0.0380401611,-0.9992675781,-0.0056610107,0.0476379395,-0.9957885742,-0.0091552734
0,0.013978,-0.01695,0.0649719238,0.0363616943,-0.9993133545,0.0125427246,-0.9968261719,-0.0363006592,0.0376586914,-0.9984130859,-0.005569458,0.0476226807,-0.9973297119,-0.0084838867
0,-1.6819E-17,-6.8836E-18,0.0658569336,0.0368804932,-0.9995880127,0.0126800537,-0.9962005615,-0.0359039307,0.0384063721,-0.9994354248,-0.0057067871,0.0475463867,-0.9961090088,-0.0082855225
0,-0.022287,-0.0064753,0.0638885498,0.0358734131,-1.0007629395,0.0135345459,-0.9959411621,-0.0349731445,0.037109375,-1.0004119873,-0.0062255859,0.0481872559,-0.9967498779,-0.0084228516
0,-0.014248,-0.008044,0.0647277832,0.0377044678,-1.0003967285,0.0131530762,-0.9965362549,-0.0375213623,0.0385284424,-1.0000915527,-0.0052185059,0.0482788086,-0.9972839355,-0.0083007813
0,0.024609,-0.027393,0.0642700195,0.0378265381,-1.0013122559,0.0155639648,-0.9975891113,-0.0344696045,0.0386657715,-0.9993743896,-0.0050354004,0.0481719971,-0.9958953857,-0.0096893311
0,0.03648,-0.052235,0.0637969971,0.0359954834,-1.0012512207,0.0146636963,-0.9964447021,-0.0351715088,0.037689209,-0.9995269775,-0.0052337646,0.0472259521,-0.9967498779,-0.0085449219
0,-0.027952,-0.0095346,0.0639801025,0.0377502441,-0.9998474121,0.0122528076,-0.996963501,-0.0352630615,0.0379486084,-0.9990234375,-0.0051269531,0.0484619141,-0.996963501,-0.0082702637
0,-0.15303,-0.077814,0.064666748,0.0366668701,-0.9993286133,0.0142059326,-0.9964294434,-0.0347290039,0.0382080078,-1.0003509521,-0.0051269531,0.0472412109,-0.9971466064,-0.0095977783
0,-0.054298,-0.034064,0.0651702881,0.0377044678,-1.0008087158,0.0138549805,-0.9977874756,-0.035446167,0.0388641357,-0.9994049072,-0.0054626465,0.0481872559,-0.9962615967,-0.0087738037
0,0.09209,0.10777,0.0649719238,0.0378112793,-1.0015411377,0.0127868652,-0.9955749512,-0.0364837646,0.0371246338,-0.9993591309,-0.0041656494,0.047454834,-0.9967041016,-0.0089416504
0,0.071313,0.1195,0.0636444092,0.0385284424,-0.9995880127,0.0115966797,-0.9972839355,-0.0365447998,0.0386657715,-0.9995727539,-0.0046691895,0.0482177734,-0.9967651367,-0.0092773438
0,-0.12442,-0.12091,0.0637359619,0.0361328125,-1.0009613037,0.0149688721,-0.9967498779,-0.0357208252,0.0385742188,-0.9992828369,-0.0054779053,0.0471191406,-0.9964904785,-0.0094909668
1,-0.31324,-0.29975,0.0639343262,0.0371856689,-1.0001373291,0.013961792,-0.9979248047,-0.0339660645,0.038192749,-1.000289917,-0.0061035156,0.0486755371,-0.9979553223,-0.0084991455
1,9.5381E-17,4.0107E-16,0.0656433105,0.0363311768,-0.9994506836,0.014251709,-0.9962921143,-0.0342102051,0.0385437012,-0.9995574951,-0.0055389404,0.0476226807,-0.9961853027,-0.0085144043
1,0.31638,0.39142,0.0652160645,0.0357208252,-1.0015716553,0.014541626,-0.9967803955,-0.0372924805,0.0385284424,-0.9989471436,-0.0049743652,0.0478973389,-0.9966430664,-0.0089874268
1,0.18896,0.19819,0.0634765625,0.0354614258,-0.9987945557,0.0142059326,-0.9969787598,-0.0380554199,0.0374298096,-0.9994354248,-0.0049438477,0.0476074219,-0.9966125488,-0.0089569092
1,-0.47202,-0.16829,0.0648651123,0.0361785889,-1.0004425049,0.0143737793,-0.9976806641,-0.0353088379,0.0381011963,-1.0001983643,-0.0048065186,0.0493164063,-0.9971466064,-0.0079803467
1,-0.801,1.0996,0.0641479492,0.0371551514,-0.9988708496,0.013381958,-0.9950408936,-0.0352783203,0.0375366211,-0.9989471436,-0.005355835,0.0468444824,-0.9966888428,-0.0096435547
1,0.30521,4.8761,0.0643920898,0.0367584229,-1.0016479492,0.0135955811,-0.9973297119,-0.033996582,0.038772583,-0.9989776611,-0.0059204102,0.0484008789,-0.9961090088,-0.008605957
1,2.216,8.8442,0.0653839111,0.0370788574,-0.9990234375,0.0127105713,-0.9962310791,-0.0360870361,0.0375518799,-0.999420166,-0.0048065186,0.0481109619,-0.9967803955,-0.0080108643
1,3.8101,10.103,0.0652313232,0.0356903076,-1.0008850098,0.014465332,-0.9970397949,-0.0361175537,0.0386962891,-1.0000610352,-0.0059661865,0.0478210449,-0.9967651367,-0.0081939697
1,4.0017,9.181,0.0659942627,0.0359649658,-0.998550415,0.0146636963,-0.9966430664,-0.0359954834,0.0374908447,-0.9986724854,-0.0051879883,0.0473937988,-0.9960327148,-0.008972168
1,3.3236,10.277,0.0645751953,0.0366363525,-1.0015411377,0.0132446289,-0.9979705811,-0.0341796875,0.0384521484,-0.9996337891,-0.0060119629,0.0477752686,-0.9966125488,-0.0082550049
1,2.7435,15.326,0.0647277832,0.0359954834,-1.0001831055,0.0146484375,-0.9969940186,-0.037322998,0.0385284424,-0.9994812012,-0.0055084229,0.0479278564,-0.9966430664,-0.008102417
1,1.8533,20.264,0.0641326904,0.0358581543,-0.9996185303,0.0128173828,-0.9953613281,-0.0353240967,0.038772583,-0.9994506836,-0.0065765381,0.0481109619,-0.9966125488,-0.008605957
1,-1.3252E-16,21,0.0634765625,0.0360717773,-0.9990234375,0.0153045654,-0.9964904785,-0.0344238281,0.0386810303,-0.9993286133,-0.0049743652,0.0482025146,-0.9964294434,-0.0081939697
1,-2.5222,21.636,0.0643768311,0.0375061035,-1.0007171631,0.014541626,-0.9967803955,-0.0366516113,0.037979126,-1.0001831055,-0.004989624,0.047088623,-0.9968109131,-0.0083770752
1,-2.1125,33.033,0.0648345947,0.0376586914,-0.9998779297,0.0144958496,-0.9961853027,-0.0348510742,0.0383453369,-0.9989318848,-0.0052490234,0.0472869873,-0.9955596924,-0.0080108643
1,5.9183,58.858,0.0650634766,0.0370178223,-1.0009765625,0.0131835938,-0.9960021973,-0.0342712402,0.0383911133,-0.9992980957,-0.0057678223,0.0487976074,-0.9965667725,-0.0088806152
1,23.885,86.382,0.0649108887,0.0362243652,-1.0006103516,0.0144042969,-0.9972839355,-0.0354156494,0.0386047363,-0.9994659424,-0.0048370361,0.0473175049,-0.9962310791,-0.008895874
1,49.396,95.72,0.0636291504,0.037399292,-1.0007476807,0.0148620605,-0.9965209961,-0.0348358154,0.0386199951,-0.999710083,-0.005355835,0.0478210449,-0.9974060059,-0.008392334
1,75.656,79.039,0.0634918213,0.0363006592,-1.0010986328,0.0146789551,-0.9972839355,-0.0382843018,0.0385131836,-0.9994659424,-0.0058898926,0.0476837158,-0.9973449707,-0.0086669922
1,96.007,48.827,0.0630340576,0.038192749,-1.0001373291,0.0138092041,-0.9976654053,-0.0330200195,0.0377044678,-0.9998016357,-0.0060119629,0.0486907959,-0.9957580566,-0.0085906982
1,107.02,24.614,0.0646972656,0.0372619629,-0.9978027344,0.0137634277,-0.9958648682,-0.0349731445,0.0381164551,-0.9995880127,-0.0048828125,0.0483093262,-0.9961242676,-0.0082397461
